branch,attack,attack_class,mechanism,strength,regime,rule,n,n_fire,detection_rate
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_X,union,360,317,0.8805555555555555
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_X,family_v12,360,302,0.8388888888888889
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_X,family,360,301,0.8361111111111111
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XF,union,360,330,0.9166666666666666
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XF,family_v12,360,315,0.875
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XF,family,360,307,0.8527777777777777
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_Ym,union,360,0,0.0
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_Ym,family_v12,360,0,0.0
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_Ym,family,360,0,0.0
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XFY,union,360,330,0.9166666666666666
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XFY,family_v12,360,309,0.8583333333333333
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XFY,family,360,306,0.85
quantum,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XFY_trusted,exact,360,341,0.9472222222222222
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_X,union,360,335,0.9305555555555556
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_X,family_v12,360,329,0.9138888888888889
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_X,family,360,329,0.9138888888888889
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XF,union,360,344,0.9555555555555556
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XF,family_v12,360,336,0.9333333333333333
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XF,family,360,334,0.9277777777777778
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_Ym,union,360,0,0.0
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_Ym,family_v12,360,0,0.0
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_Ym,family,360,0,0.0
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XFY,union,360,345,0.9583333333333334
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XFY,family_v12,360,337,0.9361111111111111
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XFY,family,360,332,0.9222222222222223
quantum,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XFY_trusted,exact,360,341,0.9472222222222222
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_X,union,360,42,0.11666666666666667
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_X,family_v12,360,31,0.08611111111111111
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_X,family,360,30,0.08333333333333333
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XF,union,360,166,0.46111111111111114
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XF,family_v12,360,143,0.3972222222222222
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XF,family,360,135,0.375
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_Ym,union,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_Ym,family_v12,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_Ym,family,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XFY,union,360,166,0.46111111111111114
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XFY,family_v12,360,136,0.37777777777777777
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XFY,family,360,133,0.36944444444444446
quantum,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XFY_trusted,exact,360,262,0.7277777777777777
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_X,union,360,194,0.5388888888888889
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_X,family_v12,360,177,0.49166666666666664
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_X,family,360,176,0.4888888888888889
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XF,union,360,296,0.8222222222222222
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XF,family_v12,360,264,0.7333333333333333
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XF,family,360,247,0.6861111111111111
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_Ym,union,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_Ym,family_v12,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_Ym,family,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XFY,union,360,296,0.8222222222222222
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XFY,family_v12,360,251,0.6972222222222222
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XFY,family,360,237,0.6583333333333333
quantum,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XFY_trusted,exact,360,305,0.8472222222222222
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_X,union,360,276,0.7666666666666667
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_X,family_v12,360,259,0.7194444444444444
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_X,family,360,259,0.7194444444444444
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XF,union,360,319,0.8861111111111111
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XF,family_v12,360,310,0.8611111111111112
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XF,family,360,304,0.8444444444444444
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_Ym,union,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_Ym,family_v12,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_Ym,family,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XFY,union,360,319,0.8861111111111111
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XFY,family_v12,360,304,0.8444444444444444
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XFY,family,360,300,0.8333333333333334
quantum,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XFY_trusted,exact,360,320,0.8888888888888888
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_X,union,360,351,0.975
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_X,family_v12,360,340,0.9444444444444444
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_X,family,360,340,0.9444444444444444
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XF,union,360,353,0.9805555555555555
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XF,family_v12,360,345,0.9583333333333334
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XF,family,360,337,0.9361111111111111
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_Ym,union,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_Ym,family_v12,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_Ym,family,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY,union,360,354,0.9833333333333333
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY,family_v12,360,341,0.9472222222222222
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY,family,360,330,0.9166666666666666
quantum,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY_trusted,exact,360,337,0.9361111111111111
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_X,union,360,353,0.9805555555555555
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_X,family_v12,360,351,0.975
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_X,family,360,351,0.975
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XF,union,360,356,0.9888888888888889
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XF,family_v12,360,353,0.9805555555555555
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XF,family,360,349,0.9694444444444444
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_Ym,union,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_Ym,family_v12,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_Ym,family,360,0,0.0
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY,union,360,356,0.9888888888888889
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY,family_v12,360,353,0.9805555555555555
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY,family,360,345,0.9583333333333334
quantum,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY_trusted,exact,360,341,0.9472222222222222
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_X,union,360,360,1.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_X,family_v12,360,360,1.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_X,family,360,360,1.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XF,union,360,360,1.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XF,family_v12,360,360,1.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XF,family,360,358,0.9944444444444445
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_Ym,union,360,0,0.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_Ym,family_v12,360,0,0.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_Ym,family,360,0,0.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY,union,360,360,1.0
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY,family_v12,360,359,0.9972222222222222
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY,family,360,358,0.9944444444444445
quantum,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY_trusted,exact,360,196,0.5444444444444444
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_X,union,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_X,family_v12,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_X,family,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XF,union,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XF,family_v12,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XF,family,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_Ym,union,360,0,0.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_Ym,family_v12,360,0,0.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_Ym,family,360,0,0.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY,union,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY,family_v12,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY,family,360,360,1.0
quantum,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY_trusted,exact,360,267,0.7416666666666667
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_X,union,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_X,family_v12,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_X,family,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XF,union,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XF,family_v12,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XF,family,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_Ym,union,360,0,0.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_Ym,family_v12,360,0,0.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_Ym,family,360,0,0.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY,union,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY,family_v12,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY,family,360,360,1.0
quantum,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY_trusted,exact,360,313,0.8694444444444445
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_X,union,360,360,1.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_X,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_X,family,360,360,1.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XF,union,360,360,1.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XF,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XF,family,360,360,1.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_Ym,union,360,0,0.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_Ym,family_v12,360,0,0.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_Ym,family,360,0,0.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY,union,360,360,1.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY,family,360,355,0.9861111111111112
quantum,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY_trusted,exact,360,306,0.85
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_X,union,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_X,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_X,family,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XF,union,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XF,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XF,family,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_Ym,union,360,0,0.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_Ym,family_v12,360,0,0.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_Ym,family,360,0,0.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY,union,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY,family,360,360,1.0
quantum,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY_trusted,exact,360,330,0.9166666666666666
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_X,union,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_X,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_X,family,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XF,union,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XF,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XF,family,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_Ym,union,360,0,0.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_Ym,family_v12,360,0,0.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_Ym,family,360,0,0.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY,union,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY,family_v12,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY,family,360,360,1.0
quantum,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY_trusted,exact,360,338,0.9388888888888889
