regime,policy,policy_class,tau,attack,attack_class,mechanism,strength,n,n_material,unsafe_allow,true_hold,true_block,immaterial_allow,integrity_only_hold_block,containment,unsafe_allow_rate
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,0,10,0,0,590,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,0,313,0,0,287,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,0,163,0,0,437,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,0,66,0,0,534,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,0,350,0,0,250,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,0,215,0,0,385,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,0,124,0,0,476,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,0,431,0,0,169,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,0,282,0,0,318,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,0,196,0,0,404,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,0,485,0,0,115,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,0,320,0,0,280,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,0,211,0,0,389,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,0,197,0,0,403,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,0,59,0,0,541,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,35,0,0,565,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,275,0,0,325,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,118,0,0,482,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,68,0,0,532,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,355,0,0,245,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,212,0,0,388,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,147,0,0,453,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,0,290,0,0,310,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,0,135,0,0,465,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,83,0,0,517,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,0,345,0,0,255,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,250,0,0,350,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,182,0,0,418,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,386,0,0,214,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,301,0,0,299,1.0,0.0
I_X,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,248,0,0,352,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,141,33,0,401,25,0.1896551724137931,0.8103448275862069
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,14,3,0,528,55,0.17647058823529413,0.8235294117647058
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,0,2,0,542,56,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,126,111,0,288,75,0.46835443037974683,0.5316455696202531
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,34,25,0,380,161,0.423728813559322,0.576271186440678
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,3,5,0,411,181,0.625,0.375
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,103,219,0,139,139,0.6801242236024845,0.3198757763975155
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,36,95,0,206,263,0.7251908396946565,0.2748091603053435
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,3,29,0,239,329,0.90625,0.09375
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,40,371,0,40,149,0.902676399026764,0.09732360097323602
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,13,240,0,67,280,0.9486166007905138,0.05138339920948617
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,2,128,0,78,392,0.9846153846153847,0.015384615384615385
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,19,435,0,20,126,0.9581497797356828,0.04185022026431718
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,6,308,0,33,253,0.9808917197452229,0.01910828025477707
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,2,207,0,37,354,0.9904306220095693,0.009569377990430622
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,111,130,0,323,36,0.5394190871369294,0.4605809128630705
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,22,43,0,412,123,0.6615384615384615,0.3384615384615385
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,2,8,0,432,158,0.8,0.2
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,70,243,0,189,98,0.7763578274760383,0.22364217252396165
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,11,152,0,248,189,0.9325153374233128,0.06748466257668712
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,2,64,0,257,277,0.9696969696969697,0.030303030303030304
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,58,292,0,113,137,0.8342857142857143,0.1657142857142857
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,13,202,0,158,227,0.9395348837209302,0.06046511627906977
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,3,121,0,168,308,0.9758064516129032,0.024193548387096774
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,32,399,0,57,112,0.925754060324826,0.07424593967517401
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,8,274,0,81,237,0.9716312056737588,0.028368794326241134
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,3,193,0,86,318,0.9846938775510204,0.015306122448979591
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,19,466,0,12,103,0.9608247422680413,0.03917525773195876
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,6,314,0,25,255,0.98125,0.01875
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,0,211,0,31,358,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,0,197,0,0,403,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,0,59,0,0,541,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,35,0,0,565,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,275,0,0,325,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,118,0,0,482,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,68,0,0,532,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,355,0,0,245,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,212,0,0,388,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,147,0,0,453,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,0,290,0,0,310,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,0,135,0,0,465,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,83,0,0,517,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,0,345,0,0,255,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,250,0,0,350,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,182,0,0,418,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,386,0,0,214,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,301,0,0,299,1.0,0.0
I_XF,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,248,0,0,352,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,155,19,0,409,17,0.10919540229885058,0.8908045977011494
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,16,1,0,548,35,0.058823529411764705,0.9411764705882353
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,1,1,0,563,35,0.5,0.5
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,151,86,0,307,56,0.3628691983122363,0.6371308016877637
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,41,18,0,417,124,0.3050847457627119,0.6949152542372882
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,4,4,0,454,138,0.5,0.5
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,139,183,0,171,107,0.5683229813664596,0.43167701863354035
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,47,84,0,263,206,0.6412213740458015,0.35877862595419846
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,9,23,0,301,267,0.71875,0.28125
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,65,346,0,54,135,0.8418491484184915,0.15815085158150852
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,23,230,0,96,251,0.9090909090909091,0.09090909090909091
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,4,126,0,115,355,0.9692307692307692,0.03076923076923077
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,33,421,0,27,119,0.9273127753303965,0.07268722466960352
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,12,302,0,48,238,0.9617834394904459,0.03821656050955414
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,3,206,0,57,334,0.9856459330143541,0.014354066985645933
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,131,110,0,334,25,0.45643153526970953,0.5435684647302904
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,29,36,0,436,99,0.5538461538461539,0.4461538461538462
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,3,7,0,462,128,0.7,0.3
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,107,206,0,213,74,0.65814696485623,0.34185303514376997
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,26,137,0,294,143,0.8404907975460123,0.15950920245398773
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,6,60,0,314,220,0.9090909090909091,0.09090909090909091
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,76,274,0,127,123,0.7828571428571428,0.21714285714285714
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,21,194,0,182,203,0.9023255813953488,0.09767441860465116
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,6,118,0,197,279,0.9516129032258065,0.04838709677419355
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,61,370,0,65,104,0.8584686774941995,0.14153132250580047
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,22,260,0,104,214,0.9219858156028369,0.07801418439716312
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,7,189,0,119,285,0.9642857142857143,0.03571428571428571
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,41,444,0,29,86,0.9154639175257732,0.08453608247422681
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,15,305,0,55,225,0.953125,0.046875
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,1,210,0,69,320,0.995260663507109,0.004739336492890996
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,4,193,0,12,391,0.9796954314720813,0.02030456852791878
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,1,58,0,15,526,0.9830508474576272,0.01694915254237288
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,35,0,16,549,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,275,0,0,325,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,118,0,0,482,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,68,0,0,532,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,355,0,0,245,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,212,0,0,388,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,147,0,0,453,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,2,288,0,20,290,0.993103448275862,0.006896551724137931
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,1,134,0,21,444,0.9925925925925926,0.007407407407407408
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,83,0,22,495,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,0,345,0,3,252,1.0,0.0
