regime,policy,policy_class,tau,attack,attack_class,mechanism,strength,n,n_material,unsafe_allow,true_hold,true_block,immaterial_allow,integrity_only_hold_block,containment,unsafe_allow_rate
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,132,109,0,335,24,0.45228215767634855,0.5477178423236515
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,29,36,0,438,97,0.5538461538461539,0.4461538461538462
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,3,7,0,464,126,0.7,0.3
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,114,199,0,217,70,0.6357827476038339,0.36421725239616615
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,29,134,0,302,135,0.8220858895705522,0.17791411042944785
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,7,59,0,324,210,0.8939393939393939,0.10606060606060606
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,78,272,0,130,120,0.7771428571428571,0.22285714285714286
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,23,192,0,185,200,0.8930232558139535,0.10697674418604651
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,7,117,0,201,275,0.9435483870967742,0.056451612903225805
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,68,363,0,69,100,0.8422273781902552,0.15777262180974477
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,25,257,0,112,206,0.9113475177304965,0.08865248226950355
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,8,188,0,129,275,0.9591836734693877,0.04081632653061224
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,49,436,0,33,82,0.8989690721649485,0.10103092783505155
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,17,303,0,65,215,0.946875,0.053125
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,1,210,0,81,308,0.995260663507109,0.004739336492890996
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,4,193,0,12,391,0.9796954314720813,0.02030456852791878
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,1,58,0,15,526,0.9830508474576272,0.01694915254237288
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,35,0,16,549,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,275,0,1,324,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,118,0,1,481,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,68,0,1,531,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,355,0,0,245,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,212,0,0,388,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,147,0,0,453,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,5,285,0,26,284,0.9827586206896551,0.017241379310344827
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,2,133,0,29,436,0.9851851851851852,0.014814814814814815
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,83,0,31,486,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,1,344,0,5,250,0.9971014492753624,0.002898550724637681
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,250,0,6,344,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,182,0,6,412,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,386,0,0,214,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,301,0,0,299,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,248,0,0,352,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,156,18,0,410,16,0.10344827586206896,0.896551724137931
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,16,1,0,550,33,0.058823529411764705,0.9411764705882353
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,1,1,0,565,33,0.5,0.5
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,159,78,0,311,52,0.3291139240506329,0.6708860759493671
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,40,19,0,430,111,0.3220338983050847,0.6779661016949152
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,3,5,0,467,125,0.625,0.375
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,148,174,0,180,98,0.5403726708074534,0.45962732919254656
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,52,79,0,276,193,0.6030534351145038,0.3969465648854962
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,10,22,0,318,250,0.6875,0.3125
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,67,344,0,59,130,0.8369829683698297,0.1630170316301703
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,24,229,0,102,245,0.9051383399209486,0.09486166007905138
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,4,126,0,122,348,0.9692307692307692,0.03076923076923077
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,35,419,0,30,116,0.9229074889867841,0.07709251101321586
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,12,302,0,53,233,0.9617834394904459,0.03821656050955414
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,3,206,0,62,329,0.9856459330143541,0.014354066985645933
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,132,109,0,335,24,0.45228215767634855,0.5477178423236515
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,29,36,0,438,97,0.5538461538461539,0.4461538461538462
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,3,7,0,464,126,0.7,0.3
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,114,199,0,217,70,0.6357827476038339,0.36421725239616615
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,29,134,0,302,135,0.8220858895705522,0.17791411042944785
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,7,59,0,324,210,0.8939393939393939,0.10606060606060606
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,78,272,0,130,120,0.7771428571428571,0.22285714285714286
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,23,192,0,185,200,0.8930232558139535,0.10697674418604651
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,7,117,0,201,275,0.9435483870967742,0.056451612903225805
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,68,363,0,69,100,0.8422273781902552,0.15777262180974477
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,25,257,0,112,206,0.9113475177304965,0.08865248226950355
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,8,188,0,129,275,0.9591836734693877,0.04081632653061224
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,49,436,0,33,82,0.8989690721649485,0.10103092783505155
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,17,303,0,65,215,0.946875,0.053125
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,1,210,0,81,308,0.995260663507109,0.004739336492890996
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,4,193,0,12,391,0.9796954314720813,0.02030456852791878
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,1,58,0,15,526,0.9830508474576272,0.01694915254237288
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,35,0,16,549,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,275,0,1,324,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,118,0,1,481,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,68,0,1,531,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,355,0,0,245,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,212,0,0,388,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,147,0,0,453,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,5,285,0,26,284,0.9827586206896551,0.017241379310344827
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,2,133,0,29,436,0.9851851851851852,0.014814814814814815
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,83,0,31,486,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,1,344,0,5,250,0.9971014492753624,0.002898550724637681
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,250,0,6,344,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,182,0,6,412,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,386,0,0,214,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,301,0,0,299,1.0,0.0
I_XFY,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,248,0,0,352,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,0,0,174,383,43,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,0,0,17,383,200,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,0,0,2,383,215,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,0,0,237,277,86,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,0,0,59,277,264,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,0,0,8,277,315,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,0,0,322,127,151,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,0,0,131,127,342,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,0,0,32,127,441,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,0,0,411,33,156,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,0,0,253,33,314,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,0,0,130,33,437,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,0,0,454,15,131,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,0,0,314,15,271,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,0,0,209,15,376,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,0,0,241,309,50,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,0,0,65,309,226,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,0,0,10,309,281,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,0,0,313,183,104,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,0,0,163,183,254,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,0,0,66,183,351,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,0,0,350,101,149,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,0,0,215,101,284,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,0,0,124,101,375,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,0,0,431,49,120,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,0,0,282,49,269,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,0,0,196,49,355,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,0,0,485,11,104,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,0,0,320,11,269,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,0,0,211,11,378,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,0,0,197,0,403,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,0,0,59,0,541,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,0,35,0,565,1.0,0.0
