scope_type,scope,attack,attack_class,mechanism,strength,regime,rule,n,n_fire,response_rate,clean_n_fire,paired_clean_false_action_rate,attack_only,clean_only,both_fire,neither_fire,n_material_tau0,material_fraction_tau0,material_fraction_tau002,material_fraction_tau005,mean_signed_delta_bal_acc,prediction_change_rate
environment,gate2_id_256,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,family,60,60,1.0,10,0.16666666666666666,50,0,10,0,2,0.03333333333333333,0.0,0.0,0.000136056688435735,0.03333333333333333
environment,gate2_id_256,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,union,60,60,1.0,14,0.23333333333333334,46,0,14,0,2,0.03333333333333333,0.0,0.0,0.000136056688435735,0.03333333333333333
environment,gate2_id_256,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,family,60,60,1.0,6,0.1,54,0,6,0,2,0.03333333333333333,0.0,0.0,0.000136056688435735,0.03333333333333333
environment,gate2_id_256,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,2,0.03333333333333333,0.0,0.0,0.000136056688435735,0.03333333333333333
environment,gate2_id_256,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,2,0.03333333333333333,0.0,0.0,0.000136056688435735,0.03333333333333333
environment,gate2_id_256,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,union,60,60,1.0,16,0.26666666666666666,44,0,16,0,2,0.03333333333333333,0.0,0.0,0.000136056688435735,0.03333333333333333
environment,gate2_id_256,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,family,60,60,1.0,5,0.08333333333333333,55,0,5,0,2,0.03333333333333333,0.0,0.0,0.000136056688435735,0.03333333333333333
environment,gate2_id_256,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,union,60,60,1.0,13,0.21666666666666667,47,0,13,0,4,0.06666666666666667,0.0,0.0,-0.0002629944030927483,0.06666666666666667
environment,gate2_id_256,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,family,60,60,1.0,10,0.16666666666666666,50,0,10,0,4,0.06666666666666667,0.0,0.0,-0.0002629944030927483,0.06666666666666667
environment,gate2_id_256,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,union,60,60,1.0,14,0.23333333333333334,46,0,14,0,4,0.06666666666666667,0.0,0.0,-0.0002629944030927483,0.06666666666666667
environment,gate2_id_256,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,family,60,60,1.0,6,0.1,54,0,6,0,4,0.06666666666666667,0.0,0.0,-0.0002629944030927483,0.06666666666666667
environment,gate2_id_256,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,4,0.06666666666666667,0.0,0.0,-0.0002629944030927483,0.06666666666666667
environment,gate2_id_256,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,4,0.06666666666666667,0.0,0.0,-0.0002629944030927483,0.06666666666666667
environment,gate2_id_256,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,union,60,60,1.0,16,0.26666666666666666,44,0,16,0,4,0.06666666666666667,0.0,0.0,-0.0002629944030927483,0.06666666666666667
environment,gate2_id_256,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,family,60,60,1.0,5,0.08333333333333333,55,0,5,0,4,0.06666666666666667,0.0,0.0,-0.0002629944030927483,0.06666666666666667
environment,gate3a_ood_tue_wed,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,union,60,60,1.0,12,0.2,48,0,12,0,3,0.05,0.0,0.0,-0.00014066496163683,0.05
environment,gate3a_ood_tue_wed,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,family,60,58,0.9666666666666667,2,0.03333333333333333,56,0,2,2,3,0.05,0.0,0.0,-0.00014066496163683,0.05
environment,gate3a_ood_tue_wed,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,union,60,60,1.0,17,0.2833333333333333,43,0,17,0,3,0.05,0.0,0.0,-0.00014066496163683,0.05
environment,gate3a_ood_tue_wed,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,family,60,57,0.95,2,0.03333333333333333,55,0,2,3,3,0.05,0.0,0.0,-0.00014066496163683,0.05
environment,gate3a_ood_tue_wed,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,3,0.05,0.0,0.0,-0.00014066496163683,0.05
environment,gate3a_ood_tue_wed,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,3,0.05,0.0,0.0,-0.00014066496163683,0.05
environment,gate3a_ood_tue_wed,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,union,60,60,1.0,17,0.2833333333333333,43,0,17,0,3,0.05,0.0,0.0,-0.00014066496163683,0.05
environment,gate3a_ood_tue_wed,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,family,60,53,0.8833333333333333,0,0.0,53,0,0,7,3,0.05,0.0,0.0,-0.00014066496163683,0.05
environment,gate3a_ood_tue_wed,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,union,60,60,1.0,12,0.2,48,0,12,0,6,0.1,0.016666666666666666,0.0,0.0009017437628217816,0.1
environment,gate3a_ood_tue_wed,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,family,60,60,1.0,2,0.03333333333333333,58,0,2,0,6,0.1,0.016666666666666666,0.0,0.0009017437628217816,0.1
environment,gate3a_ood_tue_wed,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,union,60,60,1.0,17,0.2833333333333333,43,0,17,0,6,0.1,0.016666666666666666,0.0,0.0009017437628217816,0.1
environment,gate3a_ood_tue_wed,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,family,60,60,1.0,2,0.03333333333333333,58,0,2,0,6,0.1,0.016666666666666666,0.0,0.0009017437628217816,0.1
environment,gate3a_ood_tue_wed,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,6,0.1,0.016666666666666666,0.0,0.0009017437628217816,0.1
environment,gate3a_ood_tue_wed,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,6,0.1,0.016666666666666666,0.0,0.0009017437628217816,0.1
environment,gate3a_ood_tue_wed,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,union,60,60,1.0,17,0.2833333333333333,43,0,17,0,6,0.1,0.016666666666666666,0.0,0.0009017437628217816,0.1
environment,gate3a_ood_tue_wed,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,family,60,60,1.0,0,0.0,60,0,0,0,6,0.1,0.016666666666666666,0.0,0.0009017437628217816,0.1
environment,gate3b_ood_tue_fri_portscan,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,union,60,60,1.0,11,0.18333333333333332,49,0,11,0,6,0.1,0.016666666666666666,0.0,0.0003033509883160949,0.13333333333333333
environment,gate3b_ood_tue_fri_portscan,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,family,60,60,1.0,6,0.1,54,0,6,0,6,0.1,0.016666666666666666,0.0,0.0003033509883160949,0.13333333333333333
environment,gate3b_ood_tue_fri_portscan,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,union,60,60,1.0,12,0.2,48,0,12,0,6,0.1,0.016666666666666666,0.0,0.0003033509883160949,0.13333333333333333
environment,gate3b_ood_tue_fri_portscan,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,family,60,60,1.0,6,0.1,54,0,6,0,6,0.1,0.016666666666666666,0.0,0.0003033509883160949,0.13333333333333333
environment,gate3b_ood_tue_fri_portscan,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,6,0.1,0.016666666666666666,0.0,0.0003033509883160949,0.13333333333333333
environment,gate3b_ood_tue_fri_portscan,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,6,0.1,0.016666666666666666,0.0,0.0003033509883160949,0.13333333333333333
environment,gate3b_ood_tue_fri_portscan,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,union,60,60,1.0,13,0.21666666666666667,47,0,13,0,6,0.1,0.016666666666666666,0.0,0.0003033509883160949,0.13333333333333333
environment,gate3b_ood_tue_fri_portscan,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,family,60,60,1.0,6,0.1,54,0,6,0,6,0.1,0.016666666666666666,0.0,0.0003033509883160949,0.13333333333333333
environment,gate3b_ood_tue_fri_portscan,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,union,60,60,1.0,11,0.18333333333333332,49,0,11,0,14,0.23333333333333334,0.05,0.016666666666666666,-0.0018025474485786632,0.23333333333333334
environment,gate3b_ood_tue_fri_portscan,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,family,60,60,1.0,6,0.1,54,0,6,0,14,0.23333333333333334,0.05,0.016666666666666666,-0.0018025474485786632,0.23333333333333334
environment,gate3b_ood_tue_fri_portscan,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,union,60,60,1.0,12,0.2,48,0,12,0,14,0.23333333333333334,0.05,0.016666666666666666,-0.0018025474485786632,0.23333333333333334
environment,gate3b_ood_tue_fri_portscan,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,family,60,60,1.0,6,0.1,54,0,6,0,14,0.23333333333333334,0.05,0.016666666666666666,-0.0018025474485786632,0.23333333333333334
environment,gate3b_ood_tue_fri_portscan,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,14,0.23333333333333334,0.05,0.016666666666666666,-0.0018025474485786632,0.23333333333333334
environment,gate3b_ood_tue_fri_portscan,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,14,0.23333333333333334,0.05,0.016666666666666666,-0.0018025474485786632,0.23333333333333334
environment,gate3b_ood_tue_fri_portscan,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,union,60,60,1.0,13,0.21666666666666667,47,0,13,0,14,0.23333333333333334,0.05,0.016666666666666666,-0.0018025474485786632,0.23333333333333334
environment,gate3b_ood_tue_fri_portscan,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,family,60,60,1.0,6,0.1,54,0,6,0,14,0.23333333333333334,0.05,0.016666666666666666,-0.0018025474485786632,0.23333333333333334
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,union,60,60,1.0,5,0.08333333333333333,55,0,5,0,0,0.0,0.0,0.0,0.0,0.0
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,family,60,50,0.8333333333333334,2,0.03333333333333333,48,0,2,10,0,0.0,0.0,0.0,0.0,0.0
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,union,60,60,1.0,11,0.18333333333333332,49,0,11,0,0,0.0,0.0,0.0,0.0,0.0
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,family,60,23,0.38333333333333336,0,0.0,23,0,0,37,0,0.0,0.0,0.0,0.0,0.0
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,0,0.0,0.0,0.0,0.0,0.0
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,0,0.0,0.0,0.0,0.0,0.0
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,union,60,60,1.0,11,0.18333333333333332,49,0,11,0,0,0.0,0.0,0.0,0.0,0.0
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,family,60,21,0.35,0,0.0,21,0,0,39,0,0.0,0.0,0.0,0.0,0.0
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,union,60,60,1.0,5,0.08333333333333333,55,0,5,0,6,0.1,0.0,0.0,5.512605188933336e-05,0.1
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,family,60,60,1.0,2,0.03333333333333333,58,0,2,0,6,0.1,0.0,0.0,5.512605188933336e-05,0.1
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,union,60,60,1.0,11,0.18333333333333332,49,0,11,0,6,0.1,0.0,0.0,5.512605188933336e-05,0.1
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,family,60,60,1.0,0,0.0,60,0,0,0,6,0.1,0.0,0.0,5.512605188933336e-05,0.1
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,6,0.1,0.0,0.0,5.512605188933336e-05,0.1
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,6,0.1,0.0,0.0,5.512605188933336e-05,0.1
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,union,60,60,1.0,11,0.18333333333333332,49,0,11,0,6,0.1,0.0,0.0,5.512605188933336e-05,0.1
environment,gate3c_ood_wed_thu_webattacks,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,family,60,58,0.9666666666666667,0,0.0,58,0,0,2,6,0.1,0.0,0.0,5.512605188933336e-05,0.1
environment,gate3d_ood_wed_fri_morning,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,union,60,60,1.0,2,0.03333333333333333,58,0,2,0,2,0.03333333333333333,0.0,0.0,-0.00026099013131066,0.03333333333333333
environment,gate3d_ood_wed_fri_morning,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,family,60,60,1.0,0,0.0,60,0,0,0,2,0.03333333333333333,0.0,0.0,-0.00026099013131066,0.03333333333333333
environment,gate3d_ood_wed_fri_morning,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,union,60,60,1.0,13,0.21666666666666667,47,0,13,0,2,0.03333333333333333,0.0,0.0,-0.00026099013131066,0.03333333333333333
environment,gate3d_ood_wed_fri_morning,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,family,60,60,1.0,3,0.05,57,0,3,0,2,0.03333333333333333,0.0,0.0,-0.00026099013131066,0.03333333333333333
environment,gate3d_ood_wed_fri_morning,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,2,0.03333333333333333,0.0,0.0,-0.00026099013131066,0.03333333333333333
environment,gate3d_ood_wed_fri_morning,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,2,0.03333333333333333,0.0,0.0,-0.00026099013131066,0.03333333333333333
environment,gate3d_ood_wed_fri_morning,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,union,60,60,1.0,13,0.21666666666666667,47,0,13,0,2,0.03333333333333333,0.0,0.0,-0.00026099013131066,0.03333333333333333
environment,gate3d_ood_wed_fri_morning,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,family,60,60,1.0,3,0.05,57,0,3,0,2,0.03333333333333333,0.0,0.0,-0.00026099013131066,0.03333333333333333
environment,gate3d_ood_wed_fri_morning,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,union,60,60,1.0,2,0.03333333333333333,58,0,2,0,6,0.1,0.0,0.0,-0.00023858679395003662,0.1
environment,gate3d_ood_wed_fri_morning,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,family,60,60,1.0,0,0.0,60,0,0,0,6,0.1,0.0,0.0,-0.00023858679395003662,0.1
environment,gate3d_ood_wed_fri_morning,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,union,60,60,1.0,13,0.21666666666666667,47,0,13,0,6,0.1,0.0,0.0,-0.00023858679395003662,0.1
environment,gate3d_ood_wed_fri_morning,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,family,60,60,1.0,3,0.05,57,0,3,0,6,0.1,0.0,0.0,-0.00023858679395003662,0.1
environment,gate3d_ood_wed_fri_morning,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,6,0.1,0.0,0.0,-0.00023858679395003662,0.1
environment,gate3d_ood_wed_fri_morning,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,6,0.1,0.0,0.0,-0.00023858679395003662,0.1
environment,gate3d_ood_wed_fri_morning,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,union,60,60,1.0,13,0.21666666666666667,47,0,13,0,6,0.1,0.0,0.0,-0.00023858679395003662,0.1
environment,gate3d_ood_wed_fri_morning,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,family,60,60,1.0,3,0.05,57,0,3,0,6,0.1,0.0,0.0,-0.00023858679395003662,0.1
environment,gate5a_id_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,union,120,75,0.625,11,0.09166666666666666,64,0,11,45,8,0.06666666666666667,0.0,0.0,-0.00027017111514660415,0.06666666666666667
environment,gate5a_id_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,family,120,24,0.2,0,0.0,24,0,0,96,8,0.06666666666666667,0.0,0.0,-0.00027017111514660415,0.06666666666666667
environment,gate5a_id_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,union,120,83,0.6916666666666667,24,0.2,59,0,24,37,8,0.06666666666666667,0.0,0.0,-0.00027017111514660415,0.06666666666666667
environment,gate5a_id_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,family,120,14,0.11666666666666667,7,0.058333333333333334,8,1,6,105,8,0.06666666666666667,0.0,0.0,-0.00027017111514660415,0.06666666666666667
environment,gate5a_id_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,union,120,24,0.2,24,0.2,0,0,24,96,8,0.06666666666666667,0.0,0.0,-0.00027017111514660415,0.06666666666666667
environment,gate5a_id_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,family,120,24,0.2,24,0.2,0,0,24,96,8,0.06666666666666667,0.0,0.0,-0.00027017111514660415,0.06666666666666667
environment,gate5a_id_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,union,120,100,0.8333333333333334,47,0.39166666666666666,53,0,47,20,8,0.06666666666666667,0.0,0.0,-0.00027017111514660415,0.06666666666666667
environment,gate5a_id_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,family,120,10,0.08333333333333333,10,0.08333333333333333,1,1,9,109,8,0.06666666666666667,0.0,0.0,-0.00027017111514660415,0.06666666666666667
environment,gate5a_id_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,union,120,111,0.925,11,0.09166666666666666,100,0,11,9,7,0.058333333333333334,0.0,0.0,-5.882691527827084e-05,0.058333333333333334
environment,gate5a_id_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,family,120,86,0.7166666666666667,0,0.0,86,0,0,34,7,0.058333333333333334,0.0,0.0,-5.882691527827084e-05,0.058333333333333334
environment,gate5a_id_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,union,120,112,0.9333333333333333,24,0.2,88,0,24,8,7,0.058333333333333334,0.0,0.0,-5.882691527827084e-05,0.058333333333333334
environment,gate5a_id_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,family,120,75,0.625,7,0.058333333333333334,68,0,7,45,7,0.058333333333333334,0.0,0.0,-5.882691527827084e-05,0.058333333333333334
environment,gate5a_id_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,union,120,24,0.2,24,0.2,0,0,24,96,7,0.058333333333333334,0.0,0.0,-5.882691527827084e-05,0.058333333333333334
environment,gate5a_id_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,family,120,24,0.2,24,0.2,0,0,24,96,7,0.058333333333333334,0.0,0.0,-5.882691527827084e-05,0.058333333333333334
environment,gate5a_id_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,union,120,112,0.9333333333333333,47,0.39166666666666666,65,0,47,8,7,0.058333333333333334,0.0,0.0,-5.882691527827084e-05,0.058333333333333334
environment,gate5a_id_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,family,120,58,0.48333333333333334,10,0.08333333333333333,49,1,9,61,7,0.058333333333333334,0.0,0.0,-5.882691527827084e-05,0.058333333333333334
environment,gate5b_id_ton_iot,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,union,120,100,0.8333333333333334,35,0.2916666666666667,65,0,35,20,6,0.05,0.008333333333333333,0.0,-5.345178692743501e-05,0.05
