svd_dim,metric,analysis_unit,mean,std,ci95_low,ci95_high,n,all_positive
8,impact_mean,split_model_seed_sensitivity,0.024267370440998057,0.013951452889731061,0.017737889498115243,0.03079685138388087,20,True
8,stealth_full_sharednorm_mean,split_model_seed_sensitivity,0.009339497380035328,0.006725964339117894,0.006191649172261588,0.01248734558780907,20,False
10,impact_mean,split_model_seed_sensitivity,0.032887970812466714,0.015292640007524692,0.025730794976751688,0.04004514664818174,20,True
10,stealth_full_sharednorm_mean,split_model_seed_sensitivity,0.013562125776293895,0.007138139431315077,0.010221373687404419,0.01690287786518337,20,False
12,impact_mean,split_model_seed_sensitivity,0.038550353356180386,0.01210104169207543,0.032886891511601124,0.04421381520075965,20,True
12,stealth_full_sharednorm_mean,split_model_seed_sensitivity,0.01575526826449771,0.005652064891678313,0.013110020469172076,0.018400516059823346,20,True
