run_id,cfg_fingerprint,dataset_tag,protocol,seed,split_seed,model_seed,seed_semantics,svd_dim,max_train,max_test,n_features,data_hash_id_short,data_hash_train_short,data_hash_test_short,model_family,model,scale,attack_suite,attack,attack_is_clean,attack_family,attack_family_decl,attack_priority_group,attack_priority_group_decl,attack_strength,attack_strength_nominal,attack_strength_nominal_decl,attack_strength_eff,attack_seed,clean_ref_run_id,clean_ref_attack_seed,bal_acc_clean,f1_pos_clean,roc_auc_clean,pos_rate_eval_clean,pred_error_rate_clean,label_pos_rate_clean,pred_pos_rate_clean,bal_acc,f1_pos,roc_auc,pos_rate_eval,pred_error_rate,label_pos_rate_eval,pred_pos_rate_eval,bal_acc_drop,f1_pos_drop,roc_auc_drop,pred_error_rate_drop,pos_rate_eval_drop,label_pos_rate_eval_drop,pred_pos_rate_eval_drop,impact_bal_acc,impact_f1,impact_roc_auc,impact_pred_error,integrity_jsd_clean,integrity_jsd,integrity_jsd_delta,integrity_mmd_clean,integrity_mmd,integrity_mmd_delta,integrity_ks_mean_clean,integrity_ks_mean,integrity_ks_mean_delta,integrity_ks_reject05_clean,integrity_ks_reject05,integrity_ks_reject05_delta,integrity_ks_n_clean,integrity_ks_n,integrity_score_jsd_clean,integrity_score_jsd,integrity_score_jsd_delta,integrity_jsd_vs_clean_eval,integrity_mmd_vs_clean_eval,integrity_ks_mean_vs_clean_eval,integrity_ks_reject05_vs_clean_eval,integrity_ks_n_vs_clean_eval,integrity_score_jsd_vs_clean_eval,label_flip_rate,integrity_label_prior_shift,integrity_label_jsd,integrity_pred_pos_rate_shift,integrity_pred_disagreement,integrity_pred_jsd,integrity_confusion_profile_l1_clean,integrity_confusion_profile_l1,integrity_confusion_profile_l1_delta,integrity_confusion_profile_jsd_clean,integrity_confusion_profile_jsd,integrity_confusion_profile_jsd_delta,train_time_s,attack_prep_time_s,predict_time_s,scores_time_s,signals_time_s,ref_scores_time_s,ref_predict_time_s,atk_family,atk_strength,atk_r,atk_n_flipped,atk_flip_frac,atk_priority_group,atk_strength_nominal,atk_strength_eff,atk_n_samples,atk_n_pos,atk_n_neg,atk_n_flip_1_to_0,atk_n_flip_0_to_1,atk_n_flipped_total,atk_prior_before,atk_prior_after,atk_prior_abs_delta,atk_limited_by_class_balance,atk_p,atk_alpha,atk_delta,atk_per_feature,atk_dvec_mean,atk_dvec_std,atk_strategy,atk_drop_frac,atk_n_dropped
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,clean,1,clean,clean,clean,clean,0.0,0.0,0.0,0.0,1173101632,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420636421193037,0.0420636421193037,0.0,0.0,0.0,0.0,0.09765625,0.09765625,0.0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.88925647735596,0.0,214.4737062454224,213.94812941551208,0.0139997005462646,220.80400586128235,210.2988257408142,,,,,,,,,,,,,,,,,,,,,,,,,,,
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__feature_dropout_p_0.020__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,feature_dropout_p_0.020,0,pipeline,pipeline,core,core,0.02,0.02,0.02,0.02,1262480094,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.78125,0.7307692307692307,0.856201171875,0.5,0.21875,0.5,0.3125,0.0,0.0,-0.00732421875,0.0,0.0,0.0,0.0,0.0,0.0,0.00732421875,0.0,0.0420636421193037,0.0417323218910629,-0.0003313202282407,0.0,0.0,0.0,0.09765625,0.1025390625,0.0048828125,0.0,0.0,0.0,8,8,0.0,0.010003393763643,0.010003393763643,0.0001648681950912,0.0,0.0126953125,0.0,8,0.010003393763643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.88925647735596,0.0,208.53345608711243,210.96716499328613,0.0105674266815185,220.80400586128235,210.2988257408142,pipeline,0.02,,,,,,,,,,,,,,,,,0.02,,,,,,median,0.0166015625,17.0
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__feature_dropout_p_0.050__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,feature_dropout_p_0.050,0,pipeline,pipeline,core,core,0.05,0.05,0.05,0.05,3945654410,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.78125,0.7307692307692307,0.852294921875,0.5,0.21875,0.5,0.3125,0.0,0.0,-0.01123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.01123046875,0.0,0.0420636421193037,0.0426930008029552,0.0006293586836515,0.0,0.0,0.0,0.09765625,0.1162109375,0.0185546875,0.0,0.125,0.125,8,8,0.0,0.025086172993022,0.025086172993022,0.0028482804791726,0.0,0.041015625,0.0,8,0.025086172993022,,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.88925647735596,0.0,210.9774091243744,210.20757627487183,0.0147361755371093,220.80400586128235,210.2988257408142,pipeline,0.05,,,,,,,,,,,,,,,,,0.05,,,,,,median,0.0625,64.0
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__feature_dropout_p_0.100__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,feature_dropout_p_0.100,0,pipeline,pipeline,core,core,0.1,0.1,0.1,0.1,2528997006,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.765625,0.7115384615384616,0.8505859375,0.5,0.234375,0.5,0.3125,-0.015625,-0.0192307692307691,-0.012939453125,0.015625,0.0,0.0,0.0,0.015625,0.0192307692307691,0.012939453125,0.015625,0.0420636421193037,0.0435547608799474,0.0014911187606437,0.0,0.0334599291674419,0.0334599291674419,0.09765625,0.1357421875,0.0380859375,0.0,0.25,0.25,8,8,0.0,0.0335563530826554,0.0335563530826554,0.0046502616250388,0.0,0.0615234375,0.0,8,0.0335563530826554,,0.0,0.0,0.0,0.015625,0.0,0.0,0.03125,0.03125,0.0,0.0004720470292526,0.0004720470292526,109.88925647735596,0.0010018348693847,210.25871801376343,207.145222902298,0.0120036602020263,220.80400586128235,210.2988257408142,pipeline,0.1,,,,,,,,,,,,,,,,,0.1,,,,,,median,0.111328125,114.0
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__feature_sign_flip_p_0.020__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,feature_sign_flip_p_0.020,0,corruption,corruption,core,core,0.02,0.02,0.02,0.02,3217804414,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.765625,0.7368421052631579,0.841064453125,0.5,0.234375,0.5,0.390625,-0.015625,0.0060728744939271,-0.0224609375,0.015625,0.0,0.0,0.078125,0.015625,0.0,0.0224609375,0.015625,0.0420636421193037,0.0421258386116501,6.219649234640023e-05,0.0,0.0137885399327382,0.0137885399327382,0.09765625,0.095703125,-0.001953125,0.0,0.0,0.0,8,8,0.0,0.0320633472553706,0.0320633472553706,0.0020615220087764,0.0,0.0224609375,0.0,8,0.0320633472553706,,0.0,0.0,0.078125,0.078125,0.0033519203838713,0.0,0.15625,0.15625,0.0,0.0091678029587345,0.0091678029587345,109.88925647735596,0.0,212.48218178749084,213.005473613739,0.0099995136260986,220.80400586128235,210.2988257408142,corruption,0.02,,23.0,0.0224609375,,,,,,,,,,,,,,0.02,,,,,,,,
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__feature_sign_flip_p_0.050__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,feature_sign_flip_p_0.050,0,corruption,corruption,core,core,0.05,0.05,0.05,0.05,1282715228,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.6640625,0.6446280991735537,0.77099609375,0.5,0.3359375,0.5,0.4453125,-0.1171875,-0.086141131595677,-0.092529296875,0.1171875,0.0,0.0,0.1328125,0.1171875,0.086141131595677,0.092529296875,0.1171875,0.0420636421193037,0.0449677622595424,0.0029041201402387,0.0,0.13953631419747,0.13953631419747,0.09765625,0.111328125,0.013671875,0.0,0.0,0.0,8,8,0.0,0.077191231853124,0.077191231853124,0.0035587442834828,0.119121081002254,0.0615234375,0.0,8,0.077191231853124,,0.0,0.0,0.1328125,0.1796875,0.0094060801978258,0.0,0.265625,0.265625,0.0,0.0334653963462636,0.0334653963462636,109.88925647735596,0.0,213.81881976127625,215.97259187698364,0.010148286819458,220.80400586128235,210.2988257408142,corruption,0.05,,63.0,0.0615234375,,,,,,,,,,,,,,0.05,,,,,,,,
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__feature_sign_flip_p_0.100__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,feature_sign_flip_p_0.100,0,corruption,corruption,core,core,0.1,0.1,0.1,0.1,1937480676,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.6875,0.6923076923076923,0.739501953125,0.5,0.3125,0.5,0.515625,-0.09375,-0.0384615384615384,-0.1240234375,0.09375,0.0,0.0,0.203125,0.09375,0.0384615384615384,0.1240234375,0.09375,0.0420636421193037,0.0461331883109668,0.0040695461916631,0.0,0.2401542144412268,0.2401542144412268,0.09765625,0.146484375,0.048828125,0.0,0.125,0.125,8,8,0.0,0.1169893191576841,0.1169893191576841,0.0103139377438484,0.2266140781671046,0.1123046875,0.0,8,0.1169893191576841,,0.0,0.0,0.203125,0.265625,0.0214304797586246,0.0,0.40625,0.40625,0.0,0.0457735590100475,0.0457735590100475,109.88925647735596,0.0,215.05259895324707,219.00692462921145,0.0126540660858154,220.80400586128235,210.2988257408142,corruption,0.1,,116.0,0.11328125,,,,,,,,,,,,,,0.1,,,,,,,,
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__label_flip_prior_preserving_r_0.020__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,label_flip_prior_preserving_r_0.020,0,target_shift,target_shift,core,core,0.02,0.02,0.02,0.015625,1525892730,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.765625,0.7115384615384616,0.842041015625,0.5,0.234375,0.5,0.3125,-0.015625,-0.0192307692307691,-0.021484375,0.015625,0.0,0.0,0.0,0.015625,0.0192307692307691,0.021484375,0.015625,0.0420636421193037,0.0420636421193037,0.0,0.0,0.0,0.0,0.09765625,0.09765625,0.0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0004720470292526,0.0004720470292526,109.88925647735596,0.0009996891021728,214.05409240722656,216.59594106674197,0.0130078792572021,220.80400586128235,210.2988257408142,target_shift,,0.02,,,core,0.02,0.015625,128.0,64.0,64.0,1.0,1.0,2.0,0.5,0.5,0.0,0.0,,,,,,,,,
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__label_flip_prior_preserving_r_0.050__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,label_flip_prior_preserving_r_0.050,0,target_shift,target_shift,core,core,0.05,0.05,0.05,0.046875,2477023297,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.75,0.6923076923076923,0.816162109375,0.5,0.25,0.5,0.3125,-0.03125,-0.0384615384615384,-0.04736328125,0.03125,0.0,0.0,0.0,0.03125,0.0384615384615384,0.04736328125,0.03125,0.0420636421193037,0.0420636421193037,0.0,0.0,0.0,0.0,0.09765625,0.09765625,0.0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0016416721802696,0.0016416721802696,109.88925647735596,0.0,214.74790835380557,213.0540828704834,0.0130040645599365,220.80400586128235,210.2988257408142,target_shift,,0.05,,,core,0.05,0.046875,128.0,64.0,64.0,3.0,3.0,6.0,0.5,0.5,0.0,0.0,,,,,,,,,
protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__label_flip_prior_preserving_r_0.100__cfg9f7f177bde,9f7f177bde,id8c8771f4,id,42000042,42,42,packed,8,128,128,8,8c8771f4,,,quantum,qsvc_pauli_xyz_r1,minmax2pi,paper_core,label_flip_prior_preserving_r_0.100,0,target_shift,target_shift,core,core,0.1,0.1,0.1,0.09375,45630966,protoid__dtagid8c8771f4__split42__model42__d8__mt128__me128__quantum__qsvc_pauli_xyz_r1__minmax2pi__clean__cfg9f7f177bde,1173101632,0.78125,0.7307692307692307,0.863525390625,0.5,0.21875,0.5,0.3125,0.71875,0.6538461538461539,0.7763671875,0.5,0.28125,0.5,0.3125,-0.0625,-0.0769230769230768,-0.087158203125,0.0625,0.0,0.0,0.0,0.0625,0.0769230769230768,0.087158203125,0.0625,0.0420636421193037,0.0420636421193037,0.0,0.0,0.0,0.0,0.09765625,0.09765625,0.0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0053411035612852,0.0053411035612852,109.88925647735596,0.0,212.22605776786804,212.7698881626129,0.0127453804016113,220.80400586128235,210.2988257408142,target_shift,,0.1,,,core,0.1,0.09375,128.0,64.0,64.0,6.0,6.0,12.0,0.5,0.5,0.0,0.0,,,,,,,,,
