protocol,dataset_tag,model,svd_dim,split_seed,model_seed,impact_mean,detectability_feature_sharednorm_mean,detectability_standard_sharednorm_mean,detectability_label_marginal_sharednorm_mean,detectability_joint_outcome_sharednorm_mean,detectability_full_sharednorm_mean,stealth_standard_sharednorm_mean,stealth_full_sharednorm_mean,n_attacks,seed_unit
id,id8c8771f4,qsvc_z_r1,12,43,44,0.022697256198600278,0.20191704036034264,0.20810284619357697,0.13194296057147867,0.061511125171580604,0.12762299379774256,0.014965875408762671,0.016210736419119857,18,43|44
id,id8c8771f4,qsvc_z_r1,12,43,45,0.024104860772317546,0.19242740755964755,0.20290190009770315,0.08024339560167054,0.04043262520114056,0.10675068341816878,0.01970036751423411,0.020550966791624443,18,43|45
id,id8c8771f4,qsvc_z_r1,12,44,42,0.027404971362984868,0.2315825899668864,0.24032240045967493,0.11727515281585174,0.041831779642768005,0.12772716415311303,0.020763475215004337,0.0230276652531974,18,44|42
id,id8c8771f4,qsvc_z_r1,12,44,43,0.030555262762924047,0.21365848284042407,0.2277441367203501,0.09721925447629062,0.08812090672572506,0.14054723540569153,0.017234748565694798,0.018555619707214515,18,44|43
id,id8c8771f4,qsvc_z_r1,12,44,44,0.04753266695470996,0.20223160915657837,0.21006614509465316,0.07638740501592309,0.09026484678469854,0.13130578403035922,0.029128556143437838,0.031916548933841264,18,44|44
id,id8c8771f4,qsvc_z_r1,12,44,45,0.02707296135920178,0.20791904101276065,0.21510689003354413,0.08024339560167054,0.08141952824174704,0.12981927204965935,0.012063836915483224,0.013788655189951118,18,44|45
id,id8c8771f4,qsvc_z_r1,12,45,42,0.03201057528773681,0.22265914334582504,0.23655508052052376,0.0920060883452081,0.07607193702522512,0.13732656217260336,0.020959750562145336,0.022814519320734625,18,45|42
id,id8c8771f4,qsvc_z_r1,12,45,43,0.030999133735320546,0.21440920747852157,0.23806064162250096,0.10220889783263903,0.08672707294854348,0.144572338808909,0.019165739358749198,0.020703830981529767,18,45|43
id,id8c8771f4,qsvc_z_r1,12,45,44,0.018558974254538767,0.19801322116342787,0.22382485113287556,0.07638740501592309,0.02600890188854664,0.10710170218237106,0.01522489577866825,0.016275404381609248,18,45|44
id,id8c8771f4,qsvc_z_r1,12,45,45,0.03205338471493954,0.20965942475822621,0.2278887643614779,0.08887557316470082,0.08501201263213004,0.13766966063054215,0.02276779480277473,0.025082611890436986,18,45|45
id,id8c8771f4,qsvc_z_r1,12,46,42,0.026981795210961872,0.21076259742671108,0.20710766589654775,0.05555555555555555,0.040716605586825536,0.10392043660285727,0.023373456781802908,0.02363459994059915,18,46|42
id,id8c8771f4,qsvc_z_r1,12,46,43,0.025852340142402824,0.2076847968119272,0.22392225056179235,0.09875927420876114,0.03735826545067807,0.11636353435618926,0.023202340835234404,0.023328516803298897,18,46|43
id,id8c8771f4,qsvc_z_r1,12,46,44,0.017922419762137494,0.19638844718835607,0.20915398034754562,0.08641535418570365,0.047579612169500934,0.11339497187355405,0.012821414381190159,0.014171351768846374,18,46|44
id,id8c8771f4,qsvc_z_r1,12,46,45,0.02934283139339234,0.20528918301294455,0.21788666264927384,0.08887557316470082,0.06445057944725174,0.1246864267420687,0.0171213643485947,0.01966453502629807,18,46|45
id,id8c8771f4,qsvc_zz_r1,8,42,42,0.06517529880265095,0.2144860231167987,0.22922167129748297,0.07638740501592309,0.15117872049570458,0.165959554336391,0.03670079669424513,0.038930274065074336,18,42|42
id,id8c8771f4,qsvc_zz_r1,8,42,43,0.05336954432216527,0.2112730293014411,0.22949416894574026,0.09721925447629062,0.15067785910253587,0.16961858911347472,0.030141445061054553,0.02980869248477442,18,42|43
id,id8c8771f4,qsvc_zz_r1,8,42,44,0.0399162905903102,0.21257924010596688,0.21593824630833003,0.06423425544651948,0.13234234170388007,0.1503575640587054,0.020870252421245128,0.02269863448981159,18,42|44
id,id8c8771f4,qsvc_zz_r1,8,42,45,0.05701365571157238,0.21418649866137937,0.23034416169374058,0.16666666666666666,0.1565026419974672,0.18520210819051194,0.02848432384843166,0.030935812277730852,18,42|45
