split_seed,model_seed,svd_dim,n_train,n_test,attack,attack_family,boundary,shots,circuit_hash_changed,circuit_depth_delta,circuit_op_count_l1,kernel_hash_changed,kernel_max_abs_delta_train,kernel_max_abs_delta_test,kernel_max_abs_delta,kernel_symmetry_residual,kernel_diagonal_residual,kernel_min_eigenvalue,kernel_psd_repair_relative_fro,repeated_estimation_discrepancy,prediction_disagreement,bal_acc,bal_acc_clean,bal_acc_drop,f1_pos,roc_auc,repair_bal_acc,repair_bal_acc_drop,repair_prediction_disagreement,semantic_kernel_detected,algebraic_kernel_detected,repeated_estimation_detected,model_output_detected
43,42,4,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,14,26,True,0.4864168439516202,0.4090540959733904,0.4864168439516202,2.220446049250313e-16,4.6629367034256575e-15,-1.2948261763016456e-15,1.9054593690777413e-15,0.0,0.0625,0.78125,0.75,-0.03125,0.7407407407407407,0.89453125,0.78125,-0.03125,0.0625,True,False,False,True
43,42,4,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000013,3.9968028886505635e-15,-0.014880331002811203,0.0026561607241986887,0.0,0.0,0.75,0.75,0.0,0.68,0.8310546875,0.75,0.0,0.0,True,True,False,False
43,42,4,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,3.3306690738754696e-16,0.020000000000003237,-0.020000000000001704,0.0036254655645067036,0.0,0.0,0.75,0.75,0.0,0.68,0.8330078125,0.75,0.0,0.0,True,True,False,False
43,42,4,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.050000000000000155,0.050000000000000044,0.050000000000000155,3.3306690738754696e-16,3.774758283725532e-15,0.049999999999999316,2.7823536860000473e-15,0.0,0.0,0.75,0.75,0.0,0.68,0.8310546875,0.75,0.0,0.0,True,False,False,False
43,42,4,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.01897518096341058,0.018960994380174845,0.01897518096341058,3.3306690738754696e-16,4.6629367034256575e-15,-6.694048409399138e-15,1.9783563531921812e-15,0.0,0.0,0.75,0.75,0.0,0.68,0.83203125,0.75,0.0,0.0,True,False,False,False
43,42,4,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.08734090297107694,0.0873881609309074,0.0873881609309074,3.3306690738754696e-16,9.992007221626409e-15,-1.5597996293831635e-15,1.7711532217461513e-15,0.0,0.0,0.75,0.75,0.0,0.68,0.8310546875,0.75,0.0,0.0,True,False,False,False
43,42,4,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.03818580365610602,0.05103284764773719,0.05103284764773719,0.0,0.0,-0.09756011093851043,0.005546748340308653,0.060546875,0.015625,0.765625,0.75,-0.015625,0.7058823529411765,0.8291015625,0.765625,-0.015625,0.015625,True,True,True,True
43,42,4,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.07024741939550605,0.08664623795667425,0.08664623795667425,0.0,0.0,-0.1879909876510121,0.011913829045008748,0.12890625,0.0,0.75,0.75,0.0,0.68,0.76953125,0.75,0.0,0.0,True,True,True,False
44,42,4,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,16,True,1.0980799602933189e-14,5.551115123125783e-15,1.0980799602933189e-14,2.220446049250313e-16,8.215650382226158e-15,-2.525939906348491e-15,1.238137764860145e-15,0.0,0.0,0.734375,0.734375,0.0,0.6666666666666666,0.7734375,0.734375,0.0,0.0,False,False,False,False
44,42,4,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,7.771561172376096e-15,-1.2429400198079025e-15,1.585933850556266e-15,0.0,0.0,0.734375,0.734375,0.0,0.6666666666666666,0.7734375,0.734375,0.0,0.0,False,False,False,False
44,42,4,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,1.2788381464901022e-14,5.551115123125783e-16,1.2788381464901022e-14,2.220446049250313e-16,1.3100631690576847e-14,-8.214963446197453e-16,1.1420940658558806e-15,0.0,0.0,0.734375,0.734375,0.0,0.6666666666666666,0.7734375,0.734375,0.0,0.0,False,False,False,False
44,42,4,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,14,26,True,0.3821730655175184,0.38881947419191754,0.38881947419191754,2.220446049250313e-16,5.995204332975845e-15,1.0050207402211064e-15,1.1615779237193463e-15,0.0,0.125,0.765625,0.734375,-0.03125,0.7058823529411765,0.7763671875,0.765625,-0.03125,0.125,True,False,False,True
44,42,4,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000013,7.771561172376096e-15,-0.01209005635888459,0.002815713909469975,0.0,0.0,0.734375,0.734375,0.0,0.6666666666666666,0.7783203125,0.734375,0.0,0.0,True,True,False,False
44,42,4,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,2.220446049250313e-16,0.020000000000006457,-0.020000000000001676,0.003546283534821452,0.0,0.0,0.734375,0.734375,0.0,0.6666666666666666,0.7763671875,0.734375,0.0,0.0,True,True,False,False
44,42,4,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.050000000000000044,0.050000000000000044,2.220446049250313e-16,7.327471962526033e-15,0.04999999999999925,1.7346429395304134e-15,0.0,0.0,0.734375,0.734375,0.0,0.6666666666666666,0.7744140625,0.734375,0.0,0.0,True,False,False,False
44,42,4,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.018706306983804544,0.021649562495902386,0.021649562495902386,2.220446049250313e-16,1.2212453270876722e-14,-7.859078312825027e-16,1.4283604391002565e-15,0.0,0.0,0.734375,0.734375,0.0,0.6666666666666666,0.775390625,0.734375,0.0,0.0,True,False,False,False
44,42,4,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.08372196241876807,0.11024375969023512,0.11024375969023512,2.220446049250313e-16,3.6637359812630166e-15,-1.0813581005046594e-15,1.3742747253041758e-15,0.0,0.03125,0.765625,0.734375,-0.03125,0.7058823529411765,0.78125,0.765625,-0.03125,0.03125,True,False,False,True
44,42,4,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.04154035060327549,0.0394544149373276,0.04154035060327549,0.0,0.0,-0.09843388250416014,0.005904472763381384,0.068359375,0.0,0.734375,0.734375,0.0,0.6666666666666666,0.7841796875,0.734375,0.0,0.0,True,True,True,False
44,42,4,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.08909369951601409,0.07934051550839794,0.08909369951601409,0.0,0.0,-0.22768500323152527,0.0133799235972145,0.1484375,0.046875,0.75,0.734375,-0.015625,0.6923076923076923,0.8671875,0.75,-0.015625,0.046875,True,True,True,True
45,42,4,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,16,True,8.382183835919932e-15,5.551115123125783e-15,8.382183835919932e-15,2.220446049250313e-16,6.217248937900877e-15,-2.757888000092123e-15,1.680854557101209e-15,0.0,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.7724609375,0.734375,0.0,0.0,False,False,False,False
45,42,4,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,3.3306690738754696e-15,-2.4418090472453193e-15,1.534159925987749e-15,0.0,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.7724609375,0.734375,0.0,0.0,False,False,False,False
45,42,4,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,8.43769498715119e-15,6.661338147750939e-16,8.43769498715119e-15,2.220446049250313e-16,8.43769498715119e-15,-2.785354075000525e-15,1.5349938893090985e-15,0.0,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.7724609375,0.734375,0.0,0.0,False,False,False,False
45,42,4,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,14,26,True,0.44898589987141774,0.4657689314086142,0.4657689314086142,2.220446049250313e-16,2.6645352591003757e-15,-4.2526779021448966e-16,8.216800595580586e-16,0.0,0.03125,0.765625,0.734375,-0.03125,0.6938775510204082,0.6962890625,0.765625,-0.03125,0.03125,True,False,False,True
45,42,4,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.020000000000000073,3.3306690738754696e-15,-0.013466362038874137,0.002330942961989236,0.0,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.7724609375,0.734375,0.0,0.0,True,True,False,False
45,42,4,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,2.220446049250313e-16,0.020000000000002127,-0.02000000000000227,0.003310229343841323,0.0,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.7724609375,0.734375,0.0,0.0,True,True,False,False
45,42,4,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.050000000000000044,0.050000000000000044,2.220446049250313e-16,3.1086244689504383e-15,0.04999999999999794,1.5148821958413037e-15,0.0,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.7724609375,0.734375,0.0,0.0,True,False,False,False
45,42,4,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.016772676646354692,0.01677366747886494,0.01677366747886494,2.220446049250313e-16,6.439293542825908e-15,-2.1698355317555383e-15,1.7921058629987524e-15,0.0,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.7724609375,0.734375,0.0,0.0,True,False,False,False
45,42,4,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.06732613234110725,0.07901902664538907,0.07901902664538907,2.220446049250313e-16,3.9968028886505635e-15,-1.758322415635841e-15,2.4458800112756546e-15,0.0,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.771484375,0.734375,0.0,0.0,True,False,False,False
45,42,4,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.051694973526193455,0.04840532997819935,0.051694973526193455,0.0,0.0,-0.12036982228352605,0.006127966382880143,0.0732421875,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.740234375,0.734375,0.0,0.0,True,True,True,False
45,42,4,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.08583342360264401,0.11012578269180673,0.11012578269180673,0.0,0.0,-0.2333606976752702,0.012170287800566618,0.14453125,0.0,0.734375,0.734375,0.0,0.6530612244897959,0.84375,0.75,-0.015625,0.015625,True,True,True,False
46,42,4,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,16,True,8.43769498715119e-15,5.551115123125783e-15,8.43769498715119e-15,2.220446049250313e-16,4.884981308350689e-15,-3.896371977225239e-15,1.9353112445248305e-15,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.7861328125,0.703125,0.0,0.0,False,False,False,False
46,42,4,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,3.3306690738754696e-16,4.884981308350689e-15,-2.1467948742874025e-15,2.078057959231828e-15,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.7861328125,0.703125,0.0,0.0,False,False,False,False
46,42,4,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,6.078471059822732e-15,6.661338147750939e-16,6.078471059822732e-15,4.440892098500626e-16,4.884981308350689e-15,-1.6353311091369592e-15,1.7915154480322153e-15,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.7861328125,0.703125,0.0,0.0,False,False,False,False
46,42,4,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,14,26,True,0.3473817972352967,0.45280501912660703,0.45280501912660703,2.220446049250313e-16,5.773159728050814e-15,-1.8499793973345477e-15,1.1313056216462498e-15,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.8251953125,0.703125,0.0,0.0,True,False,False,False
46,42,4,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000013,4.884981308350689e-15,-0.013093392094754224,0.002298344071264186,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.8017578125,0.703125,0.0,0.0,True,True,False,False
46,42,4,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,3.3306690738754696e-16,0.020000000000003126,-0.020000000000001582,0.0033791038714559318,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.7763671875,0.703125,0.0,0.0,True,True,False,False
46,42,4,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.04999999999999993,0.04999999999999993,3.3306690738754696e-16,4.6629367034256575e-15,0.04999999999999277,1.9699664062794024e-15,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.7841796875,0.703125,0.0,0.0,True,False,False,False
46,42,4,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.014725794379339463,0.015872789727715386,0.015872789727715386,3.3306690738754696e-16,4.440892098500626e-15,-5.640636041492903e-15,2.5871509702033617e-15,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.783203125,0.703125,0.0,0.0,True,False,False,False
46,42,4,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.07063883383697575,0.07566789793230438,0.07566789793230438,3.3306690738754696e-16,4.218847493575595e-15,-2.947063099990117e-15,2.149144869643171e-15,0.0,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.7646484375,0.703125,0.0,0.0,True,False,False,False
46,42,4,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.03444450761097384,0.045891211134977294,0.045891211134977294,0.0,0.0,-0.07297369084572665,0.004628213132309293,0.056640625,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.720703125,0.703125,0.0,0.0,True,True,True,False
46,42,4,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.07892822014275785,0.08607967345438017,0.08607967345438017,0.0,0.0,-0.18153273246913898,0.010896167648098108,0.12109375,0.0,0.703125,0.703125,0.0,0.6545454545454545,0.712890625,0.703125,0.0,0.0,True,True,True,False
42,42,6,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,24,True,2.1507101655160454e-14,8.659739592076221e-15,2.1507101655160454e-14,2.220446049250313e-16,1.0658141036401503e-14,-1.2633961434086383e-15,1.5809776429438423e-15,0.0,0.0,0.78125,0.78125,0.0,0.72,0.8037109375,0.78125,0.0,0.0,False,False,False,False
42,42,6,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,3.3306690738754696e-16,1.0436096431476471e-14,1.0521032348238599e-15,1.1514000759541461e-15,0.0,0.0,0.78125,0.78125,0.0,0.72,0.8037109375,0.78125,0.0,0.0,False,False,False,False
42,42,6,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,2.5054611163533025e-14,5.551115123125783e-16,2.5054611163533025e-14,2.220446049250313e-16,1.6209256159527285e-14,7.983258719390725e-16,1.7697474590686009e-15,0.0,0.0,0.78125,0.78125,0.0,0.72,0.8037109375,0.78125,0.0,0.0,False,False,False,False
42,42,6,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,20,57,True,0.3764233489557501,0.4734334686825167,0.4734334686825167,2.220446049250313e-16,1.532107773982716e-14,-1.6840562324331723e-15,1.0559629790376944e-15,0.0,0.109375,0.734375,0.78125,0.046875,0.7017543859649122,0.8095703125,0.734375,0.046875,0.109375,True,False,False,True
42,42,6,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.020000000000000028,1.0436096431476471e-14,-0.010253160219073828,0.0038377804686346275,0.0,0.0,0.78125,0.78125,0.0,0.72,0.794921875,0.78125,0.0,0.0,True,True,False,False
42,42,6,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,3.3306690738754696e-16,0.020000000000005014,-0.01999999999999889,0.004136726593825612,0.0,0.0,0.78125,0.78125,0.0,0.72,0.8076171875,0.78125,0.0,0.0,True,True,False,False
42,42,6,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.050000000000000044,0.04999999999999993,0.050000000000000044,3.3306690738754696e-16,9.769962616701378e-15,0.050000000000000676,1.1205104702633323e-15,0.0,0.015625,0.765625,0.78125,0.015625,0.7058823529411765,0.8095703125,0.765625,0.015625,0.015625,True,False,False,True
42,42,6,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.0032981513488921886,0.004698651260539755,0.004698651260539755,2.220446049250313e-16,1.7319479184152442e-14,3.564724823137259e-16,1.3078648336290355e-15,0.0,0.0,0.78125,0.78125,0.0,0.72,0.8037109375,0.78125,0.0,0.0,True,False,False,False
42,42,6,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.018375442758226578,0.026870915878377505,0.026870915878377505,3.3306690738754696e-16,1.6986412276764895e-14,1.9944551701764127e-15,1.501805907524254e-15,0.0,0.0,0.78125,0.78125,0.0,0.72,0.8037109375,0.78125,0.0,0.0,True,False,False,False
42,42,6,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.0394242853279725,0.04348015587408638,0.04348015587408638,0.0,0.0,-0.05221345564692399,0.0034684688044059812,0.05078125,0.0,0.78125,0.78125,0.0,0.72,0.7861328125,0.78125,0.0,0.0,True,True,True,False
42,42,6,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.07247196681409862,0.08150985503683306,0.08150985503683306,0.0,0.0,-0.09891061696458835,0.007476066373844069,0.140625,0.046875,0.734375,0.78125,0.046875,0.6666666666666666,0.7568359375,0.75,0.03125,0.03125,True,True,True,True
43,42,6,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,24,True,2.597488196753872e-14,8.215650382226158e-15,2.597488196753872e-14,2.7755575615628914e-16,1.9095836023552692e-14,-4.666096052400702e-15,1.4411207080204684e-15,0.0,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.828125,0.71875,0.0,0.0,False,False,False,False
43,42,6,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,1.554312234475219e-14,-6.699371386016918e-16,9.44145682895864e-16,0.0,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.828125,0.71875,0.0,0.0,False,False,False,False
43,42,6,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,3.6637359812630166e-14,5.551115123125783e-16,3.6637359812630166e-14,4.440892098500626e-16,2.398081733190338e-14,-8.469781156592218e-15,1.6641416156333093e-15,0.0,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.828125,0.71875,0.0,0.0,False,False,False,False
43,42,6,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,20,57,True,0.2819170422259994,0.36631913336522093,0.36631913336522093,3.3306690738754696e-16,9.992007221626409e-15,-3.032925162840414e-15,1.1408826579128879e-15,0.0,0.09375,0.6875,0.71875,0.03125,0.6,0.8134765625,0.6875,0.03125,0.09375,True,False,False,True
43,42,6,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000006,1.554312234475219e-14,-0.011738421804888982,0.002805345961027845,0.0,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.833984375,0.71875,0.0,0.0,True,True,False,False
43,42,6,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,2.220446049250313e-16,0.02000000000001556,-0.02000000000000065,0.0034380411385234425,0.0,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.828125,0.71875,0.0,0.0,True,True,False,False
43,42,6,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.04999999999999993,0.04999999999999993,2.220446049250313e-16,1.4765966227514582e-14,0.049999999999998976,1.1768877246372333e-15,0.0,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.8330078125,0.71875,0.0,0.0,True,False,False,False
43,42,6,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.004315863049410312,0.0043158541631357,0.004315863049410312,2.220446049250313e-16,1.587618925213974e-14,-2.5290280433124454e-15,1.1971728590208995e-15,0.0,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.8291015625,0.71875,0.0,0.0,True,False,False,False
43,42,6,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.01933500747609726,0.01933499564879991,0.01933500747609726,2.220446049250313e-16,4.6629367034256575e-15,-4.526848268507932e-16,1.1615596004444191e-15,0.0,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.833984375,0.71875,0.0,0.0,True,False,False,False
43,42,6,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.03413521353801702,0.045502950658494856,0.045502950658494856,0.0,0.0,-0.10132632423309872,0.005663319098826522,0.0712890625,0.0,0.71875,0.71875,0.0,0.6086956521739131,0.7900390625,0.71875,0.0,0.0,True,True,True,False
43,42,6,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.09822645999156288,0.08481416080917037,0.09822645999156288,0.0,0.0,-0.2021152086692528,0.012912055677946692,0.12109375,0.046875,0.703125,0.71875,0.015625,0.5957446808510638,0.80859375,0.703125,0.015625,0.046875,True,True,True,True
44,42,6,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,24,True,2.653433028854124e-14,8.770761894538737e-15,2.653433028854124e-14,2.220446049250313e-16,1.3433698597964394e-14,-1.3047445478429748e-15,1.3141919507558775e-15,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8115234375,0.765625,0.0,0.0,False,False,False,False
