split_seed,model_seed,svd_dim,n_train,n_test,attack,attack_family,boundary,shots,circuit_hash_changed,circuit_depth_delta,circuit_op_count_l1,kernel_hash_changed,kernel_max_abs_delta_train,kernel_max_abs_delta_test,kernel_max_abs_delta,kernel_symmetry_residual,kernel_diagonal_residual,kernel_min_eigenvalue,kernel_psd_repair_relative_fro,repeated_estimation_discrepancy,prediction_disagreement,bal_acc,bal_acc_clean,bal_acc_drop,f1_pos,roc_auc,repair_bal_acc,repair_bal_acc_drop,repair_prediction_disagreement,semantic_kernel_detected,algebraic_kernel_detected,repeated_estimation_detected,model_output_detected
44,42,6,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,1.6431300764452317e-14,-1.1413992642716436e-15,1.5395484792903987e-15,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8115234375,0.765625,0.0,0.0,False,False,False,False
44,42,6,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,2.5091040356528538e-14,6.661338147750939e-16,2.5091040356528538e-14,2.220446049250313e-16,4.1522341120980855e-14,-3.12094741415335e-16,1.540633342212537e-15,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8115234375,0.765625,0.0,0.0,False,False,False,False
44,42,6,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,20,57,True,0.3514399209258669,0.3289711359395207,0.3514399209258669,2.220446049250313e-16,3.175237850427948e-14,2.26695288865631e-15,1.077289587080851e-15,0.0,0.109375,0.75,0.765625,0.015625,0.7142857142857143,0.771484375,0.75,0.015625,0.109375,True,False,False,True
44,42,6,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000013,1.6431300764452317e-14,-0.012405239093343234,0.0030645689699473357,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8115234375,0.765625,0.0,0.0,True,True,False,False
44,42,6,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,2.220446049250313e-16,0.020000000000016227,-0.0200000000000012,0.0034229088462150174,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8095703125,0.765625,0.0,0.0,True,True,False,False
44,42,6,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.050000000000000044,0.050000000000000044,2.220446049250313e-16,1.554312234475219e-14,0.04999999999999861,1.3982434816238301e-15,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8115234375,0.765625,0.0,0.0,True,False,False,False
44,42,6,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.004479120585085018,0.003999077442188869,0.004479120585085018,2.220446049250313e-16,1.2656542480726785e-14,4.3701551782818504e-16,1.685228586638197e-15,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.810546875,0.765625,0.0,0.0,True,False,False,False
44,42,6,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.021023822094084564,0.022750468822150868,0.022750468822150868,2.220446049250313e-16,4.4853010194856324e-14,7.244114595695246e-16,1.7535157864020602e-15,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.810546875,0.765625,0.0,0.0,True,False,False,False
44,42,6,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.040860425976046555,0.054039565447325244,0.054039565447325244,0.0,0.0,-0.08188011235969515,0.004394663649068916,0.0634765625,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.810546875,0.765625,0.0,0.0,True,True,True,False
44,42,6,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.07954250625079357,0.08361423875630214,0.08361423875630214,0.0,0.0,-0.17365657347159397,0.009920264602440925,0.1171875,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8017578125,0.765625,0.0,0.0,True,True,True,False
45,42,6,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,24,True,1.9539925233402755e-14,8.43769498715119e-15,1.9539925233402755e-14,2.220446049250313e-16,1.9984014443252818e-14,-1.9476851329369134e-15,1.6982518868939456e-15,0.0,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.8115234375,0.734375,0.0,0.0,False,False,False,False
45,42,6,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,6.106226635438361e-15,-2.776253570592875e-16,1.7407218039552286e-15,0.0,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.8115234375,0.734375,0.0,0.0,False,False,False,False
45,42,6,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,7.216449660063518e-15,6.661338147750939e-16,7.216449660063518e-15,2.220446049250313e-16,4.218847493575595e-15,-5.175489865580551e-16,1.6284806891864527e-15,0.0,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.8115234375,0.734375,0.0,0.0,False,False,False,False
45,42,6,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,20,57,True,0.3607441002406358,0.35022901874582557,0.3607441002406358,2.220446049250313e-16,2.7977620220553945e-14,8.221795820047203e-16,2.255565563888144e-15,0.0,0.09375,0.734375,0.734375,0.0,0.6792452830188679,0.8095703125,0.734375,0.0,0.09375,True,False,False,True
45,42,6,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000024,6.106226635438361e-15,-0.00991025730345638,0.0023831205521368686,0.0,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.810546875,0.734375,0.0,0.0,True,True,False,False
45,42,6,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,2.220446049250313e-16,0.020000000000006124,-0.020000000000000552,0.0033382936574644917,0.0,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.8115234375,0.734375,0.0,0.0,True,True,False,False
45,42,6,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.04999999999999993,0.04999999999999993,2.220446049250313e-16,5.773159728050814e-15,0.04999999999999965,1.7380120739514288e-15,0.0,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.810546875,0.734375,0.0,0.0,True,False,False,False
45,42,6,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.003951467592705385,0.005576389398367531,0.005576389398367531,2.220446049250313e-16,9.992007221626409e-15,-1.4664365420354667e-15,1.9255566863126494e-15,0.0,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.8115234375,0.734375,0.0,0.0,True,False,False,False
45,42,6,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.021500314307359797,0.02890871037117834,0.02890871037117834,2.220446049250313e-16,3.552713678800501e-15,-2.7703815290743556e-16,1.9242027513788124e-15,0.0,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.8037109375,0.734375,0.0,0.0,True,False,False,False
45,42,6,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.03752285908067038,0.05238012245126872,0.05238012245126872,0.0,0.0,-0.09958463330485953,0.005359283679265756,0.068359375,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.7724609375,0.734375,0.0,0.0,True,True,True,False
45,42,6,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.07800532816547168,0.07994010109471417,0.07994010109471417,0.0,0.0,-0.19197581009416473,0.01110708190437534,0.1328125,0.0,0.734375,0.734375,0.0,0.6382978723404256,0.8154296875,0.734375,0.0,0.0,True,True,True,False
46,42,6,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,24,True,2.098321516541546e-14,8.104628079763643e-15,2.098321516541546e-14,2.220446049250313e-16,1.887379141862766e-14,-1.2274118464855511e-15,1.2723083808702233e-15,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.8115234375,0.6875,0.0,0.0,False,False,False,False
46,42,6,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,3.3306690738754696e-16,9.547918011776346e-15,-3.924591999612944e-16,1.5893908609238617e-15,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.8115234375,0.6875,0.0,0.0,False,False,False,False
46,42,6,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,2.275957200481571e-14,6.661338147750939e-16,2.275957200481571e-14,3.3306690738754696e-16,1.3211653993039363e-14,-4.268123084127527e-15,1.7649386923080083e-15,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.8115234375,0.6875,0.0,0.0,False,False,False,False
46,42,6,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,20,57,True,0.2737920067264653,0.35517634923631036,0.35517634923631036,2.220446049250313e-16,1.5765166949677223e-14,-6.998130084952011e-16,1.4241917633829364e-15,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.80078125,0.6875,0.0,0.0,True,False,False,False
46,42,6,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000003,9.547918011776346e-15,-0.00948496682499947,0.0025438377937893005,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.810546875,0.6875,0.0,0.0,True,True,False,False
46,42,6,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,3.3306690738754696e-16,0.02000000000000668,-0.02000000000001513,0.0032554689399369027,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.8115234375,0.6875,0.0,0.0,True,True,False,False
46,42,6,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.04999999999999993,0.04999999999999993,3.3306690738754696e-16,9.103828801926284e-15,0.04999999999999116,1.3848445329383181e-15,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.8125,0.6875,0.0,0.0,True,False,False,False
46,42,6,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.004750444218420594,0.005639032392150321,0.005639032392150321,2.220446049250313e-16,9.880984919163893e-15,2.601473090789186e-16,1.7481855375016798e-15,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.8115234375,0.6875,0.0,0.0,True,False,False,False
46,42,6,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.025361416506121143,0.026689247331742542,0.026689247331742542,2.220446049250313e-16,1.4876988529977098e-14,-4.03904187834326e-15,2.5008588717813856e-15,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.8095703125,0.6875,0.0,0.0,True,False,False,False
46,42,6,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.03092380787158075,0.049438693545853396,0.049438693545853396,0.0,0.0,-0.06990198858038574,0.0031533603672357358,0.056640625,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.72265625,0.6875,0.0,0.0,True,True,True,False
46,42,6,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.08518972028067862,0.07667808937505272,0.08518972028067862,0.0,0.0,-0.1152892282383144,0.006761566994263686,0.12109375,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.7470703125,0.6875,0.0,0.0,True,True,True,False
42,42,8,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,32,True,6.117328865684613e-14,9.992007221626409e-15,6.117328865684613e-14,2.220446049250313e-16,3.6637359812630166e-14,-3.189797386184461e-16,1.1284962787031673e-15,0.0,0.0,0.71875,0.71875,0.0,0.7,0.7392578125,0.71875,0.0,0.0,False,False,False,False
42,42,8,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,3.3306690738754696e-16,4.030109579389318e-14,1.0818878070903993e-15,3.194445781793812e-15,0.0,0.0,0.71875,0.71875,0.0,0.7,0.7392578125,0.71875,0.0,0.0,False,False,False,False
42,42,8,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,5.714873019257993e-14,5.551115123125783e-16,5.714873019257993e-14,2.220446049250313e-16,3.9745984281580604e-14,1.5358262236445311e-15,1.3355979091533914e-15,0.0,0.0,0.71875,0.71875,0.0,0.7,0.7392578125,0.71875,0.0,0.0,False,False,False,False
42,42,8,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,26,100,True,0.3599371084763435,0.3546362056781404,0.3599371084763435,3.3306690738754696e-16,5.773159728050814e-14,3.744096921387018e-15,1.076202823222406e-15,0.0,0.0,0.71875,0.71875,0.0,0.7,0.7509765625,0.71875,0.0,0.0,True,False,False,False
42,42,8,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000013,4.030109579389318e-14,-0.011693986298927655,0.00392956944120828,0.0,0.0,0.71875,0.71875,0.0,0.7,0.7373046875,0.71875,0.0,0.0,True,True,False,False
42,42,8,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,3.3306690738754696e-16,0.02000000000004032,-0.019999999999998182,0.003956350071267995,0.0,0.0,0.71875,0.71875,0.0,0.7,0.7333984375,0.71875,0.0,0.0,True,True,False,False
42,42,8,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.04999999999999993,0.04999999999999993,2.220446049250313e-16,3.83026943495679e-14,0.05000000000000162,1.2671125347402943e-15,0.0,0.0,0.71875,0.71875,0.0,0.7,0.7421875,0.71875,0.0,0.0,True,False,False,False
42,42,8,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.0012756764122748183,0.0010917601375136712,0.0012756764122748183,2.220446049250313e-16,5.573319583618286e-14,2.597142660988767e-15,8.258187439660048e-16,0.0,0.0,0.71875,0.71875,0.0,0.7,0.7373046875,0.71875,0.0,0.0,True,False,False,False
42,42,8,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.006654585512961334,0.005737136913934833,0.006654585512961334,2.220446049250313e-16,3.9968028886505635e-14,1.978248929489909e-15,1.0684630326180574e-15,0.0,0.015625,0.703125,0.71875,0.015625,0.6779661016949152,0.7373046875,0.703125,0.015625,0.015625,True,False,False,True
42,42,8,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.04633380036216278,0.051312482953654315,0.051312482953654315,0.0,0.0,-0.06182801276790992,0.003200362471530295,0.0693359375,0.015625,0.703125,0.71875,0.015625,0.6779661016949152,0.80078125,0.703125,0.015625,0.015625,True,True,True,True
42,42,8,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.0735066182384484,0.09163202886699984,0.09163202886699984,0.0,0.0,-0.12230386326498593,0.006964546576822399,0.12890625,0.03125,0.71875,0.71875,0.0,0.7,0.7431640625,0.71875,0.0,0.03125,True,True,True,True
43,42,8,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,32,True,5.084821452783217e-14,9.769962616701378e-15,5.084821452783217e-14,3.3306690738754696e-16,3.752553823233029e-14,-7.569708157536654e-16,1.9051244531637267e-15,0.0,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.861328125,0.765625,0.0,0.0,False,False,False,False
43,42,8,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,3.7636560534792807e-14,2.0327258855888757e-15,1.4921929981160605e-15,0.0,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.861328125,0.765625,0.0,0.0,False,False,False,False
43,42,8,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,5.841854777699496e-14,6.661338147750939e-16,5.841854777699496e-14,2.220446049250313e-16,5.1514348342607263e-14,1.380234106294195e-15,1.5719955124315655e-15,0.0,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.861328125,0.765625,0.0,0.0,False,False,False,False
43,42,8,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,26,100,True,0.2855161087796416,0.31666531609561843,0.31666531609561843,2.220446049250313e-16,3.4083846855992306e-14,3.2427114425114155e-15,9.986803677164936e-16,0.0,0.03125,0.734375,0.765625,0.03125,0.711864406779661,0.8486328125,0.734375,0.03125,0.03125,True,False,False,True
43,42,8,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000013,3.7636560534792807e-14,-0.015095315609300683,0.0032782809742613224,0.0,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.861328125,0.765625,0.0,0.0,True,True,False,False
43,42,8,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,2.220446049250313e-16,0.020000000000037654,-0.01999999999999805,0.0034712068563716282,0.0,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.853515625,0.765625,0.0,0.0,True,True,False,False
43,42,8,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.04999999999999993,0.04999999999999993,2.220446049250313e-16,3.574918139293004e-14,0.05000000000000179,1.832404440984005e-15,0.0,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.8642578125,0.765625,0.0,0.0,True,False,False,False
43,42,8,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.0012490076347383364,0.0022074781092173684,0.0022074781092173684,2.220446049250313e-16,4.0967229608668276e-14,1.5037479793779416e-15,1.9910664368325484e-15,0.0,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.8603515625,0.765625,0.0,0.0,True,False,False,False
43,42,8,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.006020070493770049,0.010249254979653784,0.010249254979653784,2.220446049250313e-16,8.959499808725013e-14,9.86971569886042e-16,3.69891807224388e-15,0.0,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.8583984375,0.765625,0.0,0.0,True,False,False,False
43,42,8,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.036648984878814184,0.04021287053519215,0.04021287053519215,0.0,0.0,-0.11537840211372816,0.006674198642803524,0.0556640625,0.0,0.765625,0.765625,0.0,0.7368421052631579,0.83203125,0.765625,0.0,0.0,True,True,True,False
43,42,8,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.07923893698254547,0.09060274390239303,0.09060274390239303,0.0,0.0,-0.18915020336607755,0.01384045871250877,0.1328125,0.015625,0.75,0.765625,0.015625,0.7142857142857143,0.8388671875,0.75,0.015625,0.015625,True,True,True,True
44,42,8,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,32,True,1.673106098110111e-13,9.547918011776346e-15,1.673106098110111e-13,3.3306690738754696e-16,1.545430450278218e-13,-3.7106585900446256e-16,8.597551608930658e-16,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8271484375,0.765625,0.0,0.0,False,False,False,False
44,42,8,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,2.2426505097428162e-14,1.461392307432895e-15,8.716233995720172e-16,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8271484375,0.765625,0.0,0.0,False,False,False,False
44,42,8,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,7.733223783557008e-14,5.551115123125783e-16,7.733223783557008e-14,3.3306690738754696e-16,6.572520305780927e-14,1.4917498566849537e-15,9.137031891630285e-16,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8271484375,0.765625,0.0,0.0,False,False,False,False
44,42,8,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,26,100,True,0.3205761185306569,0.27535706030425583,0.3205761185306569,2.220446049250313e-16,4.884981308350689e-14,2.76402010947064e-15,1.1954279121437017e-15,0.0,0.203125,0.75,0.765625,0.015625,0.7419354838709677,0.8154296875,0.75,0.015625,0.203125,True,False,False,True
44,42,8,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.020000000000000025,2.2426505097428162e-14,-0.004913769026307786,0.003123784914158777,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.826171875,0.765625,0.0,0.0,True,True,False,False
44,42,8,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,2.220446049250313e-16,0.020000000000012785,-0.019999999999998318,0.0033871740596361864,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8271484375,0.765625,0.0,0.0,True,True,False,False
44,42,8,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.04999999999999993,0.04999999999999993,2.220446049250313e-16,2.1316282072803006e-14,0.05000000000000147,1.3344544198630376e-15,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8251953125,0.765625,0.0,0.0,True,False,False,False
44,42,8,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.000956570407101523,0.0015368732420738534,0.0015368732420738534,2.220446049250313e-16,8.93729534823251e-14,1.1756200569206952e-15,9.296423577911936e-16,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8291015625,0.765625,0.0,0.0,True,False,False,False
44,42,8,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.005419594607820497,0.00776952249757777,0.00776952249757777,2.220446049250313e-16,9.170442183403793e-14,1.3494140930783096e-15,1.115003831333043e-15,0.0,0.0,0.765625,0.765625,0.0,0.6938775510204082,0.8291015625,0.765625,0.0,0.0,True,False,False,False
44,42,8,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.04572900801024998,0.05732093434774399,0.05732093434774399,0.0,0.0,-0.06703968349143102,0.003988194981560286,0.05859375,0.046875,0.71875,0.765625,0.046875,0.625,0.81640625,0.71875,0.046875,0.046875,True,True,True,True
44,42,8,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.0873401785348712,0.09205252393761842,0.09205252393761842,0.0,0.0,-0.2122794511301633,0.01151895168128771,0.1171875,0.03125,0.734375,0.765625,0.03125,0.6382978723404256,0.830078125,0.734375,0.03125,0.03125,True,True,True,True
45,42,8,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,32,True,7.338574192772285e-14,9.769962616701378e-15,7.338574192772285e-14,2.220446049250313e-16,6.472600233564663e-14,-1.8343972408255864e-15,1.7740354427372728e-15,0.0,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.7841796875,0.71875,0.0,0.0,False,False,False,False
45,42,8,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,6.272760089132134e-14,6.514515964559893e-16,1.8782246786373965e-15,0.0,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.7841796875,0.71875,0.0,0.0,False,False,False,False
45,42,8,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,6.756398961355395e-14,6.661338147750939e-16,6.756398961355395e-14,2.220446049250313e-16,3.086420008457935e-14,5.492174471663449e-16,2.376640968377158e-15,0.0,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.7841796875,0.71875,0.0,0.0,False,False,False,False
45,42,8,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,26,100,True,0.33643663777330246,0.2915583513839155,0.33643663777330246,3.3306690738754696e-16,1.254552017826427e-13,4.5524462845837945e-15,1.4205213984770938e-15,0.0,0.015625,0.734375,0.71875,-0.015625,0.6909090909090909,0.8232421875,0.734375,-0.015625,0.015625,True,False,False,True
45,42,8,64,64,kernel_asymmetric_delta_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,0.02000000000000013,6.272760089132134e-14,-0.012404512450923446,0.0026408459124157044,0.0,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.787109375,0.71875,0.0,0.0,True,True,False,False
45,42,8,64,64,kernel_diagonal_erosion_0.020,kernel_tamper,kernel,,False,0,0,True,0.020000000000000018,0.0,0.020000000000000018,2.220446049250313e-16,0.020000000000062745,-0.019999999999998845,0.00340294167423462,0.0,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.7841796875,0.71875,0.0,0.0,True,True,False,False
45,42,8,64,64,kernel_psd_preserving_mix_0.050,kernel_tamper,kernel,,False,0,0,True,0.04999999999999993,0.04999999999999993,0.04999999999999993,2.220446049250313e-16,5.96189764223709e-14,0.05000000000000104,2.5585279835753935e-15,0.0,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.7890625,0.71875,0.0,0.0,True,False,False,False
45,42,8,64,64,parameterized_rz_alpha_0.020,circuit_tamper,circuit,,True,0,1,True,0.0009819795071051643,0.0015571571353413388,0.0015571571353413388,2.220446049250313e-16,6.872280522429719e-14,1.1018478501258812e-15,1.8847845623928e-15,0.0,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.7841796875,0.71875,0.0,0.0,True,False,False,False
45,42,8,64,64,parameterized_rz_alpha_0.100,circuit_tamper,circuit,,True,0,1,True,0.006066384907168949,0.008307647787682653,0.008307647787682653,2.220446049250313e-16,2.8199664825478976e-14,1.0171210943824803e-15,1.6872307577974734e-15,0.0,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.78515625,0.71875,0.0,0.0,True,False,False,False
45,42,8,64,64,shot_emulator_1024,finite_shot_emulator,kernel_estimation,1024.0,False,0,0,True,0.04098751730303496,0.041210878531728,0.041210878531728,0.0,0.0,-0.10307330305818928,0.005733190621419552,0.07421875,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.7490234375,0.71875,0.0,0.0,True,True,True,False
45,42,8,64,64,shot_emulator_256,finite_shot_emulator,kernel_estimation,256.0,False,0,0,True,0.08284817473509742,0.0957788284281377,0.0957788284281377,0.0,0.0,-0.22844003313665978,0.012432668076740044,0.12890625,0.0,0.71875,0.71875,0.0,0.6666666666666666,0.7470703125,0.71875,0.0,0.0,True,True,True,False
46,42,8,64,64,benign_transpile_o1,semantic_control,transpilation,,True,4,32,True,6.7390537594747e-14,1.0658141036401503e-14,6.7390537594747e-14,2.220446049250313e-16,1.8540724511240114e-14,-8.619263237457623e-15,8.939441129290772e-16,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.837890625,0.6875,0.0,0.0,False,False,False,False
46,42,8,64,64,clean,clean,none,,False,0,0,False,0.0,0.0,0.0,2.220446049250313e-16,4.884981308350689e-14,-3.649131017525672e-15,1.0356660797339395e-15,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.837890625,0.6875,0.0,0.0,False,False,False,False
46,42,8,64,64,common_unitary_x,semantic_control,circuit,,True,0,1,True,5.773159728050814e-14,4.440892098500626e-16,5.773159728050814e-14,3.3306690738754696e-16,8.126832540256146e-14,-1.977402215167259e-15,9.345431536504894e-16,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.837890625,0.6875,0.0,0.0,False,False,False,False
46,42,8,64,64,feature_map_reps_2,circuit_tamper,circuit,,True,26,100,True,0.2931510045822005,0.31019262879462184,0.31019262879462184,2.220446049250313e-16,4.418687638008123e-14,-3.615396555160473e-16,6.546929807195022e-16,0.0,0.0,0.6875,0.6875,0.0,0.6428571428571429,0.8193359375,0.6875,0.0,0.0,True,False,False,False
