protocol,dataset_tag,model,svd_dim,split_seed,impact_mean,stealth_full_sharednorm_mean,gate,max_train,max_test
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,12,43,0.0028026340694351443,0.0022738042171770124,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,12,44,0.015625,0.007374507834152717,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,12,45,0.0022320368674535332,0.001591179095477163,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,12,46,0.002170138888888889,0.0015708828617462588,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,8,42,0.00045502912186379723,0.0004459125871750417,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,8,43,0.0013727763822786278,0.0012666359746199081,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,8,44,0.002170138888888889,0.0017799301665915384,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,8,45,0.0004980985449735445,0.0004291673353604474,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,8,46,0.003472222222222222,0.003069927578126722,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,10,42,0.0013300851254480278,0.0012404992985605998,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,10,43,0.00030538020007050834,0.00028555769401946866,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,10,44,0.002387152777777778,0.0021988926633712763,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,10,45,0.0004753637566137555,0.00046017064427881756,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,10,46,0.0008787283697632055,0.0008279228047466183,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,12,42,0.0015470990143369168,0.0011745885257552849,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,12,43,0.0007394079778482862,0.0007028010332203447,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,12,44,0.001953125,0.0018286627446976317,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,12,45,0.001343419312169311,0.0013119056936154337,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,svc_rbf,12,46,0.001529770036429872,0.0014541339567062618,gate3d_ood_wed_fri_morning,128,128
