protocol,dataset_tag,model,svd_dim,split_seed,impact_mean,stealth_full_sharednorm_mean,gate,max_train,max_test
ood,tr993984ca__teb9107599,qsvc_zz_r1,12,45,0.0690793953744919,0.03854011893694827,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,qsvc_zz_r1,12,46,0.06325663993325908,0.036913546661139565,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,8,42,0.020152070179495454,0.018073852794826095,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,8,43,0.02021372431743869,0.0183610857131236,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,8,44,0.014694690150483714,0.013208686181469703,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,8,45,0.018510028640044272,0.016893426450739074,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,8,46,0.015081128033463237,0.014053616897814595,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,10,42,0.023650174884559755,0.020574538900447463,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,10,43,0.01763265717175229,0.016282083075375847,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,10,44,0.013175592928261492,0.01189603246352543,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,10,45,0.016322244335085855,0.015408892676127278,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,10,46,0.015513609946959942,0.014544779815981608,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,12,42,0.024220270157621904,0.021905074702555292,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,12,43,0.019797829573631777,0.018227682064315562,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,12,44,0.013611425019600918,0.012642016521009724,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,12,45,0.013812752433256201,0.013053933174208448,gate6_ood_unsw,128,128
ood,tr993984ca__teb9107599,svc_rbf,12,46,0.015514236249669577,0.014557325135014846,gate6_ood_unsw,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,8,42,0.0028833360486586277,0.00264876168031645,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,8,43,0.005627606248098069,0.004333201628937458,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,8,44,0.0028484136710239636,0.0021189173977560136,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,8,45,0.012333225223850216,0.008610030594929064,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,8,46,0.011960427123782941,0.008222391341825477,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,10,42,0.0035343777153252947,0.0027516492553095054,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,10,43,0.007444554772499345,0.005513465495895565,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,10,44,0.01996527777777778,0.01260963637969799,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,10,45,0.008237412664495994,0.005931331076312801,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,10,46,0.020330190475340536,0.011025838739672843,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,12,42,0.044005408230223385,0.026827086650637984,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,12,43,0.009280238944873325,0.006471702552408266,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,12,44,0.021050347222222224,0.01233359291901812,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,12,45,0.007009098154931483,0.004556130567279778,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,12,46,0.024680412994195287,0.013410234253192405,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,8,42,0.0006859327885873556,0.0006278681057612117,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,8,43,0.0029625666534461447,0.002811234749925258,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,8,44,0.003689236111111111,0.0032222693182021966,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,8,45,0.0004546957671957667,0.00044438026484421185,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,8,46,0.003689236111111111,0.0034986521197894584,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,10,42,0.003941141121920689,0.003602352677233221,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,10,43,0.0005754138756683667,0.0005253550847377504,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,10,44,0.0032552083333333335,0.002904218307286179,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,10,45,0.0008818342151675443,0.0008154366296088688,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,10,46,0.00390625,0.0036118607360821767,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,12,42,0.0017710022330317998,0.0013220720677349488,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,12,43,0.003161907280098711,0.0029158407453100475,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,12,44,0.004123263888888889,0.0033711985518218197,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,12,45,0.0026282793209876504,0.0024735670012709576,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te3ec6a4d7,svc_rbf,12,46,0.0030488672586520943,0.0029357821227170636,gate3c_ood_wed_thu_webattacks,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,8,42,0.005931690428498221,0.004915711603085441,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,8,43,0.004507732939352558,0.0035429326025554495,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,8,44,0.005425347222222222,0.0037925620333363473,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,8,45,0.005656033781033781,0.004617948055201315,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,8,46,0.001519097222222222,0.0010494543715084841,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,10,42,0.0033040422279333554,0.002344803608360684,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,10,43,0.004731636158047444,0.003592423901074022,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,10,44,0.01068814678649237,0.00668198736023768,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,10,45,0.0050325494335911,0.0027355034196338383,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,10,46,0.001953125,0.0015266061257182832,gate3d_ood_wed_fri_morning,128,128
ood,trc82af0ba__te5c44b321,qsvc_zz_r1,12,42,0.004409857988487019,0.002558295768167337,gate3d_ood_wed_fri_morning,128,128
