gate,svd_dim,model,sensor,sensor_family,n_cal,alpha,order_statistic_rank,threshold,null_median,null_max,rule
gate2_id_256,10,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.046875,0.01171875,0.06640625,fire if value > threshold
gate2_id_256,10,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0011014601470781,6.867555470620136e-05,0.0022163281438306,fire if value > threshold
gate2_id_256,10,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.171875,0.078125,0.203125,fire if value > threshold
gate2_id_256,10,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0064570372296154,0.00173921073186555,0.00903829161566,fire if value > threshold
gate2_id_256,10,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,10,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,10,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,10,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,10,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0331096832871887,0.0277312513548488,0.0352371711190379,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0663457695066032,0.0,0.0896804881421136,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.3,0.1,0.6,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0408473102163144,0.029728106370345397,0.0511963436042877,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.09375,0.0234375,0.11328125,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.0055016840394679,0.0003290119927284,0.0078762970669125,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.046875,0.01171875,0.06640625,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0011014601470781,6.867555470620136e-05,0.0022163281438306,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.0703125,0.2421875,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0094358306542922,0.003330325616338,0.0131903537817795,fire if value > threshold
gate2_id_256,10,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,10,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,10,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,10,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,12,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0343094006730517,0.02769715533400655,0.0358116493806309,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0820056694007721,0.0,0.09959722988639,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.3333333333333333,0.0833333333333333,0.5,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0515115314875656,0.04255468691710655,0.0572815727469838,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.078125,0.03125,0.09375,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0031870635200895,0.0005077460056951,0.0046588916542489,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.046875,0.01171875,0.06640625,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0011014601470781,6.867555470620136e-05,0.0022163281438306,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.1796875,0.078125,0.2109375,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0067112591219447,0.0014559182327621499,0.0094766676148339,fire if value > threshold
gate2_id_256,12,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,12,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,12,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,12,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,12,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0343094006646923,0.02769715532816555,0.0358116493716277,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0430928656712423,0.0,0.0562738017810601,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.3333333333333333,0.0833333333333333,0.5,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0602632519575653,0.045604341008892504,0.0657794012863272,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.08984375,0.0234375,0.1015625,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.0046612435847818,0.0003254448050272,0.0059030321913444,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.046875,0.01171875,0.06640625,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0011014601470781,6.867555470620136e-05,0.0022163281438306,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.1796875,0.0859375,0.2109375,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0074255582078892,0.00316669847075775,0.0087305530788278,fire if value > threshold
gate2_id_256,12,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,12,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,12,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate2_id_256,12,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0556541515193971,0.04351176021217655,0.0638698296399451,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0845019727006916,0.0,0.1546834490949412,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.125,0.0,0.375,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0881661474728616,0.0608738810720205,0.1209048139664248,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0390625,0.0078125,0.0546875,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0081922988933004,0.00075220526229195,0.0098011724703511,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2187499999999888,0.0781249999999994,0.281249999999991,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0122363886320894,0.0028092341640877,0.0209148620383508,fire if value > threshold
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,8,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,8,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,8,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0556541515051074,0.043511760194265,0.0638698296145598,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0879434789380599,0.0,0.1568354437166419,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.125,0.0,0.375,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.068954132867903,0.049340326967592496,0.0788559059007132,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0390625,0.015625,0.0625,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.0109544378283923,0.0011885435579841,0.0165269140381457,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2187499999999921,0.07812499999999936,0.2656249999999824,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0161019732243421,0.0038935363360195,0.0297278355217397,fire if value > threshold
gate3a_ood_tue_wed,8,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,8,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,8,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,8,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0575171098485287,0.046245208596664,0.0698488965531823,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0872720259994517,0.0,0.153213343489505,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.2,0.0,0.3,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.100257720058308,0.06652278546236526,0.1313623071107502,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0625,0.015625,0.1171875,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0070318522937056,0.0012527554089398,0.0148857277757162,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.21875,0.09374999999999965,0.28125,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0122457711714704,0.0035415650585132004,0.0181606283883713,fire if value > threshold
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,10,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,10,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,10,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0575171098199209,0.04624520857335625,0.0698488965224153,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0870415591188627,0.0,0.1550687498165081,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.2,0.0,0.3,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0668889663470101,0.047276665267502654,0.0920015895080163,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0390625,0.015625,0.0546875,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.0101703276633815,0.0018761786348243,0.019337643747433,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2187499999999925,0.0781249999999997,0.2499999999999825,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0171139834013355,0.0042254837047257,0.026486257637088,fire if value > threshold
gate3a_ood_tue_wed,10,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,10,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,10,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,10,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0591572693232891,0.047707615200596395,0.0697706066963125,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.090775014071253,0.0,0.1494550726373547,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.1666666666666666,0.0,0.25,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0952244214668537,0.0665161754871319,0.1104205305669227,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.09375,0.0234375,0.1328125,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0078149435872446,0.00130846376429815,0.0221649690889128,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2343749999999926,0.10937499999999895,0.328125,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0107896142410631,0.0034715799271408,0.0229849005653841,fire if value > threshold
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,12,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,12,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws
gate3a_ood_tue_wed,12,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0591572692969506,0.047707615177214405,0.0697706066651413,fire if value > threshold
gate3a_ood_tue_wed,12,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0907856970133748,0.0,0.1509191941819111,fire if value > threshold
gate3a_ood_tue_wed,12,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.1666666666666666,0.0,0.25,fire if value > threshold
gate3a_ood_tue_wed,12,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0785493408503115,0.05144546053666035,0.0996325963434253,fire if value > threshold
gate3a_ood_tue_wed,12,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0390625,0.0078125,0.0546875,fire if value > threshold
gate3a_ood_tue_wed,12,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.0109544378283923,0.0027152654958747,0.019337643747433,fire if value > threshold
gate3a_ood_tue_wed,12,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold
gate3a_ood_tue_wed,12,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold
