gate,attack_family,attack,target,target_kind,n,n_fire,detection_rate,ci95_low,ci95_high
gate2_id_256,corruption,feature_sign_flip_p_0.020,integrity_confusion_profile_jsd_delta,sensor_exact,60,58,0.9666666666666667,0.8847189555807483,0.9959373753579065
gate2_id_256,corruption,feature_sign_flip_p_0.020,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.020,I_XF_item_aligned,regime_exact,60,59,0.9833333333333333,0.910600949942513,0.999578125547658
gate2_id_256,corruption,feature_sign_flip_p_0.020,I_XFY_item_aligned,regime_exact,60,59,0.9833333333333333,0.910600949942513,0.999578125547658
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_mmd_vs_clean_eval,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_ks_reject05_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_score_jsd_vs_clean_eval,sensor,60,37,0.6166666666666667,0.48211495143116145,0.7392929419840008
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_pred_pos_rate_shift,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_pred_jsd,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_confusion_profile_l1,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_confusion_profile_jsd,sensor,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,corruption,feature_sign_flip_p_0.050,I_X,regime,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.050,I_XF,regime,60,40,0.6666666666666666,0.5331273252571693,0.7831305545688299
gate2_id_256,corruption,feature_sign_flip_p_0.050,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.050,I_XFY,regime,60,42,0.7,0.5679168661239384,0.8115485545802774
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_pred_disagreement,sensor_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_confusion_profile_l1_delta,sensor_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.050,integrity_confusion_profile_jsd_delta,sensor_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.050,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.050,I_XF_item_aligned,regime_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.050,I_XFY_item_aligned,regime_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_mmd_vs_clean_eval,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_ks_reject05_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_score_jsd_vs_clean_eval,sensor,60,58,0.9666666666666667,0.8847189555807483,0.9959373753579065
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_pred_pos_rate_shift,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_pred_jsd,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_confusion_profile_l1,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_confusion_profile_jsd,sensor,60,46,0.7666666666666667,0.6396172128942423,0.866162656111152
gate2_id_256,corruption,feature_sign_flip_p_0.100,I_X,regime,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,corruption,feature_sign_flip_p_0.100,I_XF,regime,60,58,0.9666666666666667,0.8847189555807483,0.9959373753579065
gate2_id_256,corruption,feature_sign_flip_p_0.100,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.100,I_XFY,regime,60,59,0.9833333333333333,0.910600949942513,0.999578125547658
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_pred_disagreement,sensor_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_confusion_profile_l1_delta,sensor_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.100,integrity_confusion_profile_jsd_delta,sensor_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.100,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,corruption,feature_sign_flip_p_0.100,I_XF_item_aligned,regime_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,corruption,feature_sign_flip_p_0.100,I_XFY_item_aligned,regime_exact,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_jsd_vs_clean_eval,sensor,60,48,0.8,0.6766995761987094,0.892158877475638
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_mmd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_score_jsd_vs_clean_eval,sensor,60,34,0.5666666666666667,0.4324096535546157,0.6941185731578272
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_pred_pos_rate_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_pred_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_confusion_profile_l1,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_confusion_profile_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_pred_disagreement,sensor_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_confusion_profile_l1_delta,sensor_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,integrity_confusion_profile_jsd_delta,sensor_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,I_XF_item_aligned,regime_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.020,I_XFY_item_aligned,regime_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_jsd_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_mmd_vs_clean_eval,sensor,60,4,0.06666666666666667,0.01846177757588151,0.1619867551977289
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_score_jsd_vs_clean_eval,sensor,60,43,0.7166666666666667,0.58556393105017,0.8254947164856248
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_pred_pos_rate_shift,sensor,60,5,0.08333333333333333,0.027613310337426412,0.1838577833765858
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_pred_jsd,sensor,60,5,0.08333333333333333,0.027613310337426412,0.1838577833765858
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_confusion_profile_l1,sensor,60,5,0.08333333333333333,0.027613310337426412,0.1838577833765858
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_confusion_profile_jsd,sensor,60,5,0.08333333333333333,0.027613310337426412,0.1838577833765858
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_pred_disagreement,sensor_exact,60,26,0.43333333333333335,0.3058814268421728,0.5675903464453843
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_confusion_profile_l1_delta,sensor_exact,60,26,0.43333333333333335,0.3058814268421728,0.5675903464453843
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,integrity_confusion_profile_jsd_delta,sensor_exact,60,26,0.43333333333333335,0.3058814268421728,0.5675903464453843
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,I_XF_item_aligned,regime_exact,60,26,0.43333333333333335,0.3058814268421728,0.5675903464453843
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.050,I_XFY_item_aligned,regime_exact,60,26,0.43333333333333335,0.3058814268421728,0.5675903464453843
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_jsd_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_mmd_vs_clean_eval,sensor,60,19,0.31666666666666665,0.20257550711897182,0.4495596877640524
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_score_jsd_vs_clean_eval,sensor,60,47,0.7833333333333333,0.6580438212653477,0.8792839755373032
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_pred_pos_rate_shift,sensor,60,8,0.13333333333333333,0.0593644227053572,0.24592222113041992
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_pred_jsd,sensor,60,8,0.13333333333333333,0.0593644227053572,0.24592222113041992
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_confusion_profile_l1,sensor,60,8,0.13333333333333333,0.0593644227053572,0.24592222113041992
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_confusion_profile_jsd,sensor,60,8,0.13333333333333333,0.0593644227053572,0.24592222113041992
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_pred_disagreement,sensor_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_confusion_profile_l1_delta,sensor_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,integrity_confusion_profile_jsd_delta,sensor_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,I_XF_item_aligned,regime_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,mean_shift_pf_delta_0.100,I_XFY_item_aligned,regime_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_jsd_vs_clean_eval,sensor,60,52,0.8666666666666667,0.75407777886958,0.9406355772946428
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_mmd_vs_clean_eval,sensor,60,2,0.03333333333333333,0.004062624642093498,0.11528104441925167
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_score_jsd_vs_clean_eval,sensor,60,34,0.5666666666666667,0.4324096535546157,0.6941185731578272
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_pred_pos_rate_shift,sensor,60,6,0.1,0.037591269108566035,0.2050577367080639
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_pred_jsd,sensor,60,6,0.1,0.037591269108566035,0.2050577367080639
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_confusion_profile_l1,sensor,60,6,0.1,0.037591269108566035,0.2050577367080639
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_confusion_profile_jsd,sensor,60,6,0.1,0.037591269108566035,0.2050577367080639
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_pred_disagreement,sensor_exact,60,31,0.5166666666666667,0.3839460173315969,0.6476870699978736
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_confusion_profile_l1_delta,sensor_exact,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,integrity_confusion_profile_jsd_delta,sensor_exact,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,I_XF_item_aligned,regime_exact,60,31,0.5166666666666667,0.3839460173315969,0.6476870699978736
gate2_id_256,covariate_shift,scaling_drift_alpha_0.020,I_XFY_item_aligned,regime_exact,60,31,0.5166666666666667,0.3839460173315969,0.6476870699978736
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_jsd_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_mmd_vs_clean_eval,sensor,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_score_jsd_vs_clean_eval,sensor,60,42,0.7,0.5679168661239384,0.8115485545802774
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_pred_pos_rate_shift,sensor,60,22,0.36666666666666664,0.24594061043728702,0.5010307176437072
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_pred_jsd,sensor,60,22,0.36666666666666664,0.24594061043728702,0.5010307176437072
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_confusion_profile_l1,sensor,60,21,0.35,0.23132642214846,0.48402800937056706
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_confusion_profile_jsd,sensor,60,25,0.4166666666666667,0.2906806664704227,0.5511622022459879
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_pred_disagreement,sensor_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_confusion_profile_l1_delta,sensor_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,integrity_confusion_profile_jsd_delta,sensor_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,I_XF_item_aligned,regime_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,scaling_drift_alpha_0.050,I_XFY_item_aligned,regime_exact,60,33,0.55,0.416119145633216,0.6787784765366431
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_jsd_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_mmd_vs_clean_eval,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_score_jsd_vs_clean_eval,sensor,60,58,0.9666666666666667,0.8847189555807483,0.9959373753579065
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_pred_pos_rate_shift,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_pred_jsd,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_confusion_profile_l1,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_confusion_profile_jsd,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_pred_disagreement,sensor_exact,60,37,0.6166666666666667,0.48211495143116145,0.7392929419840008
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_confusion_profile_l1_delta,sensor_exact,60,37,0.6166666666666667,0.48211495143116145,0.7392929419840008
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,integrity_confusion_profile_jsd_delta,sensor_exact,60,37,0.6166666666666667,0.48211495143116145,0.7392929419840008
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,I_XF_item_aligned,regime_exact,60,37,0.6166666666666667,0.48211495143116145,0.7392929419840008
gate2_id_256,covariate_shift,scaling_drift_alpha_0.100,I_XFY_item_aligned,regime_exact,60,37,0.6166666666666667,0.48211495143116145,0.7392929419840008
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_mmd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_ks_reject05_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_score_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_pred_pos_rate_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_pred_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_confusion_profile_l1,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_confusion_profile_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,I_X,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,I_XF,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,I_XFY,regime,60,0,0.0,0.0,0.059629492286166916
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_pred_disagreement,sensor_exact,60,36,0.6,0.4654054373114277,0.7243784212644651
gate2_id_256,pipeline,feature_dropout_p_0.020,integrity_confusion_profile_l1_delta,sensor_exact,60,35,0.5833333333333334,0.44883779775401206,0.7093193335295773
