gate,attack_family,attack,target,target_kind,n,n_fire,detection_rate,ci95_low,ci95_high
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,integrity_pred_disagreement,sensor_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,integrity_confusion_profile_l1_delta,sensor_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,integrity_confusion_profile_jsd_delta,sensor_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XF_item_aligned,regime_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XFY_item_aligned,regime_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_jsd_vs_clean_eval,sensor,60,49,0.8166666666666667,0.6956039452592238,0.9047641770834361
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_mmd_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_score_jsd_vs_clean_eval,sensor,60,45,0.75,0.6214036445204558,0.8528139262009964
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_pred_pos_rate_shift,sensor,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_pred_jsd,sensor,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_confusion_profile_l1,sensor,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_confusion_profile_jsd,sensor,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_pred_disagreement,sensor_exact,60,19,0.31666666666666665,0.20257550711897182,0.4495596877640524
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_confusion_profile_l1_delta,sensor_exact,60,19,0.31666666666666665,0.20257550711897182,0.4495596877640524
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,integrity_confusion_profile_jsd_delta,sensor_exact,60,19,0.31666666666666665,0.20257550711897182,0.4495596877640524
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XF_item_aligned,regime_exact,60,19,0.31666666666666665,0.20257550711897182,0.4495596877640524
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XFY_item_aligned,regime_exact,60,19,0.31666666666666665,0.20257550711897182,0.4495596877640524
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_jsd_vs_clean_eval,sensor,60,57,0.95,0.8607567532789272,0.9895676703556517
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_mmd_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_score_jsd_vs_clean_eval,sensor,60,58,0.9666666666666667,0.8847189555807483,0.9959373753579065
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_pred_pos_rate_shift,sensor,60,16,0.26666666666666666,0.16074645159041537,0.39661034002549556
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_pred_jsd,sensor,60,16,0.26666666666666666,0.16074645159041537,0.39661034002549556
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_confusion_profile_l1,sensor,60,15,0.25,0.1471860737990036,0.37859635547954423
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_confusion_profile_jsd,sensor,60,16,0.26666666666666666,0.16074645159041537,0.39661034002549556
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_pred_disagreement,sensor_exact,60,22,0.36666666666666664,0.24594061043728702,0.5010307176437072
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_confusion_profile_l1_delta,sensor_exact,60,22,0.36666666666666664,0.24594061043728702,0.5010307176437072
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,integrity_confusion_profile_jsd_delta,sensor_exact,60,22,0.36666666666666664,0.24594061043728702,0.5010307176437072
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XF_item_aligned,regime_exact,60,22,0.36666666666666664,0.24594061043728702,0.5010307176437072
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XFY_item_aligned,regime_exact,60,22,0.36666666666666664,0.24594061043728702,0.5010307176437072
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_jsd_vs_clean_eval,sensor,60,42,0.7,0.5679168661239384,0.8115485545802774
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_mmd_vs_clean_eval,sensor,60,30,0.5,0.368062031942437,0.631937968057563
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_score_jsd_vs_clean_eval,sensor,60,42,0.7,0.5679168661239384,0.8115485545802774
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_pred_pos_rate_shift,sensor,60,17,0.2833333333333333,0.17450528351437516,0.41443606894983
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_pred_jsd,sensor,60,17,0.2833333333333333,0.17450528351437516,0.41443606894983
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_confusion_profile_l1,sensor,60,17,0.2833333333333333,0.17450528351437516,0.41443606894983
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_confusion_profile_jsd,sensor,60,17,0.2833333333333333,0.17450528351437516,0.41443606894983
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_pred_disagreement,sensor_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_confusion_profile_l1_delta,sensor_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,integrity_confusion_profile_jsd_delta,sensor_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XF_item_aligned,regime_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XFY_item_aligned,regime_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_jsd_vs_clean_eval,sensor,60,56,0.9333333333333333,0.8380132448022711,0.9815382224241185
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_mmd_vs_clean_eval,sensor,60,43,0.7166666666666667,0.58556393105017,0.8254947164856248
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_score_jsd_vs_clean_eval,sensor,60,59,0.9833333333333333,0.910600949942513,0.999578125547658
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_pred_pos_rate_shift,sensor,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_pred_jsd,sensor,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_confusion_profile_l1,sensor,60,17,0.2833333333333333,0.17450528351437516,0.41443606894983
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_confusion_profile_jsd,sensor,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_pred_disagreement,sensor_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_confusion_profile_l1_delta,sensor_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,integrity_confusion_profile_jsd_delta,sensor_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XF_item_aligned,regime_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XFY_item_aligned,regime_exact,60,20,0.3333333333333333,0.2168694454311702,0.4668726747428306
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_jsd_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_mmd_vs_clean_eval,sensor,60,56,0.9333333333333333,0.8380132448022711,0.9815382224241185
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_ks_reject05_vs_clean_eval,sensor,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_score_jsd_vs_clean_eval,sensor,60,59,0.9833333333333333,0.910600949942513,0.999578125547658
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_pred_pos_rate_shift,sensor,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_pred_jsd,sensor,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_confusion_profile_l1,sensor,60,17,0.2833333333333333,0.17450528351437516,0.41443606894983
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_confusion_profile_jsd,sensor,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_X,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XF,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XFY,regime,60,60,1.0,0.9403705077138331,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_pred_disagreement,sensor_exact,60,24,0.4,0.2756215787355349,0.5345945626885723
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_confusion_profile_l1_delta,sensor_exact,60,24,0.4,0.2756215787355349,0.5345945626885723
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,integrity_confusion_profile_jsd_delta,sensor_exact,60,24,0.4,0.2756215787355349,0.5345945626885723
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XF_item_aligned,regime_exact,60,24,0.4,0.2756215787355349,0.5345945626885723
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XFY_item_aligned,regime_exact,60,24,0.4,0.2756215787355349,0.5345945626885723
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_mmd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_ks_reject05_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_score_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_pred_pos_rate_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_pred_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_confusion_profile_l1,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_confusion_profile_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_X,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XF,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XFY,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_pred_disagreement,sensor_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_confusion_profile_l1_delta,sensor_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,integrity_confusion_profile_jsd_delta,sensor_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XF_item_aligned,regime_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XFY_item_aligned,regime_exact,60,14,0.23333333333333334,0.13383734388884805,0.3603827871057576
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_mmd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_ks_reject05_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_score_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_pred_pos_rate_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_pred_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_confusion_profile_l1,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_confusion_profile_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_X,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XF,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XFY,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_pred_disagreement,sensor_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_confusion_profile_l1_delta,sensor_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,integrity_confusion_profile_jsd_delta,sensor_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XF_item_aligned,regime_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XFY_item_aligned,regime_exact,60,18,0.3,0.18845144541972264,0.43208313387606156
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_mmd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_ks_reject05_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_score_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_pred_pos_rate_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_pred_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_label_prior_shift,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_label_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_confusion_profile_l1,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_confusion_profile_jsd,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_X,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XF,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_Ym,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XFY,regime,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_pred_disagreement,sensor_exact,60,24,0.4,0.2756215787355349,0.5345945626885723
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_confusion_profile_l1_delta,sensor_exact,60,23,0.38333333333333336,0.26070705801599925,0.5178850485688385
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,integrity_confusion_profile_jsd_delta,sensor_exact,60,23,0.38333333333333336,0.26070705801599925,0.5178850485688385
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,label_flip_rate,sensor_exact,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XF_item_aligned,regime_exact,60,24,0.4,0.2756215787355349,0.5345945626885723
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XFY_item_aligned,regime_exact,60,24,0.4,0.2756215787355349,0.5345945626885723
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,integrity_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,integrity_mmd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,integrity_ks_reject05_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,integrity_score_jsd_vs_clean_eval,sensor,60,0,0.0,0.0,0.059629492286166916
