n_calibration_half,n_evaluation_half,n_pool,null_draw_sampling,partition_seed,pos_rate_pool,source,gate,split_seed,model_seed,svd_dim,n_test
1436,1436,2872,simple random without replacement within one half,46,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,46,43,8,128
1436,1436,2872,simple random without replacement within one half,42,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,42,42,10,128
1436,1436,2872,simple random without replacement within one half,42,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,42,43,10,128
1436,1436,2872,simple random without replacement within one half,43,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,43,42,10,128
1436,1436,2872,simple random without replacement within one half,43,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,43,43,10,128
1436,1436,2872,simple random without replacement within one half,44,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,44,42,10,128
1436,1436,2872,simple random without replacement within one half,44,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,44,43,10,128
1436,1436,2872,simple random without replacement within one half,45,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,45,42,10,128
1436,1436,2872,simple random without replacement within one half,45,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,45,43,10,128
1436,1436,2872,simple random without replacement within one half,46,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,46,42,10,128
1436,1436,2872,simple random without replacement within one half,46,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,46,43,10,128
1436,1436,2872,simple random without replacement within one half,42,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,42,42,12,128
1436,1436,2872,simple random without replacement within one half,42,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,42,43,12,128
1436,1436,2872,simple random without replacement within one half,43,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,43,42,12,128
1436,1436,2872,simple random without replacement within one half,43,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,43,43,12,128
1436,1436,2872,simple random without replacement within one half,44,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,44,42,12,128
1436,1436,2872,simple random without replacement within one half,44,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,44,43,12,128
1436,1436,2872,simple random without replacement within one half,45,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,45,42,12,128
1436,1436,2872,simple random without replacement within one half,45,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,45,43,12,128
1436,1436,2872,simple random without replacement within one half,46,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,46,42,12,128
1436,1436,2872,simple random without replacement within one half,46,0.5,evaluation-side rows not selected into the frozen evaluation batch,gate6_ood_unsw,46,43,12,128
