gate,svd_dim,model,target,target_kind,n,n_fire,false_alarm_rate,ci95_low,ci95_high
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,integrity_pred_pos_rate_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,integrity_pred_jsd,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,integrity_confusion_profile_l1,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,integrity_confusion_profile_jsd,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,I_X,regime,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,I_XF,regime,200,30,0.15,0.10354952352186264,0.2071587036685507
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,10,qsvc_zz_r1,I_XFY,regime,200,37,0.185,0.1337286601797617,0.2458634624486785
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_jsd_vs_clean_eval,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_mmd_vs_clean_eval,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_ks_reject05_vs_clean_eval,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_score_jsd_vs_clean_eval,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_pred_pos_rate_shift,sensor,200,3,0.015,0.00310410762155351,0.04320828191771261
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_pred_jsd,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_confusion_profile_l1,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,10,svc_rbf,integrity_confusion_profile_jsd,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3b_ood_tue_fri_portscan,10,svc_rbf,I_X,regime,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3b_ood_tue_fri_portscan,10,svc_rbf,I_XF,regime,200,27,0.135,0.09088710175489777,0.19030917268339845
gate3b_ood_tue_fri_portscan,10,svc_rbf,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,10,svc_rbf,I_XFY,regime,200,35,0.175,0.1250244107737119,0.23488397063020913
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_jsd_vs_clean_eval,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_mmd_vs_clean_eval,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_pred_pos_rate_shift,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_pred_jsd,sensor,200,8,0.04,0.017424808994480605,0.07729196822601608
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_confusion_profile_l1,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_confusion_profile_jsd,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,I_X,regime,200,14,0.07,0.038795570429562824,0.1146597335371105
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,I_XF,regime,200,27,0.135,0.09088710175489777,0.19030917268339845
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,I_XFY,regime,200,35,0.175,0.1250244107737119,0.23488397063020913
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_jsd_vs_clean_eval,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_mmd_vs_clean_eval,sensor,200,2,0.01,0.001213349013736031,0.03565466839723975
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_ks_reject05_vs_clean_eval,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_score_jsd_vs_clean_eval,sensor,200,8,0.04,0.017424808994480605,0.07729196822601608
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_pred_pos_rate_shift,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_pred_jsd,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_confusion_profile_l1,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_confusion_profile_jsd,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3b_ood_tue_fri_portscan,12,svc_rbf,I_X,regime,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3b_ood_tue_fri_portscan,12,svc_rbf,I_XF,regime,200,32,0.16,0.11208749764580184,0.21829901535134077
gate3b_ood_tue_fri_portscan,12,svc_rbf,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3b_ood_tue_fri_portscan,12,svc_rbf,I_XFY,regime,200,40,0.2,0.14689448821575887,0.26222636458960014
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_jsd_vs_clean_eval,sensor,200,3,0.015,0.00310410762155351,0.04320828191771261
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_mmd_vs_clean_eval,sensor,200,10,0.05,0.024234165472108552,0.0900275377013513
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,sensor,200,9,0.045,0.020780422227004353,0.08370268807585404
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_pred_pos_rate_shift,sensor,200,2,0.01,0.001213349013736031,0.03565466839723975
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_pred_jsd,sensor,200,9,0.045,0.020780422227004353,0.08370268807585404
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_confusion_profile_l1,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_confusion_profile_jsd,sensor,200,0,0.0,0.0,0.018275340355136237
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,I_X,regime,200,13,0.065,0.03506070865697905,0.10858723650381527
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,I_XF,regime,200,29,0.145,0.09930862255520756,0.20156149617317962
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,I_XFY,regime,200,33,0.165,0.11638311995805393,0.22384346771182057
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_jsd_vs_clean_eval,sensor,200,3,0.015,0.00310410762155351,0.04320828191771261
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_mmd_vs_clean_eval,sensor,200,11,0.055,0.027772254552006544,0.09627764443391293
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_ks_reject05_vs_clean_eval,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_score_jsd_vs_clean_eval,sensor,200,15,0.075,0.04258280373709265,0.12068422539966124
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_pred_pos_rate_shift,sensor,200,10,0.05,0.024234165472108552,0.0900275377013513
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_pred_jsd,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_confusion_profile_l1,sensor,200,2,0.01,0.001213349013736031,0.03565466839723975
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_confusion_profile_jsd,sensor,200,10,0.05,0.024234165472108552,0.0900275377013513
gate3c_ood_wed_thu_webattacks,8,svc_rbf,I_X,regime,200,14,0.07,0.038795570429562824,0.1146597335371105
gate3c_ood_wed_thu_webattacks,8,svc_rbf,I_XF,regime,200,36,0.18,0.12936892834839725,0.24038109688400744
gate3c_ood_wed_thu_webattacks,8,svc_rbf,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,8,svc_rbf,I_XFY,regime,200,40,0.2,0.14689448821575887,0.26222636458960014
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_jsd_vs_clean_eval,sensor,200,3,0.015,0.00310410762155351,0.04320828191771261
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_mmd_vs_clean_eval,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,sensor,200,13,0.065,0.03506070865697905,0.10858723650381527
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_pred_pos_rate_shift,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_pred_jsd,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_confusion_profile_l1,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_confusion_profile_jsd,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,I_X,regime,200,15,0.075,0.04258280373709265,0.12068422539966124
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,I_XF,regime,200,35,0.175,0.1250244107737119,0.23488397063020913
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,I_XFY,regime,200,40,0.2,0.14689448821575887,0.26222636458960014
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_jsd_vs_clean_eval,sensor,200,3,0.015,0.00310410762155351,0.04320828191771261
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_mmd_vs_clean_eval,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_ks_reject05_vs_clean_eval,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_score_jsd_vs_clean_eval,sensor,200,15,0.075,0.04258280373709265,0.12068422539966124
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_pred_pos_rate_shift,sensor,200,8,0.04,0.017424808994480605,0.07729196822601608
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_pred_jsd,sensor,200,10,0.05,0.024234165472108552,0.0900275377013513
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_confusion_profile_l1,sensor,200,3,0.015,0.00310410762155351,0.04320828191771261
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_confusion_profile_jsd,sensor,200,9,0.045,0.020780422227004353,0.08370268807585404
gate3c_ood_wed_thu_webattacks,10,svc_rbf,I_X,regime,200,15,0.075,0.04258280373709265,0.12068422539966124
gate3c_ood_wed_thu_webattacks,10,svc_rbf,I_XF,regime,200,37,0.185,0.1337286601797617,0.2458634624486785
gate3c_ood_wed_thu_webattacks,10,svc_rbf,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,10,svc_rbf,I_XFY,regime,200,39,0.195,0.14249187477905884,0.25678568752655917
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_jsd_vs_clean_eval,sensor,200,2,0.01,0.001213349013736031,0.03565466839723975
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_mmd_vs_clean_eval,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,sensor,200,8,0.04,0.017424808994480605,0.07729196822601608
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_pred_pos_rate_shift,sensor,200,0,0.0,0.0,0.018275340355136237
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_pred_jsd,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_confusion_profile_l1,sensor,200,3,0.015,0.00310410762155351,0.04320828191771261
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_confusion_profile_jsd,sensor,200,10,0.05,0.024234165472108552,0.0900275377013513
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,I_X,regime,200,14,0.07,0.038795570429562824,0.1146597335371105
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,I_XF,regime,200,26,0.13,0.08670835276857528,0.1846523305234126
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,I_XFY,regime,200,32,0.16,0.11208749764580184,0.21829901535134077
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_jsd_vs_clean_eval,sensor,200,2,0.01,0.001213349013736031,0.03565466839723975
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_mmd_vs_clean_eval,sensor,200,11,0.055,0.027772254552006544,0.09627764443391293
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_ks_reject05_vs_clean_eval,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_score_jsd_vs_clean_eval,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_pred_pos_rate_shift,sensor,200,13,0.065,0.03506070865697905,0.10858723650381527
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_pred_jsd,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_confusion_profile_l1,sensor,200,3,0.015,0.00310410762155351,0.04320828191771261
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_confusion_profile_jsd,sensor,200,9,0.045,0.020780422227004353,0.08370268807585404
gate3c_ood_wed_thu_webattacks,12,svc_rbf,I_X,regime,200,13,0.065,0.03506070865697905,0.10858723650381527
gate3c_ood_wed_thu_webattacks,12,svc_rbf,I_XF,regime,200,32,0.16,0.11208749764580184,0.21829901535134077
gate3c_ood_wed_thu_webattacks,12,svc_rbf,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3c_ood_wed_thu_webattacks,12,svc_rbf,I_XFY,regime,200,33,0.165,0.11638311995805393,0.22384346771182057
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_jsd_vs_clean_eval,sensor,200,13,0.065,0.03506070865697905,0.10858723650381527
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_mmd_vs_clean_eval,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,sensor,200,9,0.045,0.020780422227004353,0.08370268807585404
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_pred_pos_rate_shift,sensor,200,11,0.055,0.027772254552006544,0.09627764443391293
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_pred_jsd,sensor,200,10,0.05,0.024234165472108552,0.0900275377013513
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_confusion_profile_l1,sensor,200,10,0.05,0.024234165472108552,0.0900275377013513
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_confusion_profile_jsd,sensor,200,14,0.07,0.038795570429562824,0.1146597335371105
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,I_X,regime,200,25,0.125,0.0825523418288169,0.17897375007879954
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,I_XF,regime,200,42,0.21,0.15573975672412838,0.27306870461379884
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,I_XFY,regime,200,53,0.265,0.20523909138592306,0.331870092208618
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_jsd_vs_clean_eval,sensor,200,13,0.065,0.03506070865697905,0.10858723650381527
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_mmd_vs_clean_eval,sensor,200,11,0.055,0.027772254552006544,0.09627764443391293
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_ks_reject05_vs_clean_eval,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_score_jsd_vs_clean_eval,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_pred_pos_rate_shift,sensor,200,2,0.01,0.001213349013736031,0.03565466839723975
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_pred_jsd,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_confusion_profile_l1,sensor,200,2,0.01,0.001213349013736031,0.03565466839723975
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_confusion_profile_jsd,sensor,200,8,0.04,0.017424808994480605,0.07729196822601608
gate3d_ood_wed_fri_morning,8,svc_rbf,I_X,regime,200,28,0.14,0.09508751735901981,0.19594526111961427
gate3d_ood_wed_fri_morning,8,svc_rbf,I_XF,regime,200,37,0.185,0.1337286601797617,0.2458634624486785
gate3d_ood_wed_fri_morning,8,svc_rbf,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,8,svc_rbf,I_XFY,regime,200,43,0.215,0.16018169533233634,0.278471043884057
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_jsd_vs_clean_eval,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_mmd_vs_clean_eval,sensor,200,9,0.045,0.020780422227004353,0.08370268807585404
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,sensor,200,11,0.055,0.027772254552006544,0.09627764443391293
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,sensor,200,16,0.08,0.04641760839982258,0.1266648560220817
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_pred_pos_rate_shift,sensor,200,13,0.065,0.03506070865697905,0.10858723650381527
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_pred_jsd,sensor,200,18,0.09,0.05421425445609637,0.13850820847382211
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_confusion_profile_l1,sensor,200,13,0.065,0.03506070865697905,0.10858723650381527
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_confusion_profile_jsd,sensor,200,19,0.095,0.058169609725120246,0.14437663997685266
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,I_X,regime,200,29,0.145,0.09930862255520756,0.20156149617317962
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,I_XF,regime,200,58,0.29,0.22815698936351192,0.3581874521622911
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,I_XFY,regime,200,68,0.34,0.27466827583075526,0.4101559390887147
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_jsd_vs_clean_eval,sensor,200,12,0.06,0.031383953893483446,0.10246183130832447
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_mmd_vs_clean_eval,sensor,200,8,0.04,0.017424808994480605,0.07729196822601608
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_ks_reject05_vs_clean_eval,sensor,200,11,0.055,0.027772254552006544,0.09627764443391293
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_score_jsd_vs_clean_eval,sensor,200,14,0.07,0.038795570429562824,0.1146597335371105
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_pred_pos_rate_shift,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_pred_jsd,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_label_prior_shift,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_label_jsd,sensor,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_confusion_profile_l1,sensor,200,4,0.02,0.00547556587955645,0.05041360908989634
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_confusion_profile_jsd,sensor,200,17,0.085,0.05029591863025729,0.13260516582955237
gate3d_ood_wed_fri_morning,10,svc_rbf,I_X,regime,200,28,0.14,0.09508751735901981,0.19594526111961427
gate3d_ood_wed_fri_morning,10,svc_rbf,I_XF,regime,200,44,0.22,0.1646360613117859,0.28386124731350765
gate3d_ood_wed_fri_morning,10,svc_rbf,I_Ym,regime,200,5,0.025,0.008166166190842514,0.057374351126845816
gate3d_ood_wed_fri_morning,10,svc_rbf,I_XFY,regime,200,53,0.265,0.20523909138592306,0.331870092208618
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,integrity_jsd_vs_clean_eval,sensor,200,7,0.035,0.014185525898419248,0.07078099835097719
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,integrity_mmd_vs_clean_eval,sensor,200,11,0.055,0.027772254552006544,0.09627764443391293
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,sensor,200,11,0.055,0.027772254552006544,0.09627764443391293
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,sensor,200,6,0.03,0.011087455672254776,0.06415062670502698
