gate,attack_family,attack,regime,rule,n,n_fire,detection_rate
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XFY,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XFY,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.100,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_XFY,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.050,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_XFY,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_prior_preserving_r_0.100,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_XFY,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.020,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_XFY,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.050,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_XFY,union,60,1,0.016666666666666666
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,target_shift,label_flip_r_0.100,I_XFY,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_X,union,60,25,0.4166666666666667
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_X,family_v12,60,21,0.35
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_X,family,60,21,0.35
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_XF,union,60,34,0.5666666666666667
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_XF,family_v12,60,29,0.48333333333333334
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_XF,family,60,28,0.4666666666666667
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_XFY,union,60,34,0.5666666666666667
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_XFY,family_v12,60,28,0.4666666666666667
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.020,I_XFY,family,60,28,0.4666666666666667
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_X,union,60,30,0.5
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_X,family_v12,60,30,0.5
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_X,family,60,30,0.5
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_XF,union,60,46,0.7666666666666667
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_XF,family_v12,60,44,0.7333333333333333
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_XF,family,60,42,0.7
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_XFY,union,60,46,0.7666666666666667
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_XFY,family_v12,60,45,0.75
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.050,I_XFY,family,60,41,0.6833333333333333
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_X,union,60,57,0.95
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_X,family_v12,60,50,0.8333333333333334
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_X,family,60,50,0.8333333333333334
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_XF,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_XF,family_v12,60,59,0.9833333333333333
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_XF,family,60,59,0.9833333333333333
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_XFY,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_XFY,family_v12,60,59,0.9833333333333333
gate3c_ood_wed_thu_webattacks,corruption,feature_sign_flip_p_0.100,I_XFY,family,60,59,0.9833333333333333
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_X,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_X,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_X,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_XF,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_XF,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_XF,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_XFY,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_XFY,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.020,I_XFY,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_X,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_X,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_X,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_XF,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_XF,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_XF,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_XFY,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_XFY,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.050,I_XFY,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_X,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_X,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_X,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_XF,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_XF,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_XF,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_XFY,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_XFY,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,mean_shift_pf_delta_0.100,I_XFY,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_X,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_X,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_X,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_XF,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_XF,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_XF,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_XFY,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_XFY,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.020,I_XFY,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_X,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_X,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_X,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_XF,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_XF,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_XF,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_XFY,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_XFY,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.050,I_XFY,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_X,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_X,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_X,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_XF,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_XF,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_XF,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_XFY,union,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_XFY,family_v12,60,60,1.0
gate3c_ood_wed_thu_webattacks,covariate_shift,scaling_drift_alpha_0.100,I_XFY,family,60,60,1.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_X,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_X,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_X,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_XF,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_XF,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_XF,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_XFY,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_XFY,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.020,I_XFY,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_X,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_X,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_X,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_XF,union,60,11,0.18333333333333332
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_XF,family_v12,60,7,0.11666666666666667
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_XF,family,60,6,0.1
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_XFY,union,60,11,0.18333333333333332
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_XFY,family_v12,60,7,0.11666666666666667
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.050,I_XFY,family,60,7,0.11666666666666667
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_X,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_X,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_X,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_XF,union,60,23,0.38333333333333336
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_XF,family_v12,60,14,0.23333333333333334
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_XF,family,60,12,0.2
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_XFY,union,60,23,0.38333333333333336
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_XFY,family_v12,60,13,0.21666666666666667
gate3c_ood_wed_thu_webattacks,pipeline,feature_dropout_p_0.100,I_XFY,family,60,12,0.2
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_X,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_X,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_X,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_XF,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_XF,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_XF,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.050,I_X,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.050,I_X,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.050,I_X,family,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.050,I_XF,union,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.050,I_XF,family_v12,60,0,0.0
gate3c_ood_wed_thu_webattacks,target_shift,label_flip_prior_preserving_r_0.050,I_XF,family,60,0,0.0
