gate,attack_family,attack,regime,rule,n,n_fire,detection_rate
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.020,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.020,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.020,I_XFY,union,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.020,I_XFY,family_v12,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.020,I_XFY,family,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_X,union,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_X,family_v12,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_X,family,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_XF,union,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_XF,family_v12,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_XF,family,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_XFY,union,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_XFY,family_v12,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.050,I_XFY,family,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_X,union,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_X,family_v12,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_X,family,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_XF,union,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_XF,family_v12,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_XF,family,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_XFY,union,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_XFY,family_v12,60,60,1.0
gate3a_ood_tue_wed,covariate_shift,scaling_drift_alpha_0.100,I_XFY,family,60,60,1.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_X,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_X,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.020,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_X,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_X,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.050,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_X,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_X,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,pipeline,feature_dropout_p_0.100,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_X,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_X,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.020,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_X,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_X,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.050,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_X,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_X,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_prior_preserving_r_0.100,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_X,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_X,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.020,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_X,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_X,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.050,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_X,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_X,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,target_shift,label_flip_r_0.100,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_X,union,60,19,0.31666666666666665
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_X,family_v12,60,14,0.23333333333333334
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_X,family,60,14,0.23333333333333334
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_XF,union,60,19,0.31666666666666665
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_XF,family_v12,60,12,0.2
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_XFY,union,60,19,0.31666666666666665
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_XFY,family_v12,60,10,0.16666666666666666
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.020,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_X,union,60,51,0.85
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_X,family_v12,60,46,0.7666666666666667
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_X,family,60,46,0.7666666666666667
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_XF,union,60,54,0.9
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_XF,family_v12,60,50,0.8333333333333334
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_XF,family,60,43,0.7166666666666667
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_XFY,union,60,54,0.9
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_XFY,family_v12,60,43,0.7166666666666667
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.050,I_XFY,family,60,43,0.7166666666666667
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_X,union,60,58,0.9666666666666667
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_X,family_v12,60,57,0.95
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_X,family,60,57,0.95
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_XF,union,60,60,1.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_XF,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_XF,family,60,60,1.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_XFY,union,60,60,1.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_XFY,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,corruption,feature_sign_flip_p_0.100,I_XFY,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_X,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_X,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_X,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XF,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XF,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XF,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XFY,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XFY,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.020,I_XFY,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_X,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_X,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_X,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XF,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XF,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XF,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XFY,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XFY,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.050,I_XFY,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_X,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_X,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_X,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XF,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XF,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XF,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XFY,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XFY,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,mean_shift_pf_delta_0.100,I_XFY,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_X,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_X,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_X,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XF,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XF,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XF,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XFY,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XFY,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.020,I_XFY,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_X,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_X,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_X,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XF,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XF,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XF,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XFY,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XFY,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.050,I_XFY,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_X,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_X,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_X,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XF,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XF,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XF,family,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XFY,union,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XFY,family_v12,60,60,1.0
gate3b_ood_tue_fri_portscan,covariate_shift,scaling_drift_alpha_0.100,I_XFY,family,60,60,1.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_Ym,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_Ym,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XFY,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XFY,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.020,I_XFY,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_X,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_X,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_X,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XF,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XF,family_v12,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_XF,family,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_Ym,union,60,0,0.0
gate3b_ood_tue_fri_portscan,pipeline,feature_dropout_p_0.050,I_Ym,family_v12,60,0,0.0
