gate,regime,rule,n_draws,n_fire,pooled_rate,n_clusters,cluster_mean,cluster_ci95_low,cluster_ci95_high,n_test,n_pool_half,max_disjoint_draws_per_half,unit
gate3c_ood_wed_thu_webattacks,I_X,family,1200,53,0.04416666666666667,5,0.04416666666666667,0.003167722823871559,0.08516561050946178,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3c_ood_wed_thu_webattacks,I_XF,union,1200,195,0.1625,5,0.1625,0.10701932100727124,0.21798067899272877,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3c_ood_wed_thu_webattacks,I_XF,family,1200,65,0.05416666666666667,5,0.054166666666666675,-0.0016746705918379012,0.11000800392517125,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3c_ood_wed_thu_webattacks,I_Ym,union,1200,30,0.025,5,0.025,-0.006041599955094162,0.05604159995509417,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3c_ood_wed_thu_webattacks,I_Ym,family,1200,30,0.025,5,0.025,-0.006041599955094162,0.05604159995509417,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3c_ood_wed_thu_webattacks,I_XFY,union,1200,217,0.18083333333333335,5,0.18083333333333332,0.12528033537139627,0.23638633129527037,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3c_ood_wed_thu_webattacks,I_XFY,family,1200,65,0.05416666666666667,5,0.05416666666666666,0.006608927374557927,0.1017244059587754,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3d_ood_wed_fri_morning,I_X,union,1200,159,0.1325,5,0.1325,0.06951792726501334,0.1954820727349867,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3d_ood_wed_fri_morning,I_X,family,1200,72,0.06,5,0.06000000000000001,0.024607130575443142,0.09539286942455688,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3d_ood_wed_fri_morning,I_XF,union,1200,255,0.2125,5,0.2125,0.13637596545719682,0.28862403454280317,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3d_ood_wed_fri_morning,I_XF,family,1200,76,0.06333333333333334,5,0.06333333333333334,0.03635113692152156,0.09031552974514512,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3d_ood_wed_fri_morning,I_Ym,union,1200,30,0.025,5,0.025,-0.006041599955094162,0.05604159995509417,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3d_ood_wed_fri_morning,I_Ym,family,1200,30,0.025,5,0.025,-0.006041599955094162,0.05604159995509417,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3d_ood_wed_fri_morning,I_XFY,union,1200,309,0.2575,5,0.25749999999999995,0.1818698244627005,0.3331301755372994,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate3d_ood_wed_fri_morning,I_XFY,family,1200,73,0.060833333333333336,5,0.06083333333333333,0.03586032812043173,0.08580633854623493,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5a_id_unsw,I_X,union,2400,152,0.06333333333333334,5,0.06333333333333332,-0.01909187333438077,0.14575854000104743,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5a_id_unsw,I_X,family,2400,61,0.025416666666666667,5,0.025416666666666664,-0.017768175434379113,0.06860150876771244,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5a_id_unsw,I_XF,union,2400,324,0.135,5,0.135,0.03849814418953319,0.23150185581046684,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5a_id_unsw,I_XF,family,2400,122,0.050833333333333335,5,0.05083333333333333,0.008898441021750053,0.0927682256449166,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5a_id_unsw,I_Ym,union,2400,168,0.07,5,0.06999999999999999,0.014471097896044026,0.12552890210395595,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5a_id_unsw,I_Ym,family,2400,168,0.07,5,0.06999999999999999,0.014471097896044026,0.12552890210395595,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5a_id_unsw,I_XFY,union,2400,503,0.20958333333333334,5,0.20958333333333332,0.10794480456680991,0.3112218620998567,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5a_id_unsw,I_XFY,family,2400,129,0.05375,5,0.05375,0.005792932620584175,0.10170706737941582,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5b_id_ton_iot,I_X,union,2400,516,0.215,5,0.21500000000000002,-0.06518399671693875,0.4951839967169388,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5b_id_ton_iot,I_X,family,2400,171,0.07125,5,0.07125000000000001,-0.027834908076469517,0.17033490807646953,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5b_id_ton_iot,I_XF,union,2400,672,0.28,5,0.27999999999999997,0.002255487982571469,0.5577445120174285,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5b_id_ton_iot,I_XF,family,2400,212,0.08833333333333333,5,0.08833333333333333,0.0062131276129347435,0.17045353905373192,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5b_id_ton_iot,I_Ym,union,2400,168,0.07,5,0.06999999999999999,0.014471097896044026,0.12552890210395595,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5b_id_ton_iot,I_Ym,family,2400,168,0.07,5,0.06999999999999999,0.014471097896044026,0.12552890210395595,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5b_id_ton_iot,I_XFY,union,2400,860,0.35833333333333334,5,0.3583333333333333,0.09177366623821265,0.6248930004284539,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate5b_id_ton_iot,I_XFY,family,2400,245,0.10208333333333333,5,0.10208333333333333,-0.0007887297836350199,0.2049553964503017,128,386,3,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate6_ood_unsw,I_X,union,1200,86,0.07166666666666667,5,0.07166666666666666,-0.04270383256502455,0.18603716589835786,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate6_ood_unsw,I_X,family,1200,52,0.043333333333333335,5,0.043333333333333335,-0.032048699407679584,0.11871536607434625,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate6_ood_unsw,I_XF,union,1200,230,0.19166666666666668,5,0.19166666666666668,0.10463324355942573,0.27870008977390764,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate6_ood_unsw,I_XF,family,1200,78,0.065,5,0.06499999999999999,0.02131446967557319,0.1086855303244268,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate6_ood_unsw,I_Ym,union,1200,60,0.05,5,0.05,-0.008073515884629859,0.10807351588462986,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate6_ood_unsw,I_Ym,family,1200,60,0.05,5,0.05,-0.008073515884629859,0.10807351588462986,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate6_ood_unsw,I_XFY,union,1200,285,0.2375,5,0.2375,0.17456043963754878,0.30043956036245123,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
gate6_ood_unsw,I_XFY,family,1200,78,0.065,5,0.065,0.033829328386496556,0.09617067161350346,128,1436,11,environment x split-seed cluster; two-sided 95% Student-t over 5 clusters
