family_rule,gate,regime,policy,tau,n_clean,decision_fpr,benign_interruption_rate,n_material,unsafe_allow,containment
v12_asymmetric,gate5b_id_ton_iot,I_Ym,serve_always,0.0,2400,0.0,0.0,1679,1679,0.0
v12_asymmetric,gate6_ood_unsw,I_Ym,serve_always,0.0,1200,0.0,0.0,852,852,0.0
v12_asymmetric,gate2_id_256,I_Ym,union_uncalibrated,0.0,1200,0.045,0.0,830,830,0.0
v12_asymmetric,gate3a_ood_tue_wed,I_Ym,union_uncalibrated,0.0,1200,0.025,0.0,457,457,0.0
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_Ym,union_uncalibrated,0.0,1200,0.025,0.0,424,424,0.0
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_Ym,union_uncalibrated,0.0,1200,0.025,0.0,545,545,0.0
v12_asymmetric,gate3d_ood_wed_fri_morning,I_Ym,union_uncalibrated,0.0,1200,0.025,0.0,479,479,0.0
v12_asymmetric,gate5a_id_unsw,I_Ym,union_uncalibrated,0.0,2400,0.07,0.0,1742,1742,0.0
v12_asymmetric,gate5b_id_ton_iot,I_Ym,union_uncalibrated,0.0,2400,0.07,0.0,1679,1679,0.0
v12_asymmetric,gate6_ood_unsw,I_Ym,union_uncalibrated,0.0,1200,0.05,0.0,852,852,0.0
v12_asymmetric,gate2_id_256,I_Ym,family_calibrated,0.0,1200,0.045,0.0,830,830,0.0
v12_asymmetric,gate3a_ood_tue_wed,I_Ym,family_calibrated,0.0,1200,0.025,0.0,457,457,0.0
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_Ym,family_calibrated,0.0,1200,0.025,0.0,424,424,0.0
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_Ym,family_calibrated,0.0,1200,0.025,0.0,545,545,0.0
v12_asymmetric,gate3d_ood_wed_fri_morning,I_Ym,family_calibrated,0.0,1200,0.025,0.0,479,479,0.0
v12_asymmetric,gate5a_id_unsw,I_Ym,family_calibrated,0.0,2400,0.07,0.0,1742,1742,0.0
v12_asymmetric,gate5b_id_ton_iot,I_Ym,family_calibrated,0.0,2400,0.07,0.0,1679,1679,0.0
v12_asymmetric,gate6_ood_unsw,I_Ym,family_calibrated,0.0,1200,0.05,0.0,852,852,0.0
v12_asymmetric,gate2_id_256,I_Ym,family_calibrated_strict,0.0,1200,1.0,1.0,830,0,1.0
v12_asymmetric,gate3a_ood_tue_wed,I_Ym,family_calibrated_strict,0.0,1200,1.0,1.0,457,0,1.0
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_Ym,family_calibrated_strict,0.0,1200,1.0,1.0,424,0,1.0
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_Ym,family_calibrated_strict,0.0,1200,1.0,1.0,545,0,1.0
v12_asymmetric,gate3d_ood_wed_fri_morning,I_Ym,family_calibrated_strict,0.0,1200,1.0,1.0,479,0,1.0
v12_asymmetric,gate5a_id_unsw,I_Ym,family_calibrated_strict,0.0,2400,1.0,1.0,1742,0,1.0
v12_asymmetric,gate5b_id_ton_iot,I_Ym,family_calibrated_strict,0.0,2400,1.0,1.0,1679,0,1.0
v12_asymmetric,gate6_ood_unsw,I_Ym,family_calibrated_strict,0.0,1200,1.0,1.0,852,0,1.0
v12_asymmetric,gate2_id_256,I_XFY,serve_always,0.0,1200,0.0,0.0,830,830,0.0
v12_asymmetric,gate3a_ood_tue_wed,I_XFY,serve_always,0.0,1200,0.0,0.0,457,457,0.0
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_XFY,serve_always,0.0,1200,0.0,0.0,424,424,0.0
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_XFY,serve_always,0.0,1200,0.0,0.0,545,545,0.0
v12_asymmetric,gate3d_ood_wed_fri_morning,I_XFY,serve_always,0.0,1200,0.0,0.0,479,479,0.0
v12_asymmetric,gate5a_id_unsw,I_XFY,serve_always,0.0,2400,0.0,0.0,1742,1742,0.0
v12_asymmetric,gate5b_id_ton_iot,I_XFY,serve_always,0.0,2400,0.0,0.0,1679,1679,0.0
v12_asymmetric,gate6_ood_unsw,I_XFY,serve_always,0.0,1200,0.0,0.0,852,852,0.0
v12_asymmetric,gate2_id_256,I_XFY,union_uncalibrated,0.0,1200,0.3308333333333333,1.0,830,514,0.38072289156626504
v12_asymmetric,gate3a_ood_tue_wed,I_XFY,union_uncalibrated,0.0,1200,0.25416666666666665,0.975,457,279,0.38949671772428884
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_XFY,union_uncalibrated,0.0,1200,0.1975,1.0,424,236,0.44339622641509435
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_XFY,union_uncalibrated,0.0,1200,0.18083333333333335,0.9583333333333334,545,246,0.5486238532110091
v12_asymmetric,gate3d_ood_wed_fri_morning,I_XFY,union_uncalibrated,0.0,1200,0.2575,1.0,479,216,0.5490605427974948
v12_asymmetric,gate5a_id_unsw,I_XFY,union_uncalibrated,0.0,2400,0.20958333333333334,0.44583333333333336,1742,1129,0.351894374282434
v12_asymmetric,gate5b_id_ton_iot,I_XFY,union_uncalibrated,0.0,2400,0.35833333333333334,0.7583333333333333,1679,962,0.42703990470518166
v12_asymmetric,gate6_ood_unsw,I_XFY,union_uncalibrated,0.0,1200,0.2375,0.24166666666666667,852,598,0.2981220657276995
v12_asymmetric,gate2_id_256,I_XFY,family_calibrated,0.0,1200,0.14583333333333334,1.0,830,531,0.3602409638554217
v12_asymmetric,gate3a_ood_tue_wed,I_XFY,family_calibrated,0.0,1200,0.10166666666666667,0.9583333333333334,457,285,0.37636761487964987
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_XFY,family_calibrated,0.0,1200,0.04583333333333333,1.0,424,245,0.4221698113207547
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_XFY,family_calibrated,0.0,1200,0.05416666666666667,0.65,545,264,0.5155963302752293
v12_asymmetric,gate3d_ood_wed_fri_morning,I_XFY,family_calibrated,0.0,1200,0.060833333333333336,1.0,479,223,0.534446764091858
v12_asymmetric,gate5a_id_unsw,I_XFY,family_calibrated,0.0,2400,0.05375,0.12916666666666668,1742,1160,0.3340987370838117
v12_asymmetric,gate5b_id_ton_iot,I_XFY,family_calibrated,0.0,2400,0.10208333333333333,0.19166666666666668,1679,1002,0.4032162001191185
v12_asymmetric,gate6_ood_unsw,I_XFY,family_calibrated,0.0,1200,0.065,0.0,852,612,0.28169014084507044
v12_asymmetric,gate2_id_256,I_XFY,family_calibrated_strict,0.0,1200,0.14583333333333334,1.0,830,531,0.3602409638554217
v12_asymmetric,gate3a_ood_tue_wed,I_XFY,family_calibrated_strict,0.0,1200,0.10166666666666667,0.9583333333333334,457,285,0.37636761487964987
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_XFY,family_calibrated_strict,0.0,1200,0.04583333333333333,1.0,424,245,0.4221698113207547
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_XFY,family_calibrated_strict,0.0,1200,0.05416666666666667,0.65,545,264,0.5155963302752293
v12_asymmetric,gate3d_ood_wed_fri_morning,I_XFY,family_calibrated_strict,0.0,1200,0.060833333333333336,1.0,479,223,0.534446764091858
v12_asymmetric,gate5a_id_unsw,I_XFY,family_calibrated_strict,0.0,2400,0.05375,0.12916666666666668,1742,1160,0.3340987370838117
v12_asymmetric,gate5b_id_ton_iot,I_XFY,family_calibrated_strict,0.0,2400,0.10208333333333333,0.19166666666666668,1679,1002,0.4032162001191185
v12_asymmetric,gate6_ood_unsw,I_XFY,family_calibrated_strict,0.0,1200,0.065,0.0,852,612,0.28169014084507044
v12_asymmetric,gate2_id_256,I_XFY_trusted,serve_always,0.0,120,0.0,0.0,830,830,0.0
v12_asymmetric,gate3a_ood_tue_wed,I_XFY_trusted,serve_always,0.0,120,0.0,0.0,457,457,0.0
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_XFY_trusted,serve_always,0.0,120,0.0,0.0,424,424,0.0
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_XFY_trusted,serve_always,0.0,120,0.0,0.0,545,545,0.0
v12_asymmetric,gate3d_ood_wed_fri_morning,I_XFY_trusted,serve_always,0.0,120,0.0,0.0,479,479,0.0
v12_asymmetric,gate5a_id_unsw,I_XFY_trusted,serve_always,0.0,240,0.0,0.0,1742,1742,0.0
v12_asymmetric,gate5b_id_ton_iot,I_XFY_trusted,serve_always,0.0,240,0.0,0.0,1679,1679,0.0
v12_asymmetric,gate6_ood_unsw,I_XFY_trusted,serve_always,0.0,120,0.0,0.0,852,852,0.0
v12_asymmetric,gate2_id_256,I_XFY_trusted,union_uncalibrated,0.0,120,0.0,1.0,830,0,1.0
v12_asymmetric,gate3a_ood_tue_wed,I_XFY_trusted,union_uncalibrated,0.0,120,0.0,0.975,457,0,1.0
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_XFY_trusted,union_uncalibrated,0.0,120,0.0,1.0,424,0,1.0
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_XFY_trusted,union_uncalibrated,0.0,120,0.0,0.9583333333333334,545,0,1.0
v12_asymmetric,gate3d_ood_wed_fri_morning,I_XFY_trusted,union_uncalibrated,0.0,120,0.0,1.0,479,0,1.0
v12_asymmetric,gate5a_id_unsw,I_XFY_trusted,union_uncalibrated,0.0,240,0.0,0.4791666666666667,1742,0,1.0
v12_asymmetric,gate5b_id_ton_iot,I_XFY_trusted,union_uncalibrated,0.0,240,0.0,0.7708333333333334,1679,0,1.0
v12_asymmetric,gate6_ood_unsw,I_XFY_trusted,union_uncalibrated,0.0,120,0.0,0.2833333333333333,852,0,1.0
v12_asymmetric,gate2_id_256,I_XFY_trusted,family_calibrated,0.0,120,0.0,1.0,830,0,1.0
v12_asymmetric,gate3a_ood_tue_wed,I_XFY_trusted,family_calibrated,0.0,120,0.0,0.9583333333333334,457,0,1.0
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_XFY_trusted,family_calibrated,0.0,120,0.0,1.0,424,0,1.0
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_XFY_trusted,family_calibrated,0.0,120,0.0,0.6583333333333333,545,0,1.0
v12_asymmetric,gate3d_ood_wed_fri_morning,I_XFY_trusted,family_calibrated,0.0,120,0.0,1.0,479,0,1.0
v12_asymmetric,gate5a_id_unsw,I_XFY_trusted,family_calibrated,0.0,240,0.0,0.18333333333333332,1742,0,1.0
v12_asymmetric,gate5b_id_ton_iot,I_XFY_trusted,family_calibrated,0.0,240,0.0,0.24583333333333332,1679,0,1.0
v12_asymmetric,gate6_ood_unsw,I_XFY_trusted,family_calibrated,0.0,120,0.0,0.06666666666666667,852,0,1.0
v12_asymmetric,gate2_id_256,I_XFY_trusted,family_calibrated_strict,0.0,120,0.0,1.0,830,0,1.0
v12_asymmetric,gate3a_ood_tue_wed,I_XFY_trusted,family_calibrated_strict,0.0,120,0.0,0.9583333333333334,457,0,1.0
v12_asymmetric,gate3b_ood_tue_fri_portscan,I_XFY_trusted,family_calibrated_strict,0.0,120,0.0,1.0,424,0,1.0
v12_asymmetric,gate3c_ood_wed_thu_webattacks,I_XFY_trusted,family_calibrated_strict,0.0,120,0.0,0.6583333333333333,545,0,1.0
v12_asymmetric,gate3d_ood_wed_fri_morning,I_XFY_trusted,family_calibrated_strict,0.0,120,0.0,1.0,479,0,1.0
v12_asymmetric,gate5a_id_unsw,I_XFY_trusted,family_calibrated_strict,0.0,240,0.0,0.18333333333333332,1742,0,1.0
v12_asymmetric,gate5b_id_ton_iot,I_XFY_trusted,family_calibrated_strict,0.0,240,0.0,0.24583333333333332,1679,0,1.0
v12_asymmetric,gate6_ood_unsw,I_XFY_trusted,family_calibrated_strict,0.0,120,0.0,0.06666666666666667,852,0,1.0
