gate,svd_dim,model,regime,n_resplits,resplit_rate_family_v12,resplit_rate_family,resplit_rate_family_max,conformal_level
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,I_XF,30,0.05766666666666667,0.039833333333333325,0.095,0.04975124378109453
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,I_Ym,30,0.04183333333333334,0.04183333333333334,0.07,0.04975124378109453
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,I_XFY,30,0.05183333333333333,0.03566666666666666,0.085,0.04975124378109453
gate3b_ood_tue_fri_portscan,12,svc_rbf,I_X,30,0.057499999999999996,0.04666666666666666,0.09,0.04975124378109453
gate3b_ood_tue_fri_portscan,12,svc_rbf,I_XF,30,0.05766666666666667,0.04133333333333333,0.13,0.04975124378109453
gate3b_ood_tue_fri_portscan,12,svc_rbf,I_Ym,30,0.0375,0.0375,0.08,0.04975124378109453
gate3b_ood_tue_fri_portscan,12,svc_rbf,I_XFY,30,0.07349999999999998,0.03766666666666667,0.08,0.04975124378109453
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,I_X,30,0.04833333333333334,0.0425,0.08,0.04975124378109453
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,I_XF,30,0.05983333333333332,0.03833333333333333,0.08,0.04975124378109453
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,I_Ym,30,0.043666666666666666,0.043666666666666666,0.14,0.04975124378109453
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,I_XFY,30,0.054666666666666655,0.032,0.075,0.04975124378109453
gate3c_ood_wed_thu_webattacks,8,svc_rbf,I_X,30,0.053,0.04633333333333334,0.09,0.04975124378109453
gate3c_ood_wed_thu_webattacks,8,svc_rbf,I_XF,30,0.052,0.038,0.095,0.04975124378109453
gate3c_ood_wed_thu_webattacks,8,svc_rbf,I_Ym,30,0.037333333333333336,0.037333333333333336,0.07,0.04975124378109453
gate3c_ood_wed_thu_webattacks,8,svc_rbf,I_XFY,30,0.0565,0.03783333333333332,0.07,0.04975124378109453
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,I_X,30,0.05349999999999999,0.046,0.07,0.04975124378109453
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,I_XF,30,0.05566666666666668,0.03900000000000001,0.09,0.04975124378109453
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,I_Ym,30,0.038000000000000006,0.038000000000000006,0.08,0.04975124378109453
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,I_XFY,30,0.060000000000000005,0.04366666666666666,0.08,0.04975124378109453
gate3c_ood_wed_thu_webattacks,10,svc_rbf,I_X,30,0.05466666666666667,0.04666666666666666,0.07,0.04975124378109453
gate3c_ood_wed_thu_webattacks,10,svc_rbf,I_XF,30,0.05666666666666667,0.043333333333333335,0.1,0.04975124378109453
gate3c_ood_wed_thu_webattacks,10,svc_rbf,I_Ym,30,0.037333333333333336,0.037333333333333336,0.07,0.04975124378109453
gate3c_ood_wed_thu_webattacks,10,svc_rbf,I_XFY,30,0.048833333333333326,0.034,0.075,0.04975124378109453
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,I_X,30,0.0615,0.051166666666666666,0.105,0.04975124378109453
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,I_XF,30,0.05683333333333333,0.040333333333333325,0.1,0.04975124378109453
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,I_Ym,30,0.04,0.04,0.065,0.04975124378109453
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,I_XFY,30,0.06649999999999999,0.04583333333333332,0.1,0.04975124378109453
gate3c_ood_wed_thu_webattacks,12,svc_rbf,I_X,30,0.0605,0.05133333333333333,0.135,0.04975124378109453
gate3c_ood_wed_thu_webattacks,12,svc_rbf,I_XF,30,0.05733333333333334,0.0385,0.1,0.04975124378109453
gate3c_ood_wed_thu_webattacks,12,svc_rbf,I_Ym,30,0.03833333333333333,0.03833333333333333,0.08,0.04975124378109453
gate3c_ood_wed_thu_webattacks,12,svc_rbf,I_XFY,30,0.057666666666666665,0.03816666666666667,0.08,0.04975124378109453
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,I_X,30,0.052000000000000005,0.04300000000000001,0.105,0.04975124378109453
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,I_XF,30,0.057,0.04283333333333334,0.11,0.04975124378109453
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,I_Ym,30,0.04,0.04,0.075,0.04975124378109453
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,I_XFY,30,0.0655,0.04,0.07,0.04975124378109453
gate3d_ood_wed_fri_morning,8,svc_rbf,I_X,30,0.05366666666666667,0.043666666666666666,0.095,0.04975124378109453
gate3d_ood_wed_fri_morning,8,svc_rbf,I_XF,30,0.05566666666666667,0.036333333333333336,0.12,0.04975124378109453
gate3d_ood_wed_fri_morning,8,svc_rbf,I_Ym,30,0.042333333333333334,0.042333333333333334,0.075,0.04975124378109453
gate3d_ood_wed_fri_morning,8,svc_rbf,I_XFY,30,0.058833333333333335,0.029000000000000005,0.085,0.04975124378109453
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,I_X,30,0.043500000000000004,0.03833333333333334,0.095,0.04975124378109453
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,I_XF,30,0.05716666666666668,0.04116666666666667,0.095,0.04975124378109453
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,I_Ym,30,0.04299999999999999,0.04299999999999999,0.075,0.04975124378109453
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,I_XFY,30,0.06383333333333333,0.03866666666666666,0.09,0.04975124378109453
gate3d_ood_wed_fri_morning,10,svc_rbf,I_X,30,0.05433333333333333,0.04983333333333333,0.105,0.04975124378109453
gate3d_ood_wed_fri_morning,10,svc_rbf,I_XF,30,0.05216666666666667,0.03916666666666667,0.11,0.04975124378109453
gate3d_ood_wed_fri_morning,10,svc_rbf,I_Ym,30,0.040333333333333325,0.040333333333333325,0.075,0.04975124378109453
gate3d_ood_wed_fri_morning,10,svc_rbf,I_XFY,30,0.064,0.044000000000000004,0.09,0.04975124378109453
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_X,30,0.05516666666666666,0.0455,0.11,0.04975124378109453
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_XF,30,0.05483333333333332,0.042166666666666665,0.08,0.04975124378109453
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_Ym,30,0.043166666666666666,0.043166666666666666,0.07,0.04975124378109453
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_XFY,30,0.05549999999999999,0.03733333333333333,0.085,0.04975124378109453
gate3d_ood_wed_fri_morning,12,svc_rbf,I_X,30,0.05216666666666667,0.04599999999999999,0.1,0.04975124378109453
gate3d_ood_wed_fri_morning,12,svc_rbf,I_XF,30,0.053999999999999986,0.04283333333333333,0.1,0.04975124378109453
gate3d_ood_wed_fri_morning,12,svc_rbf,I_Ym,30,0.0415,0.0415,0.075,0.04975124378109453
gate3d_ood_wed_fri_morning,12,svc_rbf,I_XFY,30,0.05933333333333333,0.03633333333333333,0.085,0.04975124378109453
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_X,30,0.060000000000000005,0.05433333333333333,0.13,0.04975124378109453
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_XF,30,0.057833333333333334,0.03966666666666666,0.095,0.04975124378109453
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_Ym,30,0.035833333333333335,0.035833333333333335,0.105,0.04975124378109453
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_XFY,30,0.06016666666666667,0.029833333333333333,0.075,0.04975124378109453
gate5a_id_unsw,8,qsvc_z_r1,I_X,30,0.047666666666666656,0.042499999999999996,0.085,0.04975124378109453
gate5a_id_unsw,8,qsvc_z_r1,I_XF,30,0.06266666666666668,0.04733333333333333,0.1,0.04975124378109453
gate5a_id_unsw,8,qsvc_z_r1,I_Ym,30,0.03200000000000001,0.03200000000000001,0.07,0.04975124378109453
gate5a_id_unsw,8,qsvc_z_r1,I_XFY,30,0.059666666666666666,0.03266666666666667,0.07,0.04975124378109453
gate5a_id_unsw,8,qsvc_zz_r1,I_X,30,0.04933333333333333,0.04466666666666667,0.095,0.04975124378109453
gate5a_id_unsw,8,qsvc_zz_r1,I_XF,30,0.05816666666666667,0.03766666666666667,0.085,0.04975124378109453
gate5a_id_unsw,8,qsvc_zz_r1,I_Ym,30,0.028166666666666673,0.028166666666666673,0.065,0.04975124378109453
gate5a_id_unsw,8,qsvc_zz_r1,I_XFY,30,0.06233333333333334,0.03150000000000001,0.07,0.04975124378109453
gate5a_id_unsw,8,svc_rbf,I_X,30,0.06033333333333334,0.05266666666666666,0.1,0.04975124378109453
gate5a_id_unsw,8,svc_rbf,I_XF,30,0.064,0.04383333333333334,0.085,0.04975124378109453
gate5a_id_unsw,8,svc_rbf,I_Ym,30,0.04183333333333334,0.04183333333333334,0.08,0.04975124378109453
gate5a_id_unsw,8,svc_rbf,I_XFY,30,0.05633333333333333,0.034833333333333334,0.07,0.04975124378109453
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_X,30,0.04466666666666667,0.03666666666666667,0.08,0.04975124378109453
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_XF,30,0.04933333333333334,0.037166666666666674,0.085,0.04975124378109453
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_Ym,30,0.03833333333333334,0.03833333333333334,0.08,0.04975124378109453
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_XFY,30,0.06350000000000001,0.03216666666666667,0.07,0.04975124378109453
gate5a_id_unsw,10,qsvc_z_r1,I_X,30,0.04466666666666667,0.03933333333333333,0.08,0.04975124378109453
gate5a_id_unsw,10,qsvc_z_r1,I_XF,30,0.064,0.044000000000000004,0.085,0.04975124378109453
gate5a_id_unsw,10,qsvc_z_r1,I_Ym,30,0.04116666666666667,0.04116666666666667,0.075,0.04975124378109453
gate5a_id_unsw,10,qsvc_z_r1,I_XFY,30,0.056666666666666664,0.0325,0.08,0.04975124378109453
gate5a_id_unsw,10,qsvc_zz_r1,I_X,30,0.05516666666666667,0.04666666666666666,0.12,0.04975124378109453
