gate,svd_dim,split_seed,model_seed,model,attack,attack_family,delta_bal_acc,fire_exact,fire_union__I_X,fire_union__I_XF,fire_union__I_Ym,fire_union__I_XFY,fire_family__I_X,fire_family__I_XF,fire_family__I_Ym,fire_family__I_XFY,decision__I_X__serve_always,decision__I_X__union_uncalibrated,decision__I_X__family_calibrated,decision__I_X__family_calibrated_strict,decision__I_XF__serve_always,decision__I_XF__union_uncalibrated,decision__I_XF__family_calibrated,decision__I_XF__family_calibrated_strict,decision__I_Ym__serve_always,decision__I_Ym__union_uncalibrated,decision__I_Ym__family_calibrated,decision__I_Ym__family_calibrated_strict,decision__I_XFY__serve_always,decision__I_XFY__union_uncalibrated,decision__I_XFY__family_calibrated,decision__I_XFY__family_calibrated_strict,decision__I_XFY_trusted__serve_always,decision__I_XFY_trusted__union_uncalibrated,decision__I_XFY_trusted__family_calibrated,decision__I_XFY_trusted__family_calibrated_strict
gate2_id_256,12,42,43,svc_rbf,mean_shift_pf_delta_0.020,covariate_shift,-0.0078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,42,43,svc_rbf,mean_shift_pf_delta_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,42,43,svc_rbf,mean_shift_pf_delta_0.100,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,42,43,svc_rbf,scaling_drift_alpha_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,42,43,svc_rbf,scaling_drift_alpha_0.050,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,42,43,svc_rbf,scaling_drift_alpha_0.100,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,feature_dropout_p_0.020,pipeline,0.0,False,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,allow,allow,allow
gate2_id_256,12,43,42,svc_rbf,feature_dropout_p_0.050,pipeline,-0.00390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,feature_dropout_p_0.100,pipeline,0.01171875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,feature_sign_flip_p_0.020,corruption,0.00390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,feature_sign_flip_p_0.050,corruption,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,feature_sign_flip_p_0.100,corruption,0.0078125,True,False,True,False,True,False,False,False,False,allow,allow,allow,hold,allow,hold,allow,hold,allow,allow,allow,hold,allow,hold,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,label_flip_prior_preserving_r_0.020,target_shift,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,label_flip_prior_preserving_r_0.050,target_shift,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,label_flip_prior_preserving_r_0.100,target_shift,0.0390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,label_flip_r_0.020,target_shift,0.008316532258064502,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,label_flip_r_0.050,target_shift,0.0546875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,label_flip_r_0.100,target_shift,0.033820941697846996,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,mean_shift_pf_delta_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,42,svc_rbf,mean_shift_pf_delta_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,42,svc_rbf,mean_shift_pf_delta_0.100,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,42,svc_rbf,scaling_drift_alpha_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,42,svc_rbf,scaling_drift_alpha_0.050,covariate_shift,-0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,43,42,svc_rbf,scaling_drift_alpha_0.100,covariate_shift,-0.0078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,feature_dropout_p_0.020,pipeline,0.00390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,feature_dropout_p_0.050,pipeline,0.01171875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,feature_dropout_p_0.100,pipeline,0.01953125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,feature_sign_flip_p_0.020,corruption,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,feature_sign_flip_p_0.050,corruption,0.046875,True,False,False,False,True,False,False,False,True,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,feature_sign_flip_p_0.100,corruption,0.046875,True,False,True,False,True,False,True,False,True,allow,allow,allow,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,label_flip_prior_preserving_r_0.020,target_shift,0.0,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,label_flip_prior_preserving_r_0.050,target_shift,0.0390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,label_flip_prior_preserving_r_0.100,target_shift,0.0703125,True,False,False,False,True,False,False,False,True,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,label_flip_r_0.020,target_shift,0.014692164179104461,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,label_flip_r_0.050,target_shift,0.02252186811842427,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,label_flip_r_0.100,target_shift,0.080554855125619,True,False,False,False,True,False,False,False,True,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,43,43,svc_rbf,mean_shift_pf_delta_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,43,svc_rbf,mean_shift_pf_delta_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,43,svc_rbf,mean_shift_pf_delta_0.100,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,43,svc_rbf,scaling_drift_alpha_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,43,svc_rbf,scaling_drift_alpha_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,43,43,svc_rbf,scaling_drift_alpha_0.100,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,42,svc_rbf,feature_dropout_p_0.020,pipeline,0.00390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,feature_dropout_p_0.050,pipeline,0.01953125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,feature_dropout_p_0.100,pipeline,0.0234375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,feature_sign_flip_p_0.020,corruption,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,feature_sign_flip_p_0.050,corruption,0.01953125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,feature_sign_flip_p_0.100,corruption,0.0546875,True,False,True,False,True,False,True,False,True,allow,allow,allow,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,label_flip_prior_preserving_r_0.020,target_shift,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,label_flip_prior_preserving_r_0.050,target_shift,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,label_flip_prior_preserving_r_0.100,target_shift,0.0859375,True,False,False,False,True,False,False,False,True,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,label_flip_r_0.020,target_shift,0.0234375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,label_flip_r_0.050,target_shift,0.041283700980392135,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,label_flip_r_0.100,target_shift,0.03749784779614318,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,mean_shift_pf_delta_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,42,svc_rbf,mean_shift_pf_delta_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,42,svc_rbf,mean_shift_pf_delta_0.100,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,44,42,svc_rbf,scaling_drift_alpha_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,42,svc_rbf,scaling_drift_alpha_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,42,svc_rbf,scaling_drift_alpha_0.100,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,43,svc_rbf,feature_dropout_p_0.020,pipeline,0.0,False,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,allow,allow,allow
gate2_id_256,12,44,43,svc_rbf,feature_dropout_p_0.050,pipeline,0.00390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,feature_dropout_p_0.100,pipeline,0.0234375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,feature_sign_flip_p_0.020,corruption,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,feature_sign_flip_p_0.050,corruption,0.0625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,feature_sign_flip_p_0.100,corruption,0.078125,True,False,False,False,True,False,False,False,True,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,label_flip_prior_preserving_r_0.020,target_shift,0.0,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,label_flip_prior_preserving_r_0.050,target_shift,0.0390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,label_flip_prior_preserving_r_0.100,target_shift,0.0546875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,label_flip_r_0.020,target_shift,0.01315829667644186,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,label_flip_r_0.050,target_shift,0.03790027832150722,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,label_flip_r_0.100,target_shift,0.07049761450381675,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,mean_shift_pf_delta_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,43,svc_rbf,mean_shift_pf_delta_0.050,covariate_shift,0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,44,43,svc_rbf,mean_shift_pf_delta_0.100,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,43,svc_rbf,scaling_drift_alpha_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,43,svc_rbf,scaling_drift_alpha_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,44,43,svc_rbf,scaling_drift_alpha_0.100,covariate_shift,-0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,feature_dropout_p_0.020,pipeline,0.0078125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,feature_dropout_p_0.050,pipeline,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,feature_dropout_p_0.100,pipeline,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,feature_sign_flip_p_0.020,corruption,0.01171875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,feature_sign_flip_p_0.050,corruption,0.0546875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,feature_sign_flip_p_0.100,corruption,0.0859375,True,False,True,False,True,False,True,False,True,allow,allow,allow,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,label_flip_prior_preserving_r_0.020,target_shift,0.0,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,label_flip_prior_preserving_r_0.050,target_shift,0.0390625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,label_flip_prior_preserving_r_0.100,target_shift,0.0859375,True,False,False,False,True,False,False,False,True,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,label_flip_r_0.020,target_shift,0.03125,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,label_flip_r_0.050,target_shift,0.04424603174603181,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,label_flip_r_0.100,target_shift,0.05178724249648514,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,mean_shift_pf_delta_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,45,42,svc_rbf,mean_shift_pf_delta_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,45,42,svc_rbf,mean_shift_pf_delta_0.100,covariate_shift,0.0078125,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,45,42,svc_rbf,scaling_drift_alpha_0.020,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,45,42,svc_rbf,scaling_drift_alpha_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,45,42,svc_rbf,scaling_drift_alpha_0.100,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
gate2_id_256,12,45,43,svc_rbf,feature_dropout_p_0.020,pipeline,0.0,False,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,allow,allow,allow
gate2_id_256,12,45,43,svc_rbf,feature_dropout_p_0.050,pipeline,0.01171875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,feature_dropout_p_0.100,pipeline,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,feature_sign_flip_p_0.020,corruption,0.0234375,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,feature_sign_flip_p_0.050,corruption,0.04296875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,feature_sign_flip_p_0.100,corruption,0.03515625,True,False,True,False,True,False,True,False,True,allow,allow,allow,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,label_flip_prior_preserving_r_0.020,target_shift,0.0,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,label_flip_prior_preserving_r_0.050,target_shift,0.015625,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,label_flip_prior_preserving_r_0.100,target_shift,0.046875,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,label_flip_r_0.020,target_shift,0.013059943528693552,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,label_flip_r_0.050,target_shift,0.03369486416361411,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,label_flip_r_0.100,target_shift,0.08076850813343095,True,False,False,False,False,False,False,False,False,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,hold,allow,allow,allow,allow,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,mean_shift_pf_delta_0.020,covariate_shift,-0.00390625,True,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,block,block,block
gate2_id_256,12,45,43,svc_rbf,mean_shift_pf_delta_0.050,covariate_shift,0.0,False,True,True,False,True,True,True,False,True,allow,hold,hold,hold,allow,hold,hold,hold,allow,allow,allow,hold,allow,hold,hold,hold,allow,hold,hold,hold
