geometry,attack,attack_class,mechanism,strength,subset,regime,rule,n,n_fire,response_rate,clean_n_fire,attack_only,clean_only,both_fire
corrected_original,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_XF,union,317,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_XF,family,317,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_Ym,union,317,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_Ym,family,317,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_XFY,union,317,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_XFY,family,317,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_X,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_X,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_XF,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_XF,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_Ym,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_Ym,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_XFY,union,600,1,0.0016666666666666668,0,1,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_XFY,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_X,union,369,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_X,family,369,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_XF,union,369,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_XF,family,369,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_Ym,union,369,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_Ym,family,369,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_XFY,union,369,1,0.0027100271002710027,0,1,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_XFY,family,369,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_X,union,404,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_X,family,404,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_XF,union,404,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_XF,family,404,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_Ym,union,404,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_Ym,family,404,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_XFY,union,404,1,0.0024752475247524753,0,1,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_XFY,family,404,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_X,union,196,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_X,family,196,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_XF,union,196,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_XF,family,196,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_Ym,union,196,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_Ym,family,196,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_XFY,union,196,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_XFY,family,196,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_X,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_X,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_XF,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_XF,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_Ym,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_Ym,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_XFY,union,600,20,0.03333333333333333,0,20,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_XFY,family,600,7,0.011666666666666667,0,7,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_X,union,428,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_X,family,428,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_XF,union,428,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_XF,family,428,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_Ym,union,428,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_Ym,family,428,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_XFY,union,428,20,0.04672897196261682,0,20,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_XFY,family,428,7,0.016355140186915886,0,7,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_X,union,421,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_X,family,421,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_XF,union,421,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_XF,family,421,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_Ym,union,421,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_Ym,family,421,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_XFY,union,421,19,0.04513064133016627,0,19,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_XFY,family,421,7,0.0166270783847981,0,7,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_X,union,179,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_X,family,179,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_XF,union,179,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_XF,family,179,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_Ym,union,179,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_Ym,family,179,0,0.0,0,0,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_XFY,union,179,1,0.00558659217877095,0,1,0,0
corrected_original,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_XFY,family,179,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,all,I_X,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,all,I_X,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,all,I_XF,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,all,I_XF,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,all,I_Ym,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,all,I_Ym,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,all,I_XFY,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,all,I_XFY,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,material,I_X,union,521,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,material,I_X,family,521,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,material,I_XF,union,521,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,material,I_XF,family,521,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,material,I_Ym,union,521,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,material,I_Ym,family,521,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,material,I_XFY,union,521,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,material,I_XFY,family,521,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_X,union,563,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_X,family,563,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_XF,union,563,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_XF,family,563,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_Ym,union,563,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_Ym,family,563,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_XFY,union,563,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_XFY,family,563,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_X,union,37,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_X,family,37,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_XF,union,37,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_XF,family,37,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_Ym,union,37,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_Ym,family,37,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_XFY,union,37,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_XFY,family,37,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,all,I_X,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,all,I_X,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,all,I_XF,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,all,I_XF,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,all,I_Ym,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,all,I_Ym,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,all,I_XFY,union,600,2,0.0033333333333333335,0,2,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,all,I_XFY,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,material,I_X,union,499,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,material,I_X,family,499,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,material,I_XF,union,499,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,material,I_XF,family,499,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,material,I_Ym,union,499,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,material,I_Ym,family,499,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,material,I_XFY,union,499,2,0.004008016032064128,0,2,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,material,I_XFY,family,499,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_X,union,599,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_X,family,599,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_XF,union,599,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_XF,family,599,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_Ym,union,599,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_Ym,family,599,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_XFY,union,599,2,0.00333889816360601,0,2,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_XFY,family,599,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_X,union,1,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_X,family,1,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_XF,union,1,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_XF,family,1,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_Ym,union,1,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_Ym,family,1,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_XFY,union,1,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_XFY,family,1,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,all,I_X,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,all,I_X,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,all,I_XF,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,all,I_XF,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,all,I_Ym,union,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,all,I_Ym,family,600,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,all,I_XFY,union,600,20,0.03333333333333333,0,20,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,all,I_XFY,family,600,4,0.006666666666666667,0,4,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,material,I_X,union,538,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,material,I_X,family,538,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,material,I_XF,union,538,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,material,I_XF,family,538,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,material,I_Ym,union,538,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,material,I_Ym,family,538,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,material,I_XFY,union,538,20,0.03717472118959108,0,20,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,material,I_XFY,family,538,4,0.007434944237918215,0,4,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_X,union,566,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_X,family,566,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_XF,union,566,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_XF,family,566,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_Ym,union,566,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_Ym,family,566,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_XFY,union,566,20,0.0353356890459364,0,20,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_XFY,family,566,4,0.007067137809187279,0,4,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_X,union,34,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_X,family,34,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_XF,union,34,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_XF,family,34,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_Ym,union,34,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_Ym,family,34,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_XFY,union,34,0,0.0,0,0,0,0
corrected_original,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_XFY,family,34,0,0.0,0,0,0,0
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,all,I_X,union,600,102,0.17,102,0,0,102
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,all,I_X,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,all,I_XF,union,600,155,0.25833333333333336,155,0,0,155
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,all,I_XF,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,all,I_Ym,union,600,48,0.08,48,0,0,48
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,all,I_Ym,family,600,48,0.08,48,0,0,48
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,all,I_XFY,union,600,211,0.3516666666666667,197,15,1,196
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,all,I_XFY,family,600,48,0.08,48,3,3,45
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,material,I_X,union,283,60,0.21201413427561838,60,0,0,60
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,material,I_X,family,283,19,0.06713780918727916,19,0,0,19
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,material,I_XF,union,283,77,0.27208480565371024,77,0,0,77
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,material,I_XF,family,283,20,0.0706713780918728,20,0,0,20
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,material,I_Ym,union,283,35,0.12367491166077739,35,0,0,35
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,material,I_Ym,family,283,35,0.12367491166077739,35,0,0,35
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,material,I_XFY,union,283,118,0.4169611307420495,104,15,1,103
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,material,I_XFY,family,283,24,0.08480565371024736,24,3,3,21
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_separable,I_X,union,283,60,0.21201413427561838,60,0,0,60
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_separable,I_X,family,283,19,0.06713780918727916,19,0,0,19
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_separable,I_XF,union,283,77,0.27208480565371024,77,0,0,77
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_separable,I_XF,family,283,20,0.0706713780918728,20,0,0,20
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_separable,I_Ym,union,283,35,0.12367491166077739,35,0,0,35
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_separable,I_Ym,family,283,35,0.12367491166077739,35,0,0,35
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_separable,I_XFY,union,283,118,0.4169611307420495,104,15,1,103
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_separable,I_XFY,family,283,24,0.08480565371024736,24,3,3,21
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_X,union,317,42,0.13249211356466878,42,0,0,42
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_X,family,317,24,0.07570977917981073,24,0,0,24
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_XF,union,317,78,0.24605678233438485,78,0,0,78
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_XF,family,317,23,0.07255520504731862,23,0,0,23
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_Ym,union,317,13,0.04100946372239748,13,0,0,13
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_Ym,family,317,13,0.04100946372239748,13,0,0,13
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_XFY,union,317,93,0.29337539432176657,93,0,0,93
aligned,label_flip_prior_preserving_r_0.020,label,label_flip_prior_preserving,0.02,aggregate_blind,I_XFY,family,317,24,0.07570977917981073,24,0,0,24
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_X,union,600,102,0.17,102,0,0,102
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_X,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_XF,union,600,155,0.25833333333333336,155,0,0,155
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_XF,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_Ym,union,600,48,0.08,48,0,0,48
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_Ym,family,600,48,0.08,48,0,0,48
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_XFY,union,600,224,0.37333333333333335,197,28,1,196
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,all,I_XFY,family,600,55,0.09166666666666666,48,10,3,45
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_X,union,404,80,0.19801980198019803,80,0,0,80
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_X,family,404,31,0.07673267326732673,31,0,0,31
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_XF,union,404,111,0.2747524752475248,111,0,0,111
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_XF,family,404,32,0.07920792079207921,32,0,0,32
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_Ym,union,404,46,0.11386138613861387,46,0,0,46
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_Ym,family,404,46,0.11386138613861387,46,0,0,46
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_XFY,union,404,179,0.4430693069306931,152,28,1,151
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,material,I_XFY,family,404,46,0.11386138613861387,39,10,3,36
