scope,attack,attack_class,mechanism,strength,regime,rule,n,primary_n_fire,without_ks_n_fire,delta_n_fire,surviving_primary_fires,ablation_role
gateA_original,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_X,union,600,506,505,-1,505,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_X,family,600,484,486,2,484,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XF,union,600,528,528,0,528,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XF,family,600,498,501,3,498,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XFY,union,600,528,528,0,528,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XFY,family,600,486,493,7,486,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_X,union,600,541,541,0,541,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_X,family,600,530,530,0,530,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XF,union,600,557,557,0,557,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XF,family,600,537,538,1,537,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XFY,union,600,559,559,0,559,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XFY,family,600,530,536,6,530,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_X,union,600,36,30,-6,30,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_X,family,600,28,26,-2,26,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XF,union,600,165,163,-2,163,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XF,family,600,135,136,1,135,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XFY,union,600,165,163,-2,163,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XFY,family,600,129,129,0,129,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_X,union,600,197,197,0,197,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_X,family,600,173,180,7,172,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XF,union,600,307,307,0,307,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XF,family,600,254,254,0,254,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XFY,union,600,308,308,0,308,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XFY,family,600,237,242,5,237,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_X,union,600,366,352,-14,352,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_X,family,600,345,337,-8,335,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XF,union,600,428,423,-5,423,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XF,family,600,391,391,0,391,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XFY,union,600,428,423,-5,423,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XFY,family,600,378,383,5,378,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_X,union,600,468,468,0,468,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_X,family,600,451,453,2,451,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XF,union,600,507,507,0,507,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XF,family,600,479,480,1,479,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY,union,600,508,508,0,508,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY,family,600,467,472,5,467,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_X,union,600,542,542,0,542,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_X,family,600,525,529,4,525,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XF,union,600,565,565,0,565,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XF,family,600,531,535,4,531,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY,union,600,565,565,0,565,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY,family,600,521,524,3,521,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_X,union,600,600,345,-255,345,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_X,family,600,600,342,-258,342,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XF,union,600,600,466,-134,466,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XF,family,600,584,450,-134,450,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY,union,600,600,466,-134,466,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY,family,600,583,441,-142,441,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_X,union,600,600,525,-75,525,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_X,family,600,600,518,-82,518,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XF,union,600,600,575,-25,575,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XF,family,600,599,573,-26,573,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY,union,600,600,575,-25,575,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY,family,600,598,571,-27,571,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_X,union,600,600,543,-57,543,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_X,family,600,600,542,-58,542,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XF,union,600,600,592,-8,592,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XF,family,600,600,590,-10,590,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY,union,600,600,592,-8,592,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY,family,600,600,588,-12,588,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_X,union,600,600,345,-255,345,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_X,family,600,597,339,-258,339,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XF,union,600,600,406,-194,406,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XF,family,600,578,398,-180,398,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY,union,600,600,406,-194,406,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY,family,600,567,396,-171,396,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_X,union,600,600,462,-138,462,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_X,family,600,599,452,-147,452,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XF,union,600,600,515,-85,515,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XF,family,600,587,500,-87,500,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY,union,600,600,515,-85,515,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY,family,600,585,497,-88,497,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_X,union,600,600,569,-31,569,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_X,family,600,600,563,-37,563,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XF,union,600,600,584,-16,584,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XF,family,600,598,581,-17,581,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY,union,600,600,584,-16,584,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY,family,600,597,577,-20,577,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_X,union,600,185,180,-5,180,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_X,family,600,111,115,4,106,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XF,union,600,320,315,-5,315,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XF,family,600,169,171,2,169,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_Ym,union,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_Ym,family,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XFY,union,600,351,346,-5,346,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XFY,family,600,167,171,4,167,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_X,union,600,315,299,-16,299,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_X,family,600,242,245,3,236,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XF,union,600,427,419,-8,419,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XF,family,600,327,325,-2,324,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_Ym,union,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_Ym,family,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XFY,union,600,445,437,-8,437,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XFY,family,600,312,320,8,312,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_X,union,600,445,430,-15,430,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_X,family,600,379,384,5,378,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_XF,union,600,517,509,-8,509,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_XF,family,600,437,437,0,437,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_Ym,union,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_Ym,family,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_XFY,union,600,522,514,-8,514,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_XFY,family,600,417,428,11,417,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_X,union,600,577,570,-7,570,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_X,family,600,548,556,8,548,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XF,union,600,588,588,0,588,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XF,family,600,575,577,2,575,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_Ym,union,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_Ym,family,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XFY,union,600,588,588,0,588,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,I_XFY,family,600,570,571,1,570,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_X,union,600,596,596,0,596,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_X,family,600,590,591,1,590,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XF,union,600,599,599,0,599,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XF,family,600,593,592,-1,592,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_Ym,union,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_Ym,family,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XFY,union,600,599,599,0,599,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,I_XFY,family,600,586,590,4,586,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_X,union,600,241,238,-3,238,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_X,family,600,184,188,4,183,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XF,union,600,372,370,-2,370,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XF,family,600,285,285,0,285,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_Ym,union,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_Ym,family,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XFY,union,600,396,394,-2,394,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,I_XFY,family,600,265,271,6,265,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_X,union,600,405,402,-3,402,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_X,family,600,342,349,7,340,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XF,union,600,483,483,0,483,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XF,family,600,412,416,4,412,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_Ym,union,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_Ym,family,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XFY,union,600,493,493,0,493,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,I_XFY,family,600,404,408,4,404,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_X,union,600,491,487,-4,487,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_X,family,600,461,460,-1,455,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XF,union,600,530,530,0,530,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XF,family,600,486,485,-1,484,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_Ym,union,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_Ym,family,600,48,48,0,48,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XFY,union,600,535,535,0,535,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,I_XFY,family,600,480,481,1,480,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_X,union,600,536,535,-1,535,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_X,family,600,512,517,5,512,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XF,union,600,573,572,-1,572,descriptive frozen-only; never replaces the prespecified primary family
feature_aligned,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XF,family,600,538,539,1,538,descriptive frozen-only; never replaces the prespecified primary family
