nan_occurrence_id,source_release,source_file,source_row_index_zero_based,affected_row_identifier,sensor_column,base_sensor,geometry_value_role,classification,lineage_role,historical_family_nan_treatment,environment,dataset_tag,model,branch,svd_dim,split_seed,model_seed,attack,attack_class,mechanism,strength,side,regime_relevance,gate_a,clean_resample,near_null,previous_union_fire__I_X,previous_family_fire__I_X,other_sensor_fired__I_X,previous_union_fire__I_XF,previous_family_fire__I_XF,other_sensor_fired__I_XF,previous_union_fire__I_Ym,previous_family_fire__I_Ym,other_sensor_fired__I_Ym,previous_union_fire__I_XFY,previous_family_fire__I_XFY,other_sensor_fired__I_XFY
e4036e41cf87d0061133,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,3647,gate3c_ood_wed_thu_webattacks|12|45|43|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3c_ood_wed_thu_webattacks,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,quantum,12,45,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
412544e943b61eef854e,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,3663,gate3c_ood_wed_thu_webattacks|12|46|42|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3c_ood_wed_thu_webattacks,trc82af0ba__te3ec6a4d7,qsvc_zz_r1,quantum,12,46,42,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
68782f62cc92d4025f3c,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,3966,gate3d_ood_wed_fri_morning|8|45|43|qsvc_zz_r1|scaling_drift_alpha_0.050|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,8,45,43,scaling_drift_alpha_0.050,control,scaling_drift,0.05,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
ca80e8ac6396d064e6c3,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,3967,gate3d_ood_wed_fri_morning|8|45|43|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,8,45,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
5bccefd51f181a6eb991,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,4270,gate3d_ood_wed_fri_morning|10|45|42|qsvc_zz_r1|scaling_drift_alpha_0.050|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,10,45,42,scaling_drift_alpha_0.050,control,scaling_drift,0.05,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
6e1d4616b11217e0d616,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,4271,gate3d_ood_wed_fri_morning|10|45|42|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,10,45,42,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
65be842eadfbfc7b7608,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,4286,gate3d_ood_wed_fri_morning|10|45|43|qsvc_zz_r1|scaling_drift_alpha_0.050|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,10,45,43,scaling_drift_alpha_0.050,control,scaling_drift,0.05,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
42b5ca501119b6eea107,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,4287,gate3d_ood_wed_fri_morning|10|45|43|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,10,45,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
302e9514f265206a77e7,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,4590,gate3d_ood_wed_fri_morning|12|45|42|qsvc_zz_r1|scaling_drift_alpha_0.050|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,12,45,42,scaling_drift_alpha_0.050,control,scaling_drift,0.05,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
db0a91505f300ccb893f,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,4591,gate3d_ood_wed_fri_morning|12|45|42|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,12,45,42,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
d353624260b426909444,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,4606,gate3d_ood_wed_fri_morning|12|45|43|qsvc_zz_r1|scaling_drift_alpha_0.050|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,12,45,43,scaling_drift_alpha_0.050,control,scaling_drift,0.05,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
4ec5fa2b2885b32e1322,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,4607,gate3d_ood_wed_fri_morning|12|45|43|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate3d_ood_wed_fri_morning,trc82af0ba__te5c44b321,qsvc_zz_r1,quantum,12,45,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
71d7d3cd53fa4d6496c2,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5500,gate5a_id_unsw|10|43|43|qsvc_pauli_xyz_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_pauli_xyz_r1,quantum,10,43,43,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
4f2fef9e3f1ba45b4552,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5503,gate5a_id_unsw|10|43|43|qsvc_pauli_xyz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_pauli_xyz_r1,quantum,10,43,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
6124a3decaa2e093f308,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5535,gate5a_id_unsw|10|44|43|qsvc_pauli_xyz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_pauli_xyz_r1,quantum,10,44,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
2b49b23d7a23b8ce6e9e,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5660,gate5a_id_unsw|10|43|43|qsvc_z_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_z_r1,quantum,10,43,43,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
ae03a46bec3b93f7f14d,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5663,gate5a_id_unsw|10|43|43|qsvc_z_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_z_r1,quantum,10,43,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
85601c8dc6ff431e4639,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5695,gate5a_id_unsw|10|44|43|qsvc_z_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_z_r1,quantum,10,44,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
54097e58831ceb2114a2,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5820,gate5a_id_unsw|10|43|43|qsvc_zz_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_zz_r1,quantum,10,43,43,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
6a901e6ec23de0d7a14a,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5823,gate5a_id_unsw|10|43|43|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_zz_r1,quantum,10,43,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
fae37dfa777af3b40b11,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,5855,gate5a_id_unsw|10|44|43|qsvc_zz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_zz_r1,quantum,10,44,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
3ffe509fc92e4be8493f,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6124,gate5a_id_unsw|12|43|42|qsvc_pauli_xyz_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_pauli_xyz_r1,quantum,12,43,42,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
382bc7ea28088eaeb994,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6140,gate5a_id_unsw|12|43|43|qsvc_pauli_xyz_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_pauli_xyz_r1,quantum,12,43,43,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
9f971992d41085fe1657,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6143,gate5a_id_unsw|12|43|43|qsvc_pauli_xyz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_pauli_xyz_r1,quantum,12,43,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
a61be1466bf9f16b817e,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6175,gate5a_id_unsw|12|44|43|qsvc_pauli_xyz_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_pauli_xyz_r1,quantum,12,44,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
8bc3a142cd1cb3b8ddc6,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6284,gate5a_id_unsw|12|43|42|qsvc_z_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_z_r1,quantum,12,43,42,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
f7dbbfb7ad0ec5979b2c,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6300,gate5a_id_unsw|12|43|43|qsvc_z_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_z_r1,quantum,12,43,43,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
d60397a2322fff11b0c1,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6303,gate5a_id_unsw|12|43|43|qsvc_z_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_z_r1,quantum,12,43,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
a262a00d080c600a05b1,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6335,gate5a_id_unsw|12|44|43|qsvc_z_r1|scaling_drift_alpha_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_z_r1,quantum,12,44,43,scaling_drift_alpha_0.100,control,scaling_drift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
e03f88e7f53749292b30,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6444,gate5a_id_unsw|12|43|42|qsvc_zz_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_zz_r1,quantum,12,43,42,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
2baaecf93b9633891833,v1.3.6-or-earlier-frozen,publication/artifact/evidence/adversarial/adversarial_unique_observations.csv,6460,gate5a_id_unsw|12|43|43|qsvc_zz_r1|mean_shift_pf_delta_0.100|integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,integrity_jsd_vs_clean_eval,primary,histogram_support_defect,canonical_original_geometry,NaN_to_minus_infinity,gate5a_id_unsw,id6292a46b,qsvc_zz_r1,quantum,12,43,43,mean_shift_pf_delta_0.100,control,mean_shift,0.1,feature-side,I_X;I_XF;I_XFY,True,False,False,True,True,True,True,True,True,False,False,,True,True,True
